folder,specimen,day,month,year,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,minimumElevationInMeters,maximumElevationInMeters
c_hallii,1433666,NA,3,1958,32.811221,-116.238389,2000,390,NA
c_heterophyllus,305350,6,3,1914,32.840434,-117.239345,5000,40,160
c_cooperi,1367096,24,4,1976,32.98017,-116.41933,800,671,NA
c_amplexicaulis,1401997,15,3,2013,33.140556,-116.528611,200,831,NA
c_simulans,1401884,27,3,2010,33.140556,-116.528611,200,831,NA
c_simulans,1367430,30,3,1992,33.45311,-117.32495,2000,130,230
c_heterophyllus,1402004,20,3,2013,32.725556,-116.933333,100,201,NA
c_cooperi,1401999,18,3,2013,33.088056,-116.362778,100,679,NA
c_hallii,1401998,18,3,2013,33.088056,-116.362778,100,679,NA
c_hallii,1401886,27,3,2010,33.0525,-116.374444,100,965,NA
c_heterophyllus,1402002,19,3,2013,33.103056,-116.7025,100,940,NA
c_heterophyllus,1401890,30,3,2010,33.103056,-116.7025,100,940,NA
c_cooperi,1402000,18,3,2013,33.130556,-116.368056,100,460,NA
c_heterophyllus,466880,6,4,1992,33.00411,-117.2595,100,60,NA
c_heterophyllus,470189,15,4,1990,33.00438,-117.26596,100,31,NA
c_hallii,993913,19,4,1906,33.186361,-116.562453,5000,900,1400
c_simulans,466812,1,4,2009,33.23333,-116.6,200,900,1100
c_simulans,466845,1,5,2010,33.20373,-116.569,100,1212,NA
c_simulans,754781,11,4,1935,33.08034,-116.525769,3000,780,NA
c_simulans,466797,8,5,1997,33.1467,-116.5372,100,839,NA
c_simulans,466705,24,3,1997,33.1397,-116.5292,100,820,NA
c_simulans,1474223,4,4,1997,33.14583,-116.5375,100,800,NA
c_simulans,466693,24,2,1997,33.1472,-116.5381,100,832,NA
c_simulans,973453,23,3,2008,33.092,-116.4894,100,712,NA
c_simulans,466792,23,3,2008,33.092,-116.4894,100,712,NA
c_hallii,777788,29,3,2009,33.0919,-116.4895,100,752,NA
c_hallii,466796,29,3,2009,33.09193,-116.48952,100,752,NA
c_heterophyllus,466654,28,3,2004,32.92139,-116.94278,400,268,NA
c_hallii,23362190,10,5,1930,33.42277,-116.659754,5000,1300,1500
c_heterophyllus,466738,2,4,2007,33.10291,-116.70272,100,938,NA
c_heterophyllus,466539,26,4,1969,32.59088,-116.68891,1200,1100,NA
c_heterophyllus,390531,16,4,2004,33.37722,-116.6225,100,1448,NA
c_cooperi,466480,2,4,1939,32.975756,-116.350055,2000,460,700
c_hallii,466787,3,4,2008,33.02855,-116.34495,200,1055,NA
c_hallii,466515,31,3,1952,33.01566,-116.44256,800,770,800
c_heterophyllus,466750,9,4,2008,32.67,-116.74944,200,659,NA
c_heterophyllus,466755,13,3,2008,32.72083,-116.92866,200,246,NA
c_heterophyllus,466775,30,3,2007,32.585497,-116.673209,200,728,NA
c_heterophyllus,392533,30,3,2007,32.585497,-116.673209,200,616,NA
c_cooperi,466866,5,3,2011,32.94308,-116.30193,200,445,NA
c_heterophyllus,376967,13,3,1951,32.904997,-117.24261,4000,50,130
c_heterophyllus,1687670,10,5,2003,33.07556,-116.5625,30,1146,NA
c_heterophyllus,388902,9,4,1992,33.39861,-117.32333,800,80,NA
c_cooperi,466783,13,4,2008,33.01783,-116.35594,100,954,NA
c_heterophyllus,466825,17,5,2013,33.36521,-116.7076,100,1180,NA
c_heterophyllus,466756,13,3,2008,33.15037,-117.25671,100,165,NA
c_simulans,466694,22,3,2005,32.665,-116.24361,100,990,NA
c_heterophyllus,466657,17,4,2003,32.66306,-116.22333,100,915,NA
c_simulans,466702,10,5,2006,33.2395,-116.6631,100,900,NA
c_heterophyllus,1432384,20,5,2005,32.9447,-116.5847,100,1571,NA
c_heterophyllus,466471,10,4,1938,32.77089,-116.7978,1609,300,NA
c_heterophyllus,466768,31,3,2008,33.0144,-116.97237,100,567,NA
c_anceps,3234175,16,3,1986,35.569392,-120.121438,200,518,NA
c_inflatus,1443959,2,5,1958,35.334943,-119.843342,200,846,915
c_anceps,UC572415,8,4,1937,35.383836,-120.139107,200,533,NA
c_anceps,UC659472,22,3,1940,35.199489,-119.923626,500,762,NA
c_anceps,3563124,21,4,1949,35.460143,-120.341119,2000,400,500
c_anceps,UC1296272,21,4,1949,35.460143,-120.341119,2000,400,500
c_anceps,208333,21,4,1949,35.460143,-120.341119,2000,400,500
c_anceps,8634298,21,4,1949,35.460143,-120.341119,2000,400,500
s_glandulosus,C87190,2,5,1954,35.557329,-120.833431,2000,330,586
c_inflatus,C40470,29,3,1935,35.069208,-119.621208,5000,640,750
c_anceps,3492782,13,4,1935,35.523483,-120.086939,1000,570,NA
c_anceps,UC545853,13,4,1935,35.523483,-120.086939,1000,570,NA
c_anceps,3314864,27,3,1962,35.755816,-120.260012,200,382,433
c_anceps,303039,24,3,1962,35.720925,-120.299986,1000,320,400
c_anceps,C38241,24,3,1962,35.720925,-120.299986,1000,320,400
c_inflatus,1069403,27,3,2005,34.9708333,-119.5322222,100,849,NA
c_anceps,303038,29,3,1962,35.410735,-120.378415,5000,600,800
c_anceps,C38215,29,3,1962,35.410735,-120.378415,5000,600,800
c_anceps,3501321,11,5,1937,35.448778,-119.986968,10340,762,NA
c_anceps,3306247,27,4,1937,35.433,-120.2981,200,502,NA
c_anceps,3468739,21,3,1935,35.742819,-120.217763,500,540,NA
c_anceps,C38221,21,3,1935,35.742819,-120.217763,500,540,NA
c_inflatus,208373,2,4,1950,35.350546,-120.092912,500,630,NA
c_inflatus,C40461,2,4,1950,35.350546,-120.092912,500,630,NA
c_inflatus,C40462,2,4,1950,35.350546,-120.092912,500,630,NA
c_inflatus,208372,2,5,1982,35.204229,-119.773249,2000,620,NA
c_inflatus,8634337,2,5,1982,35.204229,-119.773249,500,606,632
c_anceps,208927,1,4,1962,35.724109,-120.225261,500,529,673
c_anceps,8634893,1,4,1962,35.724109,-120.225261,500,529,673
c_anceps,UC564185,29,3,1935,35.228168,-119.912279,5000,583,816
c_anceps,C38244,7,4,1960,35.712433,-120.307642,500,341,435
c_anceps,1247810,26,3,2005,35.0413889,-119.6588889,100,819,NA
c_anceps,C38216,29,3,1962,35.238816,-120.066693,2000,610,NA
c_anceps,303043,29,3,1962,35.238816,-120.066693,2000,610,NA
s_glandulosus,C87188,NA,5,1937,35.428467,-120.75896,5000,87,675
s_tortuosus,208423,28,8,1957,35.69811,-121.142193,2000,153,750
c_anceps,3535958,3,4,1932,35.579856,-120.131247,500,530,594
c_anceps,208330,18,4,1981,35.189173,-119.886268,2000,620,NA
c_anceps,8634295,18,4,1981,35.189173,-119.886268,2000,620,NA
c_anceps,C38243,22,3,1940,35.201795,-119.928709,500,762,NA
c_anceps,3186970,31,3,1910,35.144588,-119.740544,1500,588,900
c_anceps,208924,12,4,2001,35.083333,-119.716667,1500,660,730
c_anceps,8634890,12,4,2001,35.083333,-119.716667,1500,660,730
c_inflatus,172752,28,3,1998,35.00798,-119.456161,1000,500,810
c_inflatus,8598696,28,3,1998,35.00798,-119.456161,1000,500,810
c_anceps,23374754,22,3,1940,35.208464,-119.992629,3000,690,NA
c_anceps,303040,22,3,1940,35.208464,-119.992629,3000,690,NA
c_anceps,IDS0029528,22,3,1940,35.208464,-119.992629,3000,690,NA
c_inflatus,172746,26,3,1978,35.290851,-119.846373,200,671,NA
c_inflatus,8598690,26,3,1978,35.290851,-119.846373,200,671,NA
c_anceps,610215,1,4,1995,35.395765,-119.987296,200,707,719
c_inflatus,608776,26,4,1992,35.02,-119.53,2000,765,880
c_inflatus,C40465,27,3,1967,35.017301,-119.827075,500,542,729
c_inflatus,208375,27,3,1967,35.016,-119.826,500,542,729
c_inflatus,8634340,27,3,1967,35.016,-119.826,500,542,729
c_inflatus,23362252,27,3,1967,35.016,-119.826,500,542,729
c_anceps,UC575332,9,4,1935,35.7601,-120.2994,1000,350,NA
c_anceps,UC577223,25,3,1935,35.724,-120.296,1000,347,443
c_anceps,C38214,NA,3,1932,35.723856,-120.296538,5000,350,500
c_anceps,C38211,9,4,1935,35.723856,-120.296538,5000,350,500
c_anceps,C38226,9,4,1935,35.723856,-120.296538,5000,350,500
c_anceps,C38205,5,5,1926,35.723856,-120.296538,5000,350,500
c_anceps,C38206,25,3,1935,35.723856,-120.296538,5000,350,500
s_glandulosus,208361,7,6,1989,35.69566,-121.102417,1600,823,NA
c_anceps,208331,12,4,1948,35.779972,-120.209656,2000,600,NA
c_anceps,8634296,12,4,1948,35.779972,-120.209656,2000,600,NA
c_anceps,C38228,12,4,1948,35.779972,-120.209656,2000,600,NA
c_anceps,C38232,12,4,1948,35.779972,-120.209656,2000,600,NA
c_anceps,C38217,28,3,1962,35.679588,-120.248153,1000,427,560
c_anceps,C38237,28,3,1962,35.679588,-120.248153,1000,427,560
c_coulteri,C40958,28,3,1962,35.679588,-120.248153,1000,427,560
c_inflatus,1442872,2,5,1982,35.204229,-119.773249,2000,620,NA
c_inflatus,172751,27,3,1965,35.205896,-119.706768,1000,780,900
c_inflatus,1442869,27,3,1965,35.205896,-119.706768,1000,780,900
c_inflatus,8598695,27,3,1965,35.205896,-119.706768,1000,780,900
c_inflatus,C40409,28,4,1926,35.034555,-119.87585,10000,390,700
c_coulteri,208352,12,4,1949,35.034555,-119.87585,1000,500,600
c_anceps,3290447,2,5,1896,35.034555,-119.87585,5000,500,800
c_inflatus,172747,19,3,1978,35.321687,-119.852324,3000,630,1120
c_inflatus,8598691,19,3,1978,35.321687,-119.852324,3000,630,1120
c_anceps,3330885,6,4,1952,35.711629,-120.236042,3000,350,650
c_anceps,208143,4,3,1952,35.625203,-120.236348,2000,600,720
c_anceps,8634108,4,3,1952,35.625203,-120.236348,2000,600,720
c_anceps,C38224,17,3,1935,35.637664,-120.621181,10000,240,300
c_anceps,C38227,10,4,1935,35.266095,-119.818875,500,594,NA
c_inflatus,172754,18,3,1988,35.24,-119.79,500,640,684
c_inflatus,8598698,18,3,1988,35.24,-119.79,500,640,684
c_inflatus,208376,9,4,1967,35.091637,-119.617626,1000,630,740
c_inflatus,8634341,9,4,1967,35.091637,-119.617626,1000,630,740
c_inflatus,C40464,9,4,1967,35.091637,-119.617626,1000,630,740
c_anceps,3260970,24,3,1901,35.705525,-120.610167,2000,226,285
c_inflatus,C40463,30,3,1966,35.20962,-119.704669,1000,780,900
c_inflatus,208374,30,3,1966,35.20962,-119.704669,1000,780,900
c_inflatus,8634339,30,3,1966,35.20962,-119.704669,1000,780,900
c_anceps,3367835,12,4,1948,35.779972,-120.209656,2000,600,NA
c_inflatus,C40468,27,4,1952,35.53428,-120.132675,2000,550,600
c_inflatus,208371,27,4,1952,35.53428,-120.132675,2000,550,600
c_inflatus,8634336,27,4,1952,35.53428,-120.132675,2000,550,600
c_inflatus,208370,27,4,1952,35.53428,-120.132675,2000,550,600
c_inflatus,8634335,27,4,1952,35.53428,-120.132675,2000,550,600
c_anceps,2914562,1,4,1934,35.303051,-120.374901,5000,440,480
c_coulteri,172736,26,4,2001,35.107881,-120.0759,100,404,454
s_glandulosus,C87177,14,4,1967,35.315413,-120.656997,500,143,343
c_anceps,23374764,18,3,1962,35.664904,-120.24523,1000,655,NA
s_glandulosus,C87185,7,5,1936,35.301265,-120.637673,2000,85,300
c_anceps,3333937,20,3,1932,35.723856,-120.296538,5000,350,500
c_anceps,C38220,20,3,1932,35.723856,-120.296538,5000,350,500
c_anceps,3485601,30,3,1956,35.734584,-120.284741,100,351,NA
s_glandulosus,208142,14,5,2014,35.44234167,-120.8814111,500,107,NA
s_glandulosus,208360,24,5,1988,35.246465,-120.687863,300,35,135
c_anceps,3184656,2,4,1950,35.453668,-120.318736,3000,460,520
c_anceps,208334,31,3,1950,35.361082,-120.215428,2000,524,740
c_anceps,208336,8,4,1952,35.361082,-120.215428,2000,524,740
c_anceps,8634299,31,3,1950,35.361082,-120.215428,2000,524,740
c_anceps,8634301,8,4,1952,35.361082,-120.215428,2000,524,740
c_anceps,3319199,31,3,1950,35.361082,-120.215428,2000,524,740
c_anceps,3404575,8,4,1952,35.361082,-120.215428,2000,524,740
c_anceps,C38230,8,4,1952,35.361082,-120.215428,2000,524,740
c_anceps,C38254,31,3,1950,35.361082,-120.215428,2000,524,740
c_anceps,C38256,8,4,1952,35.361082,-120.215428,2000,524,740
c_anceps,208329,25,3,1984,35.348588,-120.280386,5000,500,800
c_anceps,8634294,25,3,1984,35.348588,-120.280386,5000,500,800
c_heterophyllus,208369,11,5,1952,35.368971,-120.311857,200,664,NA
s_glandulosus,208358,12,4,1992,35.264,-120.683,200,35,170
c_heterophyllus,172744,16,4,1998,35.372855,-120.331871,100,870,NA
c_heterophyllus,172743,16,4,1998,35.365545,-120.335114,200,688,808
s_glandulosus,C87174,26,4,1949,35.307205,-120.656628,500,98,300
s_glandulosus,C87175,26,4,1949,35.307205,-120.656628,500,98,300
c_anceps,3551813,30,3,1935,35.716777,-120.297026,5000,350,600
c_anceps,23374763,13,4,1941,35.348878,-119.991545,5000,600,700
c_anceps,C38222,13,4,1941,35.348878,-119.991545,5000,600,700
c_anceps,23374772,13,4,1935,35.57554,-120.127598,1000,530,600
c_anceps,C38219,13,4,1935,35.57554,-120.127598,1000,530,600
c_anceps,23374756,24,3,1962,35.765164,-120.251339,200,442,NA
c_anceps,2173739,29,3,1962,35.353651,-120.373845,5000,480,1060
c_anceps,2173740,29,3,1962,35.220366,-119.992167,2000,623,740
c_inflatus,23362253,29,3,1978,35.325997,-119.847892,500,754,920
c_anceps,23374766,29,3,1978,35.325997,-119.847892,500,754,920
c_anceps,23374755,7,4,1940,35.696792,-120.266554,500,450,535
c_anceps,3316665,4,4,1932,35.073926,-119.631989,1000,640,NA
c_anceps,3356865,7,4,1940,35.699269,-120.271468,200,426,498
c_anceps,3365827,7,4,1940,35.699269,-120.271468,200,426,498
c_anceps,3401638,2,4,1932,35.689811,-120.25675,500,503,NA
c_coulteri,466529,3,4,1932,35.67084,-120.238754,1000,610,NA
s_tortuosus,208414,3,10,1998,35.677155,-121.155767,200,470,540
s_glandulosus,2173812,1,6,1994,35.685751,-121.090264,100,900,NA
s_glandulosus,208363,29,5,1993,35.670245,-121.078417,1000,600,NA
s_glandulosus,229783,27,3,2008,35.3189,-120.643803,1500,115,200
s_glandulosus,C87180,13,4,1946,35.550318,-120.940408,2000,335,NA
s_glandulosus,C87181,13,4,1946,35.550318,-120.940408,2000,335,NA
c_anceps,23374771,21,3,1935,35.742855,-120.215836,500,520,670
c_anceps,208337,19,3,1958,35.210425,-119.859902,2000,583,598
c_anceps,8634302,19,3,1958,35.210425,-119.859902,2000,583,598
c_anceps,3233691,19,3,1958,35.210425,-119.859902,2000,583,598
c_anceps,1367091,13,4,1935,35.523483,-120.086939,1000,570,NA
c_anceps,1367092,1,3,1962,35.764541,-120.252936,200,411,439
s_glandulosus,1355559,29,3,2002,35.648776,-120.785838,2000,350,617
c_anceps,1367094,3,4,1993,35.407623,-120.009998,500,690,728
c_anceps,1367093,1,4,1995,35.395765,-119.987296,200,706,715
s_barbatus,C61130,NA,NA,NA,41.31316,-122.308,1687,1110,1130
c_anceps,1401896,1,4,2010,35.214167,-119.855556,100,580,NA
c_inflatus,1367422,28,3,1998,34.991667,-119.483333,100,840,NA
s_glandulosus,C87176,19,5,1949,35.594282,-121.114334,1000,0,70
s_glandulosus,C87192,14,4,1961,35.543099,-120.90354,2000,210,525
s_glandulosus,C87183,26,4,1956,35.535121,-120.859597,200,390,425
s_glandulosus,C87182,4,4,1956,35.535121,-120.859597,200,390,425
s_glandulosus,C87184,30,5,1956,35.535121,-120.859597,200,390,425
s_glandulosus,216137,11,5,2017,35.707245,-121.094855,500,815,NA
c_inflatus,172753,21,3,2005,34.953611,-119.533056,500,726,845
c_inflatus,8598697,21,3,2005,34.953611,-119.533056,500,726,845
c_anceps,185896,24,3,2005,35.031667,-119.658056,1000,795,1016
c_anceps,8611847,24,3,2005,35.031667,-119.658056,1000,795,1016
c_anceps,C38223,14,4,1962,35.471434,-120.329076,1000,420,NA
c_anceps,23374765,14,4,1962,35.478388,-120.329099,500,400,497
c_inflatus,215450,4,3,2016,35.087966,-119.691165,500,655,NA
c_inflatus,16241392,4,3,2016,35.087966,-119.691165,500,655,NA
c_anceps,C38231,19,3,1958,35.193054,-119.856857,1000,590,NA
s_glandulosus,208141,13,4,2006,35.263148,-120.661532,200,96,NA
c_anceps,3265154,24,3,2005,35.031667,-119.658056,1000,919,NA
c_anceps,213139,26,2,2016,35.680209,-120.235092,200,630,NA
c_anceps,12597864,26,2,2016,35.680209,-120.235092,200,630,NA
c_inflatus,172749,26,4,1986,35.055796,-119.522897,200,777,NA
c_inflatus,8598693,26,4,1986,35.055796,-119.522897,200,777,NA
c_anceps,3427859,1,4,1934,35.3752,-120.1016,1000,609,700
c_anceps,C38235,18,3,1956,35.636865,-120.263711,2000,579,NA
c_anceps,C38247,18,3,1956,35.636865,-120.263711,2000,579,NA
c_anceps,C38236,18,3,1962,35.67084,-120.238754,500,655,NA
c_anceps,C38248,18,3,1962,35.67084,-120.238754,500,655,NA
c_anceps,C38234,22,3,1955,35.266095,-119.818875,500,594,NA
c_anceps,C38246,22,3,1955,35.266095,-119.818875,500,594,NA
c_anceps,C38249,23,3,1965,35.459326,-120.012684,200,671,NA
c_anceps,C38238,23,3,1965,35.459326,-120.012684,200,671,NA
c_anceps,208925,6,4,1952,35.711629,-120.236042,3000,350,650
c_anceps,8634891,6,4,1952,35.711629,-120.236042,3000,350,650
c_inflatus,172748,26,4,1986,35.206359,-119.704628,200,838,NA
c_inflatus,8598692,26,4,1986,35.207394,-119.70169,200,838,NA
c_coulteri,466849,9,4,1998,35.035576,-120.186533,200,260,300
c_anceps,208335,2,4,1950,35.453668,-120.318736,3000,460,520
c_anceps,8634300,2,4,1950,35.453668,-120.318736,3000,460,520
c_anceps,3514264,2,4,1949,35.779972,-120.209656,2000,600,NA
c_anceps,208332,2,4,1949,35.779972,-120.209656,2000,600,NA
c_anceps,8634297,2,4,1949,35.779972,-120.209656,2000,600,NA
c_anceps,3317021,24,4,1975,35.501322,-120.077968,2000,609,NA
c_anceps,C38255,2,4,1950,35.458598,-120.338872,1000,420,550
s_glandulosus,208327,26,6,1995,35.349696,-120.663168,1000,475,NA
c_anceps,C38208,25,3,1935,35.779972,-120.209656,2000,600,NA
c_anceps,C38229,2,4,1949,35.779972,-120.209656,2000,600,NA
c_anceps,C38251,2,4,1949,35.779972,-120.209656,2000,600,NA
s_glandulosus,216854,13,4,2016,35.7889,-121.315813,500,320,687
c_anceps,23374770,29,3,1935,35.233237,-119.918075,2000,583,711
c_anceps,C38242,29,3,1935,35.233237,-119.918075,2000,583,711
c_coulteri,303053,29,3,1978,34.766115,-119.911172,500,600,NA
c_anceps,303037,18,4,1980,34.987878,-119.888948,1000,648,NA
c_anceps,3183679,10,4,1937,35.019086,-119.89437,1150,609,NA
c_amplexicaulis,172720,24,5,1994,34.790202,-119.980863,1500,480,530
c_amplexicaulis,796870,24,5,1994,34.811136,-120.005721,500,380,NA
c_inflatus,172745,21,4,1992,34.775242,-119.595905,500,1100,NA
c_inflatus,8598689,21,4,1992,34.775242,-119.595905,500,1100,NA
c_inflatus,466627,21,4,1992,34.775242,-119.595905,500,1100,NA
c_heterophyllus,305356,3,4,1969,34.8800512,-119.4445114,800,950,1100
c_inflatus,303083,14,5,1965,34.884928,-119.443092,200,950,1000
c_amplexicaulis,172721,9,4,1994,34.731756,-119.941701,1000,1100,NA
c_amplexicaulis,8598665,9,4,1994,34.731756,-119.941701,1000,1100,NA
c_coulteri,208351,12,4,1949,35.023,-120.206,2500,260,300
c_coulteri,C40965,31,3,1953,NA,NA,NA,NA,NA
c_inflatus,2262347,17,4,1973,34.883005,-119.463857,200,900,NA
c_anceps,23361981,10,5,1962,34.773385,-119.640746,500,1554,1650
c_coulteri,303052,30,3,1978,34.755002,-119.892321,500,700,NA
c_anceps,3700258,8,5,2018,34.77677,-119.64678,100,1507,NA
c_coulteri,C40963,18,3,1962,35.035576,-120.186533,200,260,300
c_coulteri,303058,18,3,1962,35.035576,-120.186533,200,260,300
c_inflatus,23362267,10,5,1962,34.73065,-119.571808,5000,1100,1300
c_amplexicaulis,C38137,30,4,1965,34.779306,-119.993962,3000,975,NA
c_amplexicaulis,112899,21,5,1961,34.718709,-119.922584,500,1036,NA
c_amplexicaulis,C38132,15,4,1961,34.718709,-119.922584,500,1036,NA
c_amplexicaulis,C38134,21,5,1961,34.718709,-119.922584,500,1036,NA
c_amplexicaulis,1401922,4,5,2010,34.773611,-119.986111,200,739,NA
c_anceps,3392729,18,5,1960,34.773385,-119.640746,500,1554,1650
c_anceps,3511766,20,5,1960,34.773385,-119.640746,500,1554,1650
c_anceps,610216,10,5,1962,34.773385,-119.640746,500,1554,1650
c_amplexicaulis,UC1234622,22,5,1962,34.763432,-120.001526,1000,1000,1200
c_anceps,C38176,20,5,1960,34.773385,-119.640746,500,1554,1650
c_coulteri,C40959,18,5,1960,34.773385,-119.640746,500,1554,1650
c_coulteri,C40960,18,5,1960,34.773385,-119.640746,500,1554,1650
s_glandulosus,2262591,8,5,1971,37.004111,-121.681086,500,122,150
s_glandulosus,C87202,30,4,1954,37.25333333,-122.05,1000,244,NA
s_glandulosus,C87220,14,6,1904,37.185148,-121.975139,2000,200,310
s_glandulosus,1335286,27,5,2003,37.464722,-121.771667,1000,271,NA
s_glandulosus,C87208,12,5,1963,37.1629,-121.8369,1000,198,NA
s_glandulosus,C87209,12,5,1963,37.1629,-121.8369,1000,198,NA
s_glandulosus,C87210,3,6,1914,37.4286,-121.7028,1000,800,1000
s_glandulosus,C87211,3,6,1914,37.4286,-121.7028,1000,800,1000
s_glandulosus,C87223,19,4,1931,37.467918,-121.830907,4000,224,340
s_glandulosus,C87218,18,5,1949,37.34156,-121.630681,1500,900,1300
s_glandulosus,C87226,19,5,1974,37.3539,-122.1898,1500,183,549
s_glandulosus,C87217,11,6,1934,37.34545517,-121.6262436,800,1265,NA
s_glandulosus,C87201,21,4,1954,37.21666667,-121.9333333,1000,259,NA
s_glandulosus,C87225,13,6,1926,37.1108,-121.8435,4000,1150,NA
s_glandulosus,C87227,7,4,1905,37.2068,-121.9838,4800,200,500
s_glandulosus,C87215,2,6,1940,37.3468,-121.63,350,1330,NA
s_glandulosus,C87204,NA,5,1970,37.34166667,-121.6583333,500,914,1050
s_glandulosus,C87228,19,6,1957,37.34545517,-121.6262436,1000,1128,NA
s_glandulosus,C87214,18,6,1941,37.34209824,-121.6430969,3000,800,1300
s_glandulosus,C87219,25,5,1963,37.1643,-121.8366,500,200,260
s_glandulosus,C87207,25,6,1914,37.4009,-121.7951,3000,180,320
s_glandulosus,C87222,21,4,1917,37.410936,-122.089894,10000,10,25
s_breweri,C61226,NA,5,1903,37.415075,-121.467527,1500,800,1100
s_glandulosus,1368302,1,6,1992,36.9497296,-121.5976498,100,274,NA
s_glandulosus,1402013,17,4,2013,37.340556,-121.516111,500,650,750
s_glandulosus,C87200,23,4,1899,37.410936,-122.089894,10000,10,25
s_glandulosus,C87216,NA,5,1921,37.301398,-122.076326,5000,20,160
s_glandulosus,C87147,17,6,1954,37.107741,-121.838063,1000,899,NA
s_drepanoides,3234210,8,7,1988,40.3102,-123.0559,1000,1493,NA
s_drepanoides,2043269,14,8,1980,40.33472222,-123.0672222,500,1372,NA
s_tortuosus,1368963,16,7,1950,40.476029,-121.499083,1805,2438,2743
s_tortuosus,1776783,8,6,1972,40.672963,-122.673608,200,457,NA
s_tortuosus,1395713,20,5,2011,40.730556,-122.217222,200,349,NA
s_drepanoides,3511775,16,6,1993,40.4405,-122.7022,650,366,NA
s_drepanoides,3472900,16,6,1993,40.4405,-122.7022,650,366,NA
s_tortuosus,305367,15,6,1971,40.99904,-122.41186,250,430,NA
s_tortuosus,1369258,7,5,1972,40.673488,-122.676821,500,517,560
s_tortuosus,1369140,13,5,1984,40.669663,-122.69563,200,512,NA
s_tortuosus,1368974,11,6,1996,40.63333333,-121.6166667,500,1800,NA
s_tortuosus,1369148,20,6,1984,40.7946989,-122.3172823,800,300,400
s_drepanoides,2073694,7,6,1997,40.330439,-123.020143,1000,940,1010
s_polygaloides,3149424,15,6,2000,39.49922,-120.88936,200,1350,1450
s_polygaloides,3154356,15,6,2000,39.49922,-120.88936,200,1350,1450
s_polygaloides,C87419,12,5,1954,39.54326,-120.87932,200,810,860
s_polygaloides,C87424,4,6,1978,39.395944,-120.862949,5000,1300,NA
s_polygaloides,3156042,21,6,2006,39.485583,-120.887222,500,1397,NA
s_polygaloides,1832412,21,6,2006,39.485583,-120.887222,500,1397,NA
s_polygaloides,2082221,15,6,2000,39.49922,-120.88936,200,1350,1450
s_cordatus,2072309,27,7,1990,39.625511,-120.121583,500,2650,NA
s_polygaloides,3795739,21,6,1963,39.55347,-120.880478,1000,908,NA
s_tortuosus,470145,28,5,1988,39.523994,-120.952704,200,740,760
s_polygaloides,3156632,NA,6,1925,39.55944,-120.82583,800,880,1040
s_polygaloides,3160705,8,6,1938,39.54326,-120.87932,200,810,860
s_polygaloides,3795738,18,6,1959,39.55347,-120.880478,1000,908,NA
s_tortuosus,1311005,3,7,1971,39.395126,-121.084965,500,470,510
s_polygaloides,C87422,24,5,1959,39.543212,-120.885061,1000,853,NA
s_polygaloides,2072660,23,7,1984,39.573889,-120.700556,200,1377,NA
s_polygaloides,3163896,24,5,1959,39.543212,-120.885061,1000,853,NA
s_polygaloides,2044248,25,5,1973,39.471944,-120.843056,500,1350,NA
s_polygaloides,3795737,21,6,1963,39.553271,-120.78693,200,950,NA
s_polygaloides,2054258,4,6,1978,39.437933,-120.919293,2000,1070,2000
s_cordatus,3448649,25,6,1969,39.531621,-120.305134,500,1780,NA
s_polygaloides,3158892,21,6,2006,39.449722,-120.876667,200,1050,1100
s_polygaloides,2122409,21,6,2006,39.449722,-120.876667,200,1050,1100
s_polygaloides,1368891,25,5,1973,39.452306,-120.868681,2000,914,NA
s_polygaloides,1368959,30,6,1967,39.543212,-120.885061,1000,853,NA
s_polygaloides,1368954,21,6,1963,39.542563,-120.894242,1000,834,NA
s_polygaloides,1832406,21,6,2006,39.449722,-120.876667,200,1050,1100
s_tortuosus,1776737,21,6,1972,41.3765762,-123.4189165,800,305,NA
s_barbatus,3549698,21,7,1902,41.31316,-122.308,1687,1110,1130
s_tortuosus,1801746,15,6,1970,41.306669,-123.374187,1000,335,NA
s_tortuosus,305362,26,7,1969,41.362025,-122.201458,2000,2395,2420
s_tortuosus,1771379,23,7,1968,41.0410439,-122.9742916,800,1829,NA
s_tortuosus,1771380,23,7,1968,41.0410439,-122.9742916,800,1829,NA
s_barbatus,3480366,25,8,1909,41.283655,-122.310257,3000,870,1110
s_barbatus,3461244,26,6,1957,41.227899,-122.451983,4000,1371,1500
s_tortuosus,305358,11,6,1962,41.3646,-122.3644,500,1189,NA
s_barbatus,3183349,26,6,1957,41.240937,-122.436359,367,1371,NA
s_tortuosus,1801749,22,5,1976,41.3389,-122.8177,800,1037,NA
s_barbatus,3335741,23,7,1912,41.2653,-122.28925,1220,840,940
s_barbatus,23072461,23,7,1912,41.2653,-122.28925,1220,840,940
s_barbatus,C61128,23,7,1912,41.2653,-122.28925,1220,840,940
s_barbatus,C61123,NA,7,1915,41.163223,-122.331744,10000,800,1300
s_barbatus,3184542,8,8,1953,41.288496,-122.720621,200,1402,NA
s_tortuosus,1805831,7,7,1977,41.8035,-123.6703,800,1433,NA
s_barbatus,3419764,17,7,1937,41.30721,-122.348527,500,1100,1400
s_barbatus,C61133,17,7,1937,41.30721,-122.348527,500,1100,1400
s_tortuosus,1800287,23,8,1967,41.009,-122.9077,800,2377,NA
s_tortuosus,1800483,22,6,1966,41.0237999,-122.9431,800,1677,NA
