folder,specimen,day,month,year,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,minimumElevationInMeters,maximumElevationInMeters
s_barbatus,208338,21,7,1992,41.27165,-122.71727,107,1830,NA
s_barbatus,208339,21,7,1992,41.27165,-122.71727,107,1830,NA
s_barbatus,8634303,21,7,1992,41.27165,-122.71727,107,1830,NA
s_barbatus,8634304,21,7,1992,41.27165,-122.71727,107,1830,NA
s_tortuosus,1809514,13,5,1942,41.71,-123.4471,800,305,NA
s_tortuosus,1777998,5,8,1968,41.4095,-123.2224,1000,2073,NA
s_tortuosus,1816586,10,9,1976,41.58316,-123.19811,800,2104,NA
s_barbatus,23072453,30,8,1912,41.323897,-122.437344,2000,2134,NA
s_barbatus,C61126,16,7,1918,41.323897,-122.437344,2000,2134,NA
s_barbatus,C61127,16,7,1918,41.323897,-122.437344,2000,2134,NA
s_barbatus,C61129,30,8,1912,41.323897,-122.437344,2000,2134,NA
s_tortuosus,610361,14,7,1961,41.33,-122.21,1000,1790,NA
s_barbatus,3261875,16,7,1918,41.323897,-122.437344,2000,2134,NA
s_barbatus,SOC02317,29,7,1972,41.31354,-122.473983,500,2300,2600
s_barbatus,23072452,16,7,1918,41.323897,-122.437344,2000,2134,NA
s_tortuosus,1771450,9,7,1969,41.2787,-122.9437,800,2090,NA
s_tortuosus,1771459,8,7,1969,41.309,-122.9518,800,2140,NA
s_tortuosus,1771458,3,8,1969,41.3062,-122.9546,800,2073,NA
s_barbatus,3331592,10,8,1900,41.3315,-122.3362,6000,1082,NA
s_barbatus,23072455,5,9,1956,41.30566,-122.435518,4000,1400,1800
s_barbatus,C61131,5,9,1956,41.30566,-122.435518,4000,1400,1800
s_tortuosus,1788742,22,5,1977,41.15633,-123.20892,800,660,NA
s_barbatus,C61125,29,6,1913,41.32033,-122.37649,2000,1000,1400
s_tortuosus,1771384,9,7,1968,41.3186,-122.9178,800,2195,NA
s_tortuosus,1782659,12,6,1969,41.3128,-122.9219,800,2226,NA
s_barbatus,3236718,19,7,1937,41.257644,-122.679988,500,1515,NA
s_tortuosus,305372,6,7,1935,37.837043,-119.48783,15000,2200,2800
s_barbatus,2175857,12,9,1972,41.289448,-122.698323,500,1981,NA
s_tortuosus,1771449,25,7,1969,41.2805,-122.9447,800,1997,NA
s_tortuosus,887853,25,7,1900,36.358103,-118.526008,30000,2100,2900
s_barbatus,3526258,8,8,1953,41.27463,-122.70013,1000,1652,1740
s_tortuosus,1765634,23,5,2005,41.11321,-122.02519,200,948,NA
s_tortuosus,1335290,23,6,2001,41.4792523,-121.9620081,410,1890,NA
s_tortuosus,1404015,7,7,2016,41.303889,-123.372222,200,345,NA
s_tortuosus,1369155,26,7,1984,41.36099,-122.19923,560,2346,NA
s_tortuosus,1369154,25,7,1984,41.57889,-121.65861,1805,2196,NA
s_tortuosus,1368977,14,7,1961,41.33,-122.21,1000,1790,NA
s_barbatus,23072451,19,7,1937,41.257644,-122.679988,500,1515,NA
s_glandulosus,C87082,12,4,1927,NA,NA,NA,NA,NA
s_tortuosus,1771452,8,7,1969,41.33693,-122.97119,800,2360,NA
s_barbatus,3303182,1,8,1994,41.337045,-122.522098,500,2011,NA
s_barbatus,2072536,30,7,1992,41.356571,-122.537187,2000,1800,2200
s_barbatus,C61132,4,8,1905,41.329138,-122.509756,1500,2150,2350
s_glandulosus,C87089,23,4,1938,38.409524,-122.074866,1500,200,700
s_breweri,208341,4,7,1946,38.408765,-122.985028,1000,240,300
s_breweri,8634306,4,7,1946,38.408765,-122.985028,1000,240,300
s_breweri,C61231,4,7,1946,38.408765,-122.985028,1000,240,300
s_morrisonii,23024639,17,6,1948,38.620305,-123.091192,800,190,220
s_morrisonii,23025437,17,6,1948,38.620305,-123.091192,800,190,220
s_morrisonii,23072997,30,6,1950,38.572904,-123.016822,4000,230,NA
s_glandulosus,C87230,6,5,1929,38.707476,-122.902765,5000,70,NA
s_morrisonii,23073002,30,5,1947,38.617988,-123.132431,500,255,305
s_morrisonii,23073006,19,8,1949,38.600445,-123.059377,1000,260,350
s_morrisonii,2776903,17,6,1948,38.620305,-123.091192,800,190,220
s_morrisonii,3533455,16,6,1948,38.620305,-123.091192,800,190,220
s_glandulosus,C87234,4,4,1931,38.466481,-122.559154,1000,670,NA
s_morrisonii,1404099,1,7,1981,38.799066,-122.844622,5000,260,660
s_morrisonii,1404100,1,7,1981,38.799066,-122.844622,5000,260,660
s_morrisonii,1404422,13,6,1983,38.6175,-123.091667,2000,150,200
s_morrisonii,1404421,13,6,1983,38.620305,-123.091192,800,190,220
s_glandulosus,1404309,7,6,1977,38.741111,-122.715,2000,950,1050
s_glandulosus,1404388,25,3,1977,38.720245,-122.763626,2000,350,550
s_morrisonii,1404598,28,5,1981,38.752289,-122.720074,1000,970,NA
s_morrisonii,1404600,28,5,1981,38.752289,-122.720074,1000,970,NA
s_morrisonii,1404584,15,5,1981,38.765609,-122.706793,1000,610,800
s_morrisonii,1404102,1,7,1981,38.799066,-122.844622,5000,260,660
s_morrisonii,1404328,16,6,1980,38.766293,-122.822317,1000,610,820
s_morrisonii,1404330,16,6,1980,38.766293,-122.822317,1000,610,820
s_glandulosus,1368867,8,5,1993,38.442457,-122.527625,650,220,360
s_morrisonii,1404420,13,6,1983,38.621714,-123.093138,2000,200,350
s_glandulosus,C87232,19,4,1931,38.51709,-122.582852,450,500,NA
s_glandulosus,C87233,19,4,1931,38.51709,-122.582852,450,500,NA
s_morrisonii,23073013,7,7,1949,NA,NA,NA,NA,NA
s_glandulosus,1335285,28,5,2003,37.408611,-121.410833,200,413,NA
s_breweri,C61222,19,5,1935,37.409057,-121.409026,200,421,NA
s_tortuosus,1369159,2,5,2001,37.83511,-120.652065,1000,152,NA
s_breweri,C61232,24,5,1969,37.421443,-121.373089,10000,200,400
s_breweri,208345,24,5,1969,37.421443,-121.373089,10000,200,400
s_breweri,8634310,24,5,1969,37.421443,-121.373089,10000,200,400
s_drepanoides,2914904,16,6,2018,39.917866,-122.678062,200,1210,1230
s_drepanoides,23072682,29,6,1948,39.817325,-122.661642,800,890,NA
s_drepanoides,C87029,16,6,1954,39.907699,-122.654673,1000,990,NA
s_drepanoides,3782316,16,4,1938,39.829748,-122.578201,100,220,230
s_drepanoides,2888833,29,3,1997,39.891944,-122.633056,200,701,NA
s_drepanoides,16571261,29,3,1997,39.891715,-122.632485,200,720,NA
s_drepanoides,2105303,24,5,1992,39.894722,-122.649444,200,780,850
s_drepanoides,2080801,3,7,1998,40.094978,-122.568811,200,286,NA
s_drepanoides,3448823,17,7,1955,39.914138,-122.662953,200,1097,NA
s_drepanoides,3256177,26,6,1954,39.914526,-122.662362,2000,792,1100
s_drepanoides,3507065,21,7,1949,40.242455,-122.89521,400,1371,NA
s_drepanoides,3197327,21,7,1949,40.242455,-122.89521,400,1371,NA
s_drepanoides,3569969,21,5,1940,39.89966,-122.64961,3000,500,600
s_drepanoides,23072678,23,6,1953,39.902001,-122.649972,200,880,930
s_drepanoides,3232244,23,6,1953,39.900998,-122.650046,300,900,1200
s_barbatus,3230559,17,6,1972,40.25585,-122.90903,1000,1280,NA
s_drepanoides,3303525,5,6,1997,39.891945,-122.63306,500,701,NA
s_drepanoides,3191601,5,6,1997,39.884167,-122.61806,500,701,NA
s_drepanoides,23072680,30,6,1948,39.927099,-122.641667,1000,1100,NA
s_barbatus,2082341,10,7,2000,40.266944,-123.035278,200,1700,NA
s_barbatus,2070295,12,7,1995,40.247778,-122.896667,200,1610,NA
s_drepanoides,2070296,12,7,1995,40.247778,-122.896667,200,1610,NA
s_drepanoides,2153080,11,6,2000,40.034722,-122.655556,200,760,785
s_drepanoides,2082592,11,6,2000,40.010278,-122.658333,200,900,NA
s_drepanoides,3524742,31,5,1953,39.90822,-122.65617,1500,1000,1100
s_drepanoides,3451731,20,6,1953,39.90822,-122.65617,1500,1000,1100
s_drepanoides,C87028,20,6,1953,39.90822,-122.65617,1500,1000,1100
s_drepanoides,2054976,27,6,1988,39.897222,-122.643056,200,830,NA
s_drepanoides,2058594,21,5,1988,39.895,-122.636667,200,760,NA
s_drepanoides,2109071,22,6,1989,39.906944,-122.653056,200,1010,NA
s_drepanoides,2107550,2,5,1995,39.823889,-122.651944,200,565,NA
s_drepanoides,2058592,30,5,1984,39.8175,-122.653056,200,700,760
s_drepanoides,2044889,18,6,1980,39.816389,-122.659167,200,820,900
s_drepanoides,3567963,30,6,1948,39.926683,-122.646958,1000,731,1100
s_drepanoides,23072681,29,6,1948,39.802139,-122.715283,5000,700,1500
s_drepanoides,3512231,8,6,2001,39.89348,-122.63234,1000,792,NA
s_drepanoides,3409160,12,7,1951,40.03892,-122.66411,375,1066,NA
s_drepanoides,23072665,12,7,1951,40.038103,-122.667888,200,900,NA
s_drepanoides,3470619,29,6,1948,39.81724,-122.65296,1000,609,NA
s_drepanoides,3254966,30,5,1997,40.366943,-121.78389,500,850,950
s_drepanoides,3240829,5,7,1991,40.0141,-122.6486,275,762,NA
s_drepanoides,2105427,5,7,1991,40.016111,-122.648056,200,730,NA
s_drepanoides,3289524,18,6,1992,40.0095,-122.7019,805,1480,1580
s_drepanoides,3339048,1,6,1997,39.9675,-121.71694,800,907,1028
s_tortuosus,208422,26,6,1954,39.8151,-122.94585,450,1737,NA
s_drepanoides,3561430,11,7,1953,39.90477,-122.65325,2000,762,NA
s_drepanoides,2080800,27,4,1999,40.0725,-122.584444,200,270,300
s_drepanoides,3200251,16,4,1938,39.851,-122.6016,1300,287,NA
s_barbatus,C61144,30,6,1974,40.244645,-122.891947,200,1524,NA
s_barbatus,3287306,21,7,1949,40.247826,-122.89658,250,1613,NA
s_barbatus,23072454,21,7,1949,40.247778,-122.896667,200,1610,NA
s_barbatus,23072463,21,7,1949,40.247778,-122.896667,200,1610,NA
s_breweri,2888832,23,6,1993,40.078016,-122.697778,969,860,910
s_drepanoides,3539908,17,6,1972,40.247826,-122.89658,250,1613,NA
s_glandulosus,1368300,25,4,1986,39.8213143,-122.6532654,500,683,NA
s_drepanoides,1368855,25,4,1986,39.8213143,-122.6532654,500,683,NA
s_barbatus,1368801,17,6,1972,40.247826,-122.89658,250,1613,NA
s_tortuosus,1335671,1,7,2005,40.13136297,-121.7002618,5,1177,NA
s_drepanoides,3521722,4,7,1991,39.8982,-122.6411,150,853,NA
s_breweri,JEPS75806,20,6,1974,39.914111,-122.664513,100,944,NA
s_drepanoides,3329057,29,5,1997,39.884167,-122.63389,800,520,650
s_drepanoides,3210481,29,5,1997,39.884167,-122.63389,800,520,650
s_breweri,JEPS76648,18,6,1972,40.23776,-122.892134,1000,1158,1360
s_drepanoides,3389370,18,6,1992,40.055428,-122.76695,800,1550,1690
s_drepanoides,3368944,18,6,1992,40.055428,-122.76695,800,1550,1690
s_drepanoides,2084159,6,6,2000,39.864722,-122.599722,200,270,NA
s_drepanoides,2080568,20,5,1998,40.1475,-122.628056,200,340,NA
s_drepanoides,2083952,24,5,2000,39.856111,-122.651111,200,345,NA
s_drepanoides,3439865,18,5,1947,39.821341,-122.659865,5000,440,970
s_glandulosus,C87090,9,5,1953,39.879126,-122.626615,1000,305,500
s_drepanoides,C87025,20,5,1945,40.338488,-122.848153,5000,400,700
s_drepanoides,C87026,20,5,1945,40.338488,-122.848153,5000,400,700
s_barbatus,2135059,1,7,1981,40.271623,-123.043571,200,1524,NA
s_breweri,16571245,23,6,1993,40.0780158,-122.6977782,800,840,NA
s_barbatus,C61136,20,7,1949,41.262011,-122.695447,1000,1524,1600
s_barbatus,3270208,18,7,1949,40.37504,-123.21275,800,1200,NA
s_tortuosus,1809510,1,6,1966,40.78662,-123.05503,800,579,NA
s_barbatus,3300593,20,6,1986,40.45104,-123.162337,500,819,NA
s_barbatus,C61137,24,8,1936,41.143627,-122.676289,500,820,NA
s_tortuosus,1784927,23,6,1975,40.58857,-122.70031,800,1341,NA
s_breweri,13733975,13,6,1951,40.421631,-123.237816,2000,1100,NA
s_barbatus,3323871,15,7,1948,40.596158,-123.015447,500,1143,NA
s_breweri,C61263,18,5,1954,40.417531,-123.179167,50,1006,NA
s_barbatus,3548873,2,9,1958,41.282808,-122.673621,500,1950,NA
s_drepanoides,3458239,19,7,1949,40.294868,-123.097735,1000,1260,NA
s_breweri,2047264,22,6,1980,40.310278,-123.112222,200,1400,NA
s_barbatus,23072460,6,7,1948,41.152418,-122.667147,1000,850,NA
s_barbatus,3214077,6,7,1948,41.15928,-122.66515,500,860,NA
s_tortuosus,1817549,18,6,1973,41.1903,-122.7103,800,1814,NA
s_tortuosus,1781822,20,7,1974,40.3441,-123.5396,800,1799,NA
s_barbatus,3131954,13,6,2018,40.39664,-123.189026,300,1100,NA
s_drepanoides,3527268,15,6,1987,40.383335,-123.083336,1000,1250,NA
s_barbatus,12852269,20,6,1986,40.600511,-123.0051305,800,1190,1220
s_barbatus,3463927,12,8,1967,41.339954,-122.503746,2000,2133,NA
s_tortuosus,1788321,27,6,1977,40.0342174,-123.148506,800,1450,1540
s_barbatus,2069115,1,8,1994,41.336667,-122.523611,400,1990,NA
s_barbatus,2073881,17,7,1997,40.383063,-123.1994,800,1150,NA
s_tortuosus,1785465,29,6,1974,40.23177,-122.97276,800,1372,NA
s_barbatus,23072457,15,7,1948,40.596158,-123.015447,500,1143,NA
s_barbatus,23072462,15,7,1948,40.596158,-123.015447,500,1143,NA
s_barbatus,3273252,8,8,1938,41.324957,-122.555808,1500,1600,NA
s_barbatus,23072459,8,8,1938,41.325958,-122.550611,1000,1660,NA
s_barbatus,C61134,8,8,1938,41.325958,-122.550611,1000,1660,NA
s_barbatus,C61135,8,8,1938,41.325958,-122.550611,1000,1660,NA
s_barbatus,C61143,3,7,1973,40.370814,-123.147092,2000,1585,NA
s_drepanoides,3131959,12,6,2018,40.451882,-123.161668,300,800,NA
s_tortuosus,1801751,1,6,1975,40.744844,-123.064772,500,427,NA
s_drepanoides,3414615,28,7,1998,40.4702,-123.1722,805,792,NA
s_drepanoides,2076111,28,7,1998,40.4702,-123.1722,805,792,NA
s_barbatus,2076110,28,7,1998,40.3925,-123.095278,800,1280,NA
s_barbatus,3265723,28,7,1998,40.3975,-123.0952,805,1249,NA
s_barbatus,2152620,24,7,2017,40.356667,-123.212778,800,1440,NA
s_barbatus,2086830,8,7,2001,40.333056,-123.068889,800,1350,NA
s_barbatus,2086765,8,7,2001,40.328889,-123.134167,800,1600,NA
s_drepanoides,3429425,2,8,1988,40.252,-123.036,805,1400,NA
s_barbatus,2042633,2,7,1980,40.982778,-122.7275,800,800,900
s_barbatus,3246340,1,8,1978,41.316666,-122.58417,1000,2103,NA
s_tortuosus,1811571,2,7,1980,40.1380556,-123.130278,200,1737,NA
s_tortuosus,1799143,18,7,1979,40.0961944,-123.156806,200,1448,NA
s_breweri,C61264,15,6,1985,40.152995,-123.458959,100,1006,NA
s_barbatus,3368235,18,7,1949,40.770737,-123.132719,1000,400,500
s_barbatus,2042799,21,8,1980,40.361111,-123.235,800,1330,NA
s_barbatus,3373591,11,7,1983,41.156253,-122.667422,200,838,NA
s_barbatus,2042797,21,8,1980,40.382222,-123.165,800,1510,1570
s_barbatus,2042796,13,8,1980,40.318333,-123.113611,800,1400,NA
s_barbatus,3512286,30,6,1923,40.614851,-122.940984,5000,800,NA
s_barbatus,C571346,12,8,2017,41.32092,-122.5337,200,2104,NA
s_barbatus,1332138,15,7,1997,40.45025,-123.161688,3000,750,NA
s_breweri,C61257,13,6,1955,40.469748,-123.170253,400,762,NA
s_breweri,12852290,13,6,1951,40.421631,-123.237816,2000,1100,NA
s_breweri,21419421,13,6,1951,40.421631,-123.237816,2000,1100,NA
s_breweri,8743448,13,6,1951,40.421631,-123.237816,2000,1100,NA
s_breweri,C61262,13,6,1951,40.403677,-123.204316,300,1050,1150
s_tortuosus,1800491,19,5,1979,40.9361,-123.1571,800,900,NA
s_barbatus,3380570,8,7,1988,40.3248,-123.075,805,1200,1300
s_tortuosus,1780521,10,7,1973,40.3297,-123.541,800,1799,NA
s_barbatus,3372595,19,7,1949,40.359222,-123.22015,500,1219,NA
s_barbatus,23072456,19,7,1949,40.425193,-123.169239,5000,1000,NA
s_drepanoides,3374830,12,6,1992,40.3375,-123.149,805,1615,NA
s_barbatus,3270583,19,7,1949,40.365906,-123.19988,1622,1219,1400
s_drepanoides,3421443,20,7,1949,40.33168,-123.021946,2000,950,1030
s_tortuosus,1789528,19,6,1977,40.3581,-123.543,800,1524,NA
s_drepanoides,3320252,12,6,1992,40.3684,-123.0947,805,1127,NA
s_barbatus,C61139,29,7,1937,41.278357,-122.680082,2000,2000,NA
s_barbatus,C61142,18,7,2005,41.27113,-122.680541,500,1750,NA
s_barbatus,3181362,7,7,1996,41.296516,-122.722804,500,1402,NA
s_barbatus,3338324,7,7,1996,41.296516,-122.722804,500,1402,NA
s_breweri,2047326,10,6,1980,40.423611,-123.339444,800,1470,NA
s_breweri,C61260,20,6,1980,40.402114,-123.167502,200,1219,NA
s_breweri,C61261,19,6,1980,40.350112,-123.248679,230,1219,NA
s_breweri,2175864,19,6,1980,40.391019,-123.276651,300,884,NA
s_breweri,C61258,17,7,1955,40.464392,-123.172053,1000,762,NA
s_barbatus,1333744,17,8,2008,41.202739,-122.646144,200,914,NA
s_barbatus,1333833,17,8,2008,41.202739,-122.646144,200,914,NA
s_barbatus,1333834,17,8,2008,41.202739,-122.646144,200,914,NA
s_barbatus,1333743,17,8,2008,41.245042,-122.641572,200,1006,NA
s_tortuosus,1369133,12,5,1984,40.800623,-123.463931,800,400,NA
s_tortuosus,1369137,13,5,1984,40.74251,-123.0519,56,457,NA
s_tortuosus,1369143,19,5,1984,40.79329,-123.371774,1000,335,NA
s_tortuosus,1369138,13,5,1984,40.768134,-123.085744,56,443,NA
s_tortuosus,1369135,12,5,1984,40.783936,-123.423097,500,329,NA
s_barbatus,1368800,17,7,1986,41.08933,-122.708713,500,760,NA
s_barbatus,1399996,1,7,1973,40.565,-123.312778,818,1150,NA
s_barbatus,1401970,28,8,2010,41.235556,-122.653056,200,1109,NA
s_barbatus,1401971,28,8,2010,41.263889,-122.692222,200,1589,NA
s_tortuosus,1368968,24,6,1975,40.95731,-122.84582,500,1768,NA
s_tortuosus,1368969,29,6,1976,41.00251,-122.98053,500,1554,NA
s_barbatus,1368798,15,6,1980,41.306733,-122.569171,1000,1372,1600
s_barbatus,1402085,1,7,2010,40.364722,-123.086944,800,1251,NA
s_drepanoides,1402087,1,7,2010,40.372222,-123.082222,800,1129,NA
s_barbatus,1402088,1,7,2010,41.236667,-122.655278,800,1067,NA
s_barbatus,C61138,28,7,1937,41.152365,-122.670104,500,850,NA
s_barbatus,C61141,12,8,1971,41.02351,-122.685416,1000,730,850
s_tortuosus,1780188,14,6,1972,40.3595,-123.5435,800,1550,1580
c_coulteri,1893562,20,3,1966,36.570398,-119.226969,200,122,200
s_cordatus,23072628,3,7,1967,35.854095,-118.136004,500,1730,NA
s_diversifolius,UC857432,14,5,1933,36.225037,-118.81021,1000,762,NA
s_diversifolius,3823216,28,4,1962,36.215858,-118.754647,1000,960,NA
s_cordatus,23072629,5,7,1967,36.031637,-118.163748,500,2000,2060
s_cordatus,23072631,9,6,1986,35.841504,-118.054851,800,1800,NA
c_coulteri,C40972,2,6,1974,35.814025,-118.092474,1000,1524,NA
c_coulteri,C40976,13,5,1963,36.521891,-118.929559,2000,540,760
s_tortuosus,708876,30,6,1996,NA,NA,NA,NA,NA
c_coulteri,2262341,27,4,1979,36.151846,-118.7472,500,550,700
c_coulteri,2262344,3,4,1976,36.217136,-118.766967,1000,750,850
s_cordatus,23072638,29,7,1983,36.0239162,-118.1684283,800,2100,2170
s_diversifolius,UC1736556,27,5,1994,36.433887,-118.71667,1000,1554,NA
s_diversifolius,JEPS111363,27,5,1994,36.440277,-118.71667,1000,1554,NA
s_cordatus,1218304,2,6,2015,35.86646,-118.042571,200,2421,NA
c_coulteri,961339,14,4,2016,36.429536,-118.831128,2500,640,1311
c_coulteri,C40978,NA,4,1930,36.296061,-119.142052,5000,120,270
c_coulteri,C40979,NA,4,1930,36.296061,-119.142052,5000,120,270
c_coulteri,1024139,10,3,2008,36.104284,-118.823756,300,290,380
s_cordatus,704176,17,5,1986,36.079041,-118.124216,200,1920,NA
s_diversifolius,JEPS27106,19,4,1902,36.469776,-118.91665,5000,280,600
s_diversifolius,23072643,14,7,1963,36.469776,-118.91665,5000,280,600
c_coulteri,C40971,4,3,1928,36.203006,-119.08816,5000,110,410
s_tortuosus,251062,30,5,1973,36.138095,-118.477881,500,1615,NA
s_tortuosus,208417,26,8,1967,36.605,-118.725,1000,2000,2150
c_coulteri,993016,14,3,2016,36.445913,-118.84772,200,660,NA
c_coulteri,689396,23,3,2008,36.165758,-118.782019,1500,400,800
s_diversifolius,3315362,31,5,1987,36.44701,-118.708158,500,1670,NA
s_diversifolius,JEPS83660,31,5,1987,36.44701,-118.708158,500,1670,NA
s_diversifolius,23072657,1,6,1968,36.447,-118.708618,500,1670,NA
c_coulteri,C38371,3,4,1917,35.968565,-119.291779,5000,75,NA
s_tortuosus,778632,26,6,2014,36.72782,-118.81686,2000,2374,NA
s_tortuosus,208324,17,6,1988,36.418354,-118.604942,1000,3048,3353
s_tortuosus,610356,8,6,1974,36.12,-118.52,1000,2377,NA
s_tortuosus,610362,29,5,1961,36.001145,-118.570734,5000,1760,1900
s_diversifolius,C87013,1,6,1968,36.447054,-118.708521,500,1676,NA
s_diversifolius,C87015,19,7,1969,36.447054,-118.708521,500,1676,NA
s_diversifolius,C87016,19,7,1969,36.447054,-118.708521,500,1676,NA
s_cordatus,1130778,18,6,1994,36.033931,-118.193182,500,2230,NA
s_cordatus,921670,2,6,2015,35.85879,-118.0341,200,2050,NA
s_tortuosus,1369257,12,7,1966,36.44167,-118.56333,3000,3048,NA
s_diversifolius,1368851,8,5,1976,36.20566,-118.761324,1000,549,720
c_coulteri,1367101,8,5,1976,36.20566,-118.761324,1000,549,720
s_tortuosus,305366,12,7,1969,36.723625,-118.810783,1450,2200,NA
s_tortuosus,218425,15,6,1985,36.6647,-118.833,1000,1960,NA
c_coulteri,C479690,15,4,1981,35.80694444,-118.8361111,200,427,NA
s_polygaloides,1832870,23,6,2006,37.87048,-120.432175,2000,330,410
s_polygaloides,3152190,24,6,1936,37.857282,-120.458974,900,396,NA
s_polygaloides,3160706,3,6,1937,37.8788,-120.50667,2000,310,350
s_polygaloides,3162932,3,6,1937,37.8788,-120.50667,2000,310,350
s_polygaloides,3147376,23,5,1969,37.834427,-120.432887,2000,270,350
s_polygaloides,208412,16,6,1967,37.834427,-120.432887,2000,270,350
s_polygaloides,208413,23,5,1969,37.834427,-120.432887,2000,270,350
s_polygaloides,1809554,3,6,1937,37.8788,-120.50667,2000,310,350
s_polygaloides,C87473,23,5,1969,37.834427,-120.432887,2000,270,350
s_polygaloides,375764,23,5,1965,37.825745,-120.337483,1000,213,NA
s_polygaloides,3163739,16,5,1974,37.840973,-120.443436,1000,305,NA
s_diversifolius,23072649,22,5,1960,37.888669,-119.846233,200,1438,NA
s_diversifolius,C87017,22,5,1960,37.888669,-119.846233,200,1438,NA
s_polygaloides,C87476,18,5,1919,37.964817,-120.463015,1000,411,500
s_polygaloides,3150682,18,5,1919,37.964817,-120.463015,1000,411,500
s_polygaloides,3153481,18,5,1919,37.964817,-120.463015,1000,411,500
s_polygaloides,2145284,27,6,2010,37.859517,-120.47558,200,380,NA
s_polygaloides,IDS0028216,6,6,1972,37.838238,-120.471022,500,370,NA
s_tortuosus,305369,25,6,1973,37.930803,-119.464722,500,2050,1850
s_polygaloides,808289,23,6,1995,37.7702778,-120.2591667,1000,518,NA
s_diversifolius,3304399,16,6,1917,37.943592,-119.782273,1191,1432,NA
s_polygaloides,3149910,23,6,1995,37.7702778,-120.2591667,1000,518,NA
s_diversifolius,C87022,8,5,1926,37.945478,-119.790408,500,1006,NA
s_tortuosus,305363,29,7,1963,37.901907,-119.410635,500,2500,2600
s_diversifolius,3273239,9,7,1922,37.88222,-119.85472,1000,1432,NA
s_diversifolius,C87019,26,5,1962,37.888669,-119.846233,500,1300,1450
s_diversifolius,C87020,21,5,1960,37.888669,-119.846233,500,1300,1450
s_polygaloides,3153914,21,6,1967,37.96306,-120.43057,1000,440,NA
s_polygaloides,3148324,4,10,1948,37.79154,-120.27815,1783,350,NA
s_tortuosus,470109,4,7,1958,38.0284,-120.24459,100,1060,NA
s_polygaloides,2150231,16,5,2012,37.842006,-120.352127,200,250,340
s_polygaloides,2150232,16,5,2012,37.842006,-120.352127,200,250,340
s_polygaloides,C87479,31,5,1988,37.76777778,-120.2605556,200,549,NA
s_polygaloides,293288,31,5,1988,37.76777778,-120.2605556,200,549,NA
s_polygaloides,470177,31,5,1988,37.76777778,-120.2605556,200,549,NA
s_diversifolius,C87021,2,6,1946,37.888669,-119.846233,200,1438,NA
s_tortuosus,1310872,26,7,1970,38.39993,-119.98761,5000,1829,NA
s_polygaloides,C87470,3,6,1937,37.8788,-120.50667,2000,310,350
s_tortuosus,1401928,2,7,2010,38.325278,-119.689167,200,2672,NA
s_tortuosus,1369132,6,5,1984,37.769253,-120.260432,1000,488,NA
s_polygaloides,1335672,22,6,2005,37.75667294,-120.2524596,200,631,NA
s_polygaloides,1368958,3,4,1991,37.904371,-120.41325,1000,400,NA
s_polygaloides,1368960,18,6,1948,37.87048,-120.432175,2000,330,410
s_tortuosus,1354244,23,7,2008,37.841944,-119.661111,200,2526,NA
c_heterophyllus,1936579,14,3,1973,NA,NA,NA,NA,NA
c_heterophyllus,1936597,20,4,1980,NA,NA,NA,NA,NA
c_heterophyllus,1936589,17,3,1979,NA,NA,NA,NA,NA
c_heterophyllus,1936601,10,4,1982,31.35,-116.20417,200,130,NA
c_heterophyllus,1936558,15,4,1963,28.13333,-115.21667,200,1000,NA
c_heterophyllus,1936598,13,4,1980,31.84167,-116.26667,200,750,NA
c_heterophyllus,1936583,1,5,1976,31.88333,-116.36667,200,725,NA
c_heterophyllus,1936557,11,3,1961,32.08333,-116.5,200,571,NA
c_heterophyllus,1936616,25,3,1998,31.92278,-116.1475,200,900,NA
c_coulteri,C40985,7,4,1973,34.740144,-119.402475,200,1000,NA
c_coulteri,C40986,18,4,1962,34.662698,-119.371169,500,1350,NA
c_amplexicaulis,303034,12,5,1962,34.677744,-119.117231,500,1670,NA
c_amplexicaulis,23070086,12,5,1962,34.677744,-119.117231,500,1670,NA
c_coulteri,303054,7,5,1978,34.773774,-119.424262,2000,970,990
c_coulteri,172737,24,4,1992,34.755275,-119.414366,1000,1097,NA
c_anceps,3267528,6,6,1994,34.704918,-119.124688,500,1720,NA
c_anceps,C541448,24,4,2003,34.88193,-119.42781,500,1030,NA
c_coulteri,172734,27,4,2000,34.687738,-119.357015,1000,1050,1150
c_coulteri,1458882,7,6,1971,34.6138632,-119.3173128,800,1540,1540
c_coulteri,303061,19,4,1962,34.727205,-119.222424,500,1433,1490
c_anceps,303041,19,4,1962,34.727205,-119.222424,500,1433,1490
c_anceps,C38174,19,4,1962,34.727205,-119.222424,500,1433,1490
c_coulteri,C40984,19,4,1962,34.727205,-119.222424,500,1433,1490
c_anceps,1474225,25,4,1992,34.736611,-119.398923,500,1000,1080
c_heterophyllus,305355,7,5,1978,34.678311,-119.358894,500,1110,NA
c_amplexicaulis,303033,7,5,1978,34.698471,-119.31682,500,1160,NA
c_anceps,23361979,25,4,1992,34.738886,-119.400683,500,1020,NA
c_anceps,303042,23,5,1960,34.711037,-119.117755,1000,1620,1650
c_coulteri,WWB009931,14,3,1935,34.933859,-119.629997,10000,950,NA
c_coulteri,303055,31,3,1957,34.83793,-119.37832,500,1080,NA
c_amplexicaulis,C38131,12,5,1962,34.678012,-119.116314,500,1646,NA
