id,clim_year,clim_month,clim_date,cwd,pck,ppt_mm,tmin,tmax
STTO-BH,1916,7,191607,197.9000029,0,0.100000001,14.98999966,33.95999924
STTO-TM2,1916,7,191607,184.6000028,0,13.80000021,15.39999966,33.36999925
CAAM,1916,8,191608,158.5000024,0,0.100000001,13.10999971,31.1299993
CAAN2,1916,8,191608,163.4000024,0,5.600000083,10.94999976,32.68999927
CAAN1,1916,8,191608,172.2000026,0,2.70000004,11.63999974,33.94999924
CACO2,1916,8,191608,155.1000023,0,13.2000002,14.06999969,28.94999935
CACO3,1916,8,191608,173.8000026,0,2.800000042,16.01999964,31.1699993
CACO1,1916,8,191608,161.2000024,0,3.300000049,15.10999966,29.07999935
CAIN2,1916,8,191608,178.3000027,0,2.200000033,16.69999963,34.02999924
CAIN3,1916,8,191608,165.5000025,0,4.800000072,11.43999974,31.80999929
CAIN4,1916,8,191608,174.5000026,0,3.200000048,16.08999964,31.94999929
STBR3,1916,8,191608,158.9000024,0,11.40000017,13.96999969,31.4999993
STBR1,1916,8,191608,168.9000025,0,1.900000028,14.80999967,34.38999923
STBR2,1916,8,191608,161.1000024,0,7.900000118,14.50999968,31.88999929
STDI,1916,8,191608,165.1000025,0,5.500000082,14.80999967,31.2199993
STDR2,1916,8,191608,173.8000026,0,0.70000001,16.26999964,33.05999926
STGL3,1916,8,191608,161.1000024,0,7.900000118,14.50999968,31.88999929
STGL2,1916,8,191608,148.7000022,0,4.500000067,12.52999972,24.90999944
STGL1,1916,8,191608,149.9000022,0,9.600000143,14.68999967,29.19999935
STIN,1916,8,191608,160.0000024,0,3.000000045,9.369999791,30.82999931
STPO3,1916,8,191608,171.8000026,0,1.000000015,14.83999967,30.32999932
STPO2,1916,8,191608,149.1000022,0,3.000000045,11.53999974,29.03999935
STPO1,1916,8,191608,162.8000024,0,1.400000021,13.90999969,30.90999931
STTO-SC,1916,8,191608,167.6000025,0,2.600000039,14.53999968,30.81999931
STTO-IH,1916,8,191608,160.5000024,0,0.70000001,13.5999997,31.64999929
STTO-BH,1916,8,191608,166.2000025,0,6.400000095,14.32999968,32.90999926
STTO-TM2,1916,8,191608,173.6000026,0,0.200000003,15.56999965,32.39999928
CAAM,1916,9,191609,97.80000146,0,22.30000033,11.51999974,28.74999936
CAAN2,1916,9,191609,110.8000017,0,20.0000003,8.919999801,30.38999932
CAAN1,1916,9,191609,114.9000017,0,18.70000028,9.679999784,30.28999932
CACO2,1916,9,191609,123.3000018,0,10.50000016,12.06999973,26.11999942
CACO3,1916,9,191609,132.600002,0,7.700000115,13.5099997,28.95999935
CACO1,1916,9,191609,113.5000017,0,15.30000023,13.13999971,27.13999939
CAIN2,1916,9,191609,140.4000021,0,1.200000018,13.3999997,30.50999932
CAIN3,1916,9,191609,112.6000017,0,18.60000028,9.349999791,28.97999935
CAIN4,1916,9,191609,118.5000018,0,19.20000029,13.83999969,28.33999937
STBR3,1916,9,191609,119.6000018,0,7.700000115,12.62999972,28.65999936
STBR1,1916,9,191609,121.3000018,0,5.900000088,12.54999972,30.79999931
STBR2,1916,9,191609,116.2000017,0,10.10000015,12.03999973,28.77999936
STDI,1916,9,191609,125.3000019,0,11.60000017,12.60999972,28.40999936
STDR2,1916,9,191609,120.2000018,0,9.900000148,14.21999968,29.96999933
STGL3,1916,9,191609,116.2000017,0,10.10000015,12.03999973,28.77999936
STGL2,1916,9,191609,103.8000015,0,18.40000027,12.91999971,24.94999944
STGL1,1916,9,191609,115.9000017,0,7.300000109,12.74999972,26.9599994
STIN,1916,9,191609,114.5000017,0,12.70000019,9.39999979,28.28999937
STPO3,1916,9,191609,120.1000018,0,8.500000127,12.66999972,27.94999938
STPO2,1916,9,191609,82.40000123,0,27.30000041,7.639999829,26.37999941
STPO1,1916,9,191609,108.7000016,0,13.4000002,11.42999974,28.06999937
STTO-SC,1916,9,191609,116.0000017,0,10.80000016,12.59999972,28.36999937
STTO-IH,1916,9,191609,100.9000015,0,19.8000003,11.75999974,29.45999934
STTO-BH,1916,9,191609,121.8000018,0,8.900000133,12.27999973,30.19999932
STTO-TM2,1916,9,191609,116.0000017,0,12.30000018,13.2399997,29.11999935
CAAM,1916,10,191610,0,0,127.8000019,6.089999864,18.14999959
CAAN2,1916,10,191610,50.40000075,0,38.70000058,3.319999926,22.09999951
CAAN1,1916,10,191610,43.80000065,0,45.30000068,3.289999926,21.12999953
CACO2,1916,10,191610,39.90000059,0,50.60000075,5.439999878,15.95999964
CACO3,1916,10,191610,39.80000059,0,55.20000082,6.68999985,17.8399996
CACO1,1916,10,191610,51.70000077,0,35.70000053,6.869999846,16.67999963
CAIN2,1916,10,191610,82.60000123,0,16.30000024,6.71999985,20.70999954
CAIN3,1916,10,191610,50.50000075,0,40.1000006,3.809999915,21.21999953
CAIN4,1916,10,191610,52.90000079,0,42.40000063,8.06999982,19.47999956
STBR3,1916,10,191610,57.90000086,0,19.70000029,8.339999814,20.17999955
STBR1,1916,10,191610,48.60000072,0,27.90000042,7.61999983,21.84999951
STBR2,1916,10,191610,55.20000082,0,22.30000033,7.379999835,20.74999954
STDI,1916,10,191610,21.50000032,0,70.90000106,6.069999864,18.51999959
STDR2,1916,10,191610,10.90000016,0,66.50000099,8.879999802,20.93999953
STGL3,1916,10,191610,55.20000082,0,22.30000033,7.379999835,20.74999954
STGL2,1916,10,191610,55.50000083,0,24.30000036,9.719999783,18.0699996
STGL1,1916,10,191610,47.70000071,0,29.40000044,7.649999829,19.77999956
STIN,1916,10,191610,50.90000076,0,28.80000043,3.259999927,18.91999958
STPO3,1916,10,191610,22.10000033,0,56.60000084,6.999999844,20.61999954
STPO2,1916,10,191610,0,0,90.00000134,2.139999952,17.39999961
STPO1,1916,10,191610,0,0,99.00000148,5.979999866,19.05999957
STTO-SC,1916,10,191610,11.50000017,0,66.10000098,7.429999834,19.94999955
STTO-IH,1916,10,191610,13.6000002,0,59.20000088,5.699999873,22.08999951
STTO-BH,1916,10,191610,17.80000027,0,64.90000097,6.459999856,20.29999955
STTO-TM2,1916,10,191610,13.90000021,0,61.70000092,7.669999829,20.43999954
CAAM,1916,11,191611,13.1000002,0,7.900000118,3.879999913,16.78999962
CAAN2,1916,11,191611,39.20000058,0,3.300000049,-0.099999998,16.35999963
CAAN1,1916,11,191611,37.40000056,0,3.900000058,-1.389999969,17.62999961
CACO2,1916,11,191611,29.00000043,0,23.00000034,1.729999961,13.99999969
CACO3,1916,11,191611,36.30000054,0,19.8000003,2.369999947,15.62999965
CACO1,1916,11,191611,48.30000072,0,4.400000066,2.739999939,14.72999967
CAIN2,1916,11,191611,61.90000092,0,0,2.919999935,18.0599996
CAIN3,1916,11,191611,42.80000064,0,3.300000049,0.609999986,16.74999963
CAIN4,1916,11,191611,54.80000082,0,4.00000006,3.769999916,16.10999964
STBR3,1916,11,191611,0,0,38.80000058,4.099999908,16.28999964
STBR1,1916,11,191611,5.800000086,0,28.20000042,1.849999959,16.82999962
STBR2,1916,11,191611,0,0,48.00000072,3.419999924,14.83999967
STDI,1916,11,191611,14.20000021,0,37.60000056,1.569999965,15.75999965
STDR2,1916,11,191611,0,0,99.10000148,4.03999991,15.18999966
STGL3,1916,11,191611,0,0,48.00000072,3.419999924,14.83999967
STGL2,1916,11,191611,18.30000027,0,25.30000038,5.629999874,15.69999965
STGL1,1916,11,191611,0,0,166.8000025,1.689999962,13.68999969
STIN,1916,11,191611,25.40000038,0,14.90000022,0.029999999,18.0699996
STPO3,1916,11,191611,0,0,45.30000068,1.78999996,15.00999966
STPO2,1916,11,191611,0,0,147.2000022,-1.709999962,12.91999971
STPO1,1916,11,191611,0,0,159.1000024,1.33999997,15.59999965
STTO-SC,1916,11,191611,0,0,53.5000008,2.68999994,15.44999965
STTO-IH,1916,11,191611,0,0,104.1000016,2.21999995,17.20999962
STTO-BH,1916,11,191611,8.200000122,0,35.10000052,1.699999962,17.29999961
STTO-TM2,1916,11,191611,0,0,107.6000016,2.599999942,16.44999963
CAAM,1916,12,191612,0,0,119.0000018,0.699999984,11.13999975
CAAN2,1916,12,191612,0,0,66.00000098,-1.78999996,11.76999974
CAAN1,1916,12,191612,0,0,48.70000073,-2.319999948,15.09999966
CACO2,1916,12,191612,0,0,125.4000019,-1.449999968,7.949999822
CACO3,1916,12,191612,0,0,92.50000138,-0.349999992,9.889999779
CACO1,1916,12,191612,0,0,118.6000018,0.529999988,8.299999814
CAIN2,1916,12,191612,22.90000034,0,17.90000027,0.02,12.28999973
CAIN3,1916,12,191612,0,0,51.90000077,-0.749999983,13.2299997
CAIN4,1916,12,191612,0,0,65.90000098,1.76999996,12.02999973
STBR3,1916,12,191612,0,0,169.4000025,2.529999943,11.78999974
STBR1,1916,12,191612,0,0,105.4000016,0.779999983,11.91999973
STBR2,1916,12,191612,0,0,165.4000025,1.919999957,10.76999976
STDI,1916,12,191612,0,0,164.8000025,-0.959999979,10.03999978
STDR2,1916,12,191612,0,0,208.4000031,2.409999946,10.55999976
STGL3,1916,12,191612,0,0,165.4000025,1.919999957,10.76999976
STGL2,1916,12,191612,0,0,170.7000025,3.829999914,11.35999975
STGL1,1916,12,191612,0,0,259.3000039,1.449999968,9.509999787
STIN,1916,12,191612,0,0,107.5000016,-1.989999956,14.42999968
STPO3,1916,12,191612,0,0,187.9000028,1.009999977,11.09999975
STPO2,1916,12,191612,0,200.300003,401.500006,-3.609999919,7.839999825
STPO1,1916,12,191612,0,0,305.8000046,0.049999999,10.38999977
STTO-SC,1916,12,191612,0,0,174.7000026,1.269999972,10.79999976
STTO-IH,1916,12,191612,0,0,246.5000037,0.619999986,11.29999975
STTO-BH,1916,12,191612,0,0,134.400002,-0.099999998,12.57999972
STTO-TM2,1916,12,191612,0,0,221.6000033,1.139999975,11.31999975
CAAM,1917,1,191701,0,0,90.80000135,0.859999981,8.879999802
CAAN2,1917,1,191701,0,0,56.70000084,-2.69999994,10.31999977
CAAN1,1917,1,191701,0,0,44.30000066,-0.259999994,13.4499997
CACO2,1917,1,191701,0,8.200000122,64.70000096,-2.739999939,5.81999987
CACO3,1917,1,191701,0,0,63.80000095,-0.809999982,8.48999981
CACO1,1917,1,191701,0,0,91.10000136,0.849999981,6.989999844
CAIN2,1917,1,191701,0,0,59.20000088,1.80999996,10.87999976
CAIN3,1917,1,191701,0,0,50.90000076,-0.929999979,11.73999974
CAIN4,1917,1,191701,0,0,48.00000072,0.90999998,10.57999976
STBR3,1917,1,191701,0,0,51.10000076,3.189999929,8.9499998
STBR1,1917,1,191701,0,0,49.20000073,1.119999975,8.009999821
STBR2,1917,1,191701,0,0,68.80000103,1.509999966,6.859999847
STDI,1917,1,191701,0,0,43.10000064,-0.649999985,7.259999838
STDR2,1917,1,191701,0,0,99.30000148,2.519999944,7.119999841
STGL3,1917,1,191701,0,0,68.80000103,1.509999966,6.859999847
STGL2,1917,1,191701,0,0,42.10000063,5.229999883,9.759999782
STGL1,1917,1,191701,0,0,129.8000019,0.359999992,3.949999912
STIN,1917,1,191701,0,0,34.60000052,-0.109999998,11.11999975
STPO3,1917,1,191701,0,0,65.70000098,1.189999973,7.59999983
STPO2,1917,1,191701,0,269.600004,124.4000019,-3.329999926,3.56999992
STPO1,1917,1,191701,0,0,117.4000017,-0.409999991,5.119999886
STTO-SC,1917,1,191701,0,0,59.30000088,1.31999997,7.429999834
STTO-IH,1917,1,191701,0,0,87.2000013,-0.569999987,6.349999858
STTO-BH,1917,1,191701,0,0,46.50000069,0.739999983,9.279999793
STTO-TM2,1917,1,191701,0,0,107.0000016,1.469999967,8.179999817
CAAM,1917,2,191702,0,0,163.4000024,4.079999909,16.48999963
CAAN2,1917,2,191702,0,0,6.600000098,0.949999979,16.40999963
CAAN1,1917,2,191702,11.70000017,0,13.00000019,2.419999946,17.8399996
CACO2,1917,2,191702,0,0,117.6000018,1.709999962,14.98999966
CACO3,1917,2,191702,0,0,63.20000094,3.459999923,16.08999964
CACO1,1917,2,191702,0,0,80.8000012,4.03999991,14.01999969
CAIN2,1917,2,191702,45.50000068,0,0,3.489999922,16.79999962
CAIN3,1917,2,191702,12.00000018,0,5.40000008,1.989999956,17.10999962
CAIN4,1917,2,191702,0,0,34.40000051,3.679999918,16.61999963
STBR3,1917,2,191702,0,0,171.8000026,6.639999852,15.89999964
STBR1,1917,2,191702,0,0,109.5000016,5.269999882,16.59999963
STBR2,1917,2,191702,0,0,188.1000028,4.729999894,14.60999967
STDI,1917,2,191702,0,0,243.1000036,2.149999952,15.04999966
STDR2,1917,2,191702,0,0,270.900004,7.329999836,15.95999964
STGL3,1917,2,191702,0,0,188.1000028,4.729999894,14.60999967
STGL2,1917,2,191702,0,0,149.9000022,7.339999836,16.16999964
STGL1,1917,2,191702,0,0,452.2000067,3.079999931,11.54999974
STIN,1917,2,191702,0,0,87.2000013,3.979999911,17.9899996
STPO3,1917,2,191702,0,0,234.7000035,5.319999881,15.87999965
STPO2,1917,2,191702,0,394.4000059,444.1000066,1.619999964,11.92999973
STPO1,1917,2,191702,0,0,423.1000063,4.139999907,14.06999969
STTO-SC,1917,2,191702,0,0,225.3000034,5.81999987,15.94999964
STTO-IH,1917,2,191702,0,0,307.3000046,4.689999895,16.68999963
STTO-BH,1917,2,191702,0,0,195.5000029,4.849999892,16.77999962
STTO-TM2,1917,2,191702,0,0,278.4000041,5.139999885,16.35999963
CAAM,1917,3,191703,18.90000028,0,22.50000034,5.229999883,19.36999957
CAAN2,1917,3,191703,17.00000025,0,7.40000011,1.399999969,17.61999961
CAAN1,1917,3,191703,56.70000084,0,6.800000101,2.849999936,18.95999958
CACO2,1917,3,191703,0,0,31.50000047,3.11999993,16.45999963
CACO3,1917,3,191703,0,0,28.40000042,4.419999901,17.48999961
CACO1,1917,3,191703,0,0,9.300000139,4.299999904,16.31999964
CAIN2,1917,3,191703,81.60000122,0,0.200000003,6.339999858,20.40999954
CAIN3,1917,3,191703,58.40000087,0,5.200000077,2.809999937,18.22999959
CAIN4,1917,3,191703,54.50000081,0,8.900000133,4.689999895,18.11999959
STBR3,1917,3,191703,8.500000127,0,29.60000044,5.999999866,18.29999959
STBR1,1917,3,191703,0,0,18.30000027,5.609999875,19.96999955
STBR2,1917,3,191703,0,0,32.50000048,4.4799999,17.00999962
STDI,1917,3,191703,0,0,53.20000079,3.329999926,16.06999964
STDR2,1917,3,191703,0,0,76.60000114,7.399999835,19.29999957
STGL3,1917,3,191703,0,0,32.50000048,4.4799999,17.00999962
STGL2,1917,3,191703,0,0,32.70000049,6.859999847,16.62999963
STGL1,1917,3,191703,0,0,75.10000112,3.469999922,14.48999968
STIN,1917,3,191703,0,0,22.80000034,3.719999917,19.04999957
STPO3,1917,3,191703,0,0,62.00000092,6.059999865,17.48999961
STPO2,1917,3,191703,0,290.2000043,119.2000018,1.279999971,15.15999966
STPO1,1917,3,191703,0,0,88.10000131,4.629999897,17.10999962
STTO-SC,1917,3,191703,0,0,56.30000084,6.109999863,17.9899996
STTO-IH,1917,3,191703,0,0,83.50000124,5.169999884,18.93999958
STTO-BH,1917,3,191703,0,0,42.60000063,5.509999877,19.42999957
STTO-TM2,1917,3,191703,0,0,86.20000128,6.309999859,19.09999957
CAAM,1917,4,191704,76.30000114,0,40.5000006,4.159999907,19.07999957
CAAN2,1917,4,191704,93.7000014,0,18.80000028,1.639999963,21.61999952
CAAN1,1917,4,191704,102.8000015,0,10.80000016,1.909999957,21.12999953
CACO2,1917,4,191704,70.00000104,0,12.10000018,2.489999944,16.04999964
CACO3,1917,4,191704,97.00000145,0,12.70000019,4.159999907,19.22999957
CACO1,1917,4,191704,0,0,14.70000022,3.509999922,16.80999962
CAIN2,1917,4,191704,136.600002,0,0,5.759999871,22.11999951
CAIN3,1917,4,191704,108.2000016,0,16.80000025,3.479999922,20.95999953
CAIN4,1917,4,191704,111.9000017,0,12.80000019,4.979999889,19.11999957
STBR3,1917,4,191704,81.00000121,0,30.60000046,6.109999863,19.76999956
STBR1,1917,4,191704,84.90000127,0,19.60000029,6.339999858,21.32999952
STBR2,1917,4,191704,2.400000036,0,38.20000057,5.649999874,17.55999961
STDI,1917,4,191704,63.50000095,0,24.20000036,2.729999939,17.34999961
STDR2,1917,4,191704,0,0,108.6000016,7.949999822,19.47999956
STGL3,1917,4,191704,2.400000036,0,38.20000057,5.649999874,17.55999961
STGL2,1917,4,191704,30.30000045,0,33.8000005,5.999999866,16.55999963
STGL1,1917,4,191704,0,0,110.8000017,3.719999917,14.28999968
STIN,1917,4,191704,93.9000014,0,8.500000127,1.80999996,19.44999957
STPO3,1917,4,191704,0,0,58.90000088,5.789999871,17.9499996
STPO2,1917,4,191704,0,0,136.700002,1.569999965,14.82999967
STPO1,1917,4,191704,0,0,170.6000025,4.799999893,16.77999962
STTO-SC,1917,4,191704,0,0,47.80000071,5.279999882,18.12999959
STTO-IH,1917,4,191704,0,0,94.0000014,5.599999875,18.52999959
STTO-BH,1917,4,191704,45.40000068,0,18.20000027,4.159999907,19.05999957
STTO-TM2,1917,4,191704,0,0,126.4000019,6.869999846,18.75999958
CAAM,1917,5,191705,120.8000018,0,18.10000027,6.26999986,19.93999955
CAAN2,1917,5,191705,129.9000019,0,17.70000026,2.779999938,23.45999948
CAAN1,1917,5,191705,147.4000022,0,6.7000001,3.999999911,22.85999949
CACO2,1917,5,191705,130.5000019,0,15.80000024,4.969999889,17.8399996
CACO3,1917,5,191705,140.5000021,0,13.5000002,6.319999859,19.74999956
CACO1,1917,5,191705,85.70000128,0,11.80000018,5.939999867,18.46999959
CAIN2,1917,5,191705,165.3000025,0,2.200000033,8.379999813,24.11999946
CAIN3,1917,5,191705,144.4000022,0,10.70000016,4.619999897,22.66999949
CAIN4,1917,5,191705,148.0000022,0,7.000000104,6.499999855,20.80999953
STBR3,1917,5,191705,144.3000022,0,8.100000121,7.499999832,22.01999951
STBR1,1917,5,191705,148.8000022,0,5.100000076,8.419999812,24.27999946
STBR2,1917,5,191705,144.8000022,0,6.200000092,7.819999825,20.96999953
STDI,1917,5,191705,124.2000019,0,22.70000034,5.269999882,19.30999957
STDR2,1917,5,191705,48.40000072,0,42.40000063,9.269999793,23.36999948
STGL3,1917,5,191705,144.8000022,0,6.200000092,7.819999825,20.96999953
STGL2,1917,5,191705,133.100002,0,5.600000083,6.949999845,16.85999962
STGL1,1917,5,191705,108.7000016,0,9.500000142,6.009999866,17.47999961
STIN,1917,5,191705,129.0000019,0,8.100000121,2.449999945,21.41999952
STPO3,1917,5,191705,0,0,9.900000148,6.759999849,21.15999953
STPO2,1917,5,191705,54.0000008,0,30.50000045,3.049999932,17.42999961
STPO1,1917,5,191705,0,0,70.50000105,6.619999852,20.04999955
STTO-SC,1917,5,191705,0,0,11.80000018,5.869999869,20.46999954
STTO-IH,1917,5,191705,21.00000031,0,24.70000037,7.059999842,20.89999953
STTO-BH,1917,5,191705,135.200002,0,15.80000024,5.729999872,21.06999953
STTO-TM2,1917,5,191705,44.80000067,0,39.50000059,8.609999808,22.4899995
CAAM,1917,6,191706,169.4000025,0,0,12.62999972,32.09999928
CAAN2,1917,6,191706,184.4000027,0,0,8.409999812,32.95999926
CAAN1,1917,6,191706,186.0000028,0,0,9.589999786,33.17999926
CACO2,1917,6,191706,182.7000027,0,0,11.96999973,28.30999937
CACO3,1917,6,191706,188.8000028,0,1.900000028,13.6399997,30.56999932
CACO1,1917,6,191706,177.3000026,0,0,12.44999972,29.51999934
CAIN2,1917,6,191706,199.600003,0,0,15.69999965,34.86999922
CAIN3,1917,6,191706,185.6000028,0,0,10.06999977,31.79999929
CAIN4,1917,6,191706,188.4000028,0,0,12.62999972,31.00999931
STBR3,1917,6,191706,179.4000027,0,0,10.94999976,31.3599993
STBR1,1917,6,191706,180.1000027,0,0,12.39999972,33.66999925
STBR2,1917,6,191706,178.9000027,0,0,11.75999974,30.21999932
STDI,1917,6,191706,183.2000027,0,0,13.5099997,30.13999933
STDR2,1917,6,191706,181.3000027,0,1.000000015,14.11999968,32.68999927
STGL3,1917,6,191706,178.9000027,0,0,11.75999974,30.21999932
STGL2,1917,6,191706,166.3000025,0,0,11.44999974,25.55999943
STGL1,1917,6,191706,166.4000025,0,0,10.61999976,26.6499994
STIN,1917,6,191706,177.4000026,0,0,8.299999814,31.54999929
STPO3,1917,6,191706,185.3000028,0,0,12.47999972,32.50999927
STPO2,1917,6,191706,162.2000024,0,1.200000018,8.409999812,27.51999938
STPO1,1917,6,191706,162.5000024,0,3.000000045,11.14999975,29.82999933
STTO-SC,1917,6,191706,52.60000078,0,0,12.28999973,31.88999929
STTO-IH,1917,6,191706,174.0000026,0,0,13.2899997,31.3599993
STTO-BH,1917,6,191706,187.0000028,0,0,12.68999972,32.50999927
STTO-TM2,1917,6,191706,182.1000027,0,0,13.3099997,31.87999929
CAAM,1917,7,191707,182.9000027,0,1.800000027,16.53999963,34.05999924
CAAN2,1917,7,191707,194.3000029,0,2.300000034,13.16999971,36.72999918
CAAN1,1917,7,191707,201.500003,0,1.200000018,14.13999968,37.83999915
CACO2,1917,7,191707,193.2000029,0,0.900000013,16.55999963,33.01999926
CACO3,1917,7,191707,203.200003,0,0.100000001,18.56999958,35.46999921
CACO1,1917,7,191707,189.1000028,0,1.900000028,17.8999996,33.15999926
CAIN2,1917,7,191707,210.5000031,0,0,21.50999952,38.23999915
CAIN3,1917,7,191707,197.3000029,0,2.200000033,14.67999967,36.22999919
CAIN4,1917,7,191707,201.400003,0,2.200000033,17.52999961,35.8999992
STBR3,1917,7,191707,200.000003,0,0.100000001,15.44999965,34.79999922
STBR1,1917,7,191707,201.200003,0,0.200000003,16.71999963,38.26999914
STBR2,1917,7,191707,198.600003,0,1.000000015,16.29999964,35.9899992
STDI,1917,7,191707,196.5000029,0,1.400000021,18.80999958,35.11999922
STDR2,1917,7,191707,205.5000031,0,0.100000001,17.7799996,37.27999917
STGL3,1917,7,191707,198.600003,0,1.000000015,16.29999964,35.9899992
STGL2,1917,7,191707,183.3000027,0,0,14.72999967,29.31999934
STGL1,1917,7,191707,185.9000028,0,0.200000003,16.73999963,32.41999928
STIN,1917,7,191707,195.4000029,0,0.70000001,12.78999971,36.20999919
STPO3,1917,7,191707,207.8000031,0,0,17.12999962,36.11999919
STPO2,1917,7,191707,183.4000027,0,0.300000004,13.86999969,32.01999928
STPO1,1917,7,191707,192.9000029,0,1.200000018,15.96999964,34.46999923
STTO-SC,1917,7,191707,203.000003,0,0.200000003,16.52999963,35.34999921
STTO-IH,1917,7,191707,192.8000029,0,1.000000015,18.1099996,35.52999921
STTO-BH,1917,7,191707,207.3000031,0,0,18.36999959,37.54999916
STTO-TM2,1917,7,191707,205.8000031,0,0.400000006,17.58999961,36.98999917
CAAM,1917,8,191708,163.1000024,0,0,15.02999966,32.90999926
CAAN2,1917,8,191708,175.4000026,0,0.70000001,12.23999973,36.94999917
CAAN1,1917,8,191708,178.9000027,0,0,12.42999972,36.21999919
CACO2,1917,8,191708,169.9000025,0,3.500000052,15.50999965,31.4199993
CACO3,1917,8,191708,180.3000027,0,0.800000012,16.97999962,33.75999925
CACO1,1917,8,191708,168.8000025,0,1.000000015,16.35999963,32.01999928
CAIN2,1917,8,191708,179.9000027,0,5.300000079,18.25999959,36.31999919
CAIN3,1917,8,191708,177.4000026,0,0.200000003,13.5799997,35.24999921
CAIN4,1917,8,191708,182.3000027,0,0,17.26999961,34.44999923
STBR3,1917,8,191708,171.2000026,0,0.100000001,14.65999967,31.60999929
STBR1,1917,8,191708,173.6000026,0,0.200000003,16.10999964,35.47999921
STBR2,1917,8,191708,172.1000026,0,0.300000004,15.80999965,33.32999926
STDI,1917,8,191708,175.4000026,0,0.500000007,16.75999963,33.52999925
STDR2,1917,8,191708,176.9000026,0,0.600000009,16.82999962,34.93999922
STGL3,1917,8,191708,172.1000026,0,0.300000004,15.80999965,33.32999926
STGL2,1917,8,191708,156.9000023,0,0.100000001,14.59999967,25.60999943
STGL1,1917,8,191708,164.0000024,0,0.300000004,17.19999962,30.64999931
STIN,1917,8,191708,167.5000025,0,0.300000004,10.75999976,33.00999926
STPO3,1917,8,191708,178.2000027,0,0,15.89999964,33.41999925
STPO2,1917,8,191708,155.6000023,0,1.300000019,13.3399997,31.06999931
STPO1,1917,8,191708,166.3000025,0,1.500000022,15.10999966,32.59999927
STTO-SC,1917,8,191708,173.3000026,0,0.600000009,15.43999965,32.80999927
STTO-IH,1917,8,191708,168.2000025,0,0.100000001,17.31999961,33.88999924
STTO-BH,1917,8,191708,177.2000026,0,0.400000006,15.81999965,35.40999921
STTO-TM2,1917,8,191708,178.1000027,0,0,17.32999961,34.11999924
CAAM,1917,9,191709,123.2000018,0,0.300000004,12.73999972,30.89999931
CAAN2,1917,9,191709,132.700002,0,0.900000013,8.9699998,32.83999927
CAAN1,1917,9,191709,134.700002,0,0.500000007,9.189999795,32.19999928
CACO2,1917,9,191709,135.300002,0,0.70000001,12.51999972,27.52999938
CACO3,1917,9,191709,141.5000021,0,0.500000007,13.84999969,30.14999933
CACO1,1917,9,191709,131.300002,0,0.300000004,13.83999969,29.11999935
CAIN2,1917,9,191709,144.8000022,0,0.200000003,14.88999967,32.10999928
CAIN3,1917,9,191709,134.000002,0,0.70000001,10.07999977,31.3399993
CAIN4,1917,9,191709,138.5000021,0,1.000000015,13.5699997,30.24999932
STBR3,1917,9,191709,122.9000018,0,5.900000088,12.43999972,30.29999932
STBR1,1917,9,191709,119.3000018,0,10.10000015,13.68999969,31.89999929
STBR2,1917,9,191709,118.9000018,0,9.100000136,12.87999971,29.59999934
STDI,1917,9,191709,137.9000021,0,0.800000012,13.03999971,29.58999934
STDR2,1917,9,191709,118.2000018,0,14.10000021,15.33999966,31.02999931
STGL3,1917,9,191709,118.9000018,0,9.100000136,12.87999971,29.59999934
STGL2,1917,9,191709,120.9000018,0,3.900000058,13.84999969,26.37999941
STGL1,1917,9,191709,115.1000017,0,10.30000015,14.27999968,27.51999938
STIN,1917,9,191709,125.3000019,0,3.500000052,9.079999797,30.07999933
STPO3,1917,9,191709,125.2000019,0,5.300000079,11.79999974,30.63999932
STPO2,1917,9,191709,99.40000148,0,12.10000018,9.629999785,26.09999942
STPO1,1917,9,191709,105.8000016,0,18.00000027,13.07999971,28.06999937
STTO-SC,1917,9,191709,121.0000018,0,6.400000095,12.20999973,29.34999934
STTO-IH,1917,9,191709,116.7000017,0,6.200000092,13.6299997,29.77999933
STTO-BH,1917,9,191709,131.500002,0,0.500000007,11.96999973,31.70999929
STTO-TM2,1917,9,191709,117.4000017,0,14.40000021,15.52999965,30.27999932
CAAM,1917,10,191710,90.30000135,0,2.400000036,10.31999977,26.6599994
CAAN2,1917,10,191710,99.90000149,0,0.900000013,7.399999835,29.72999934
CAAN1,1917,10,191710,99.40000148,0,0.70000001,6.119999863,28.90999935
CACO2,1917,10,191710,104.4000016,0,0.100000001,10.28999977,24.52999945
CACO3,1917,10,191710,108.7000016,0,0.200000003,11.37999975,26.7399994
CACO1,1917,10,191710,99.50000148,0,0.200000003,11.28999975,24.90999944
CAIN2,1917,10,191710,111.3000017,0,0.100000001,11.50999974,28.32999937
CAIN3,1917,10,191710,101.2000015,0,0.800000012,7.899999823,28.84999936
CAIN4,1917,10,191710,106.0000016,0,0.500000007,11.93999973,27.15999939
STBR3,1917,10,191710,85.90000128,0,0,11.46999974,27.63999938
STBR1,1917,10,191710,85.90000128,0,0,12.09999973,29.92999933
STBR2,1917,10,191710,87.70000131,0,0,12.96999971,28.31999937
STDI,1917,10,191710,105.9000016,0,0,10.92999976,27.20999939
STDR2,1917,10,191710,87.2000013,0,0.200000003,13.71999969,29.54999934
STGL3,1917,10,191710,87.70000131,0,0,12.96999971,28.31999937
STGL2,1917,10,191710,86.20000128,0,0.100000001,11.78999974,23.86999947
