id,clim_year,clim_month,clim_date,cwd,pck,ppt_mm,tmin,tmax
CAAM,1896,1,189601,0,0,107.3000016,1.609999964,9.719999783
CAAN2,1896,1,189601,0,0,47.70000071,-0.629999986,11.47999974
CAAN1,1896,1,189601,36.40000054,0,6.800000101,1.369999969,13.05999971
CACO2,1896,1,189601,0,0,161.2000024,-0.87999998,7.629999829
CACO3,1896,1,189601,0,0,89.60000134,0.839999981,10.14999977
CACO1,1896,1,189601,0,0,112.5000017,0.749999983,8.559999809
CAIN2,1896,1,189601,29.90000045,0,27.40000041,2.129999952,11.35999975
CAIN3,1896,1,189601,11.40000017,0,37.30000056,0.699999984,11.94999973
CAIN4,1896,1,189601,16.00000024,0,35.20000052,3.079999931,11.18999975
STBR3,1896,1,189601,0,0,295.9000044,4.139999907,10.29999977
STBR1,1896,1,189601,0,0,266.400004,2.629999941,9.799999781
STBR2,1896,1,189601,0,0,373.0000056,1.639999963,8.789999804
STDI,1896,1,189601,0,0,314.5000047,0.709999984,10.43999977
STDR2,1896,1,189601,0,0,568.0000085,4.119999908,9.38999979
STGL3,1896,1,189601,0,0,373.0000056,1.639999963,8.789999804
STGL2,1896,1,189601,0,0,260.7000039,4.819999892,9.069999797
STGL1,1896,1,189601,0,0,633.0000094,2.719999939,8.749999804
STIN,1896,1,189601,0,0,153.9000023,0.569999987,12.08999973
STPO3,1896,1,189601,0,0,366.4000055,2.079999954,9.259999793
STPO2,1896,1,189601,0,138.9000021,573.0000085,-2.269999949,6.659999851
STPO1,1896,1,189601,0,0,751.9000112,1.229999973,8.119999819
STTO-SC,1896,1,189601,0,0,327.0000049,2.169999951,8.999999799
STTO-IH,1896,1,189601,0,0,386.0000058,1.609999964,9.179999795
STTO-BH,1896,1,189601,0,0,241.4000036,2.769999938,9.759999782
STTO-TM2,1896,1,189601,0,0,577.4000086,3.13999993,9.999999776
CAAM,1896,2,189602,17.90000027,0,5.100000076,2.69999994,13.90999969
CAAN2,1896,2,189602,40.80000061,0,2.70000004,0.379999992,13.13999971
CAAN1,1896,2,189602,47.2000007,0,2.600000039,1.749999961,16.03999964
CACO2,1896,2,189602,0,0,9.300000139,0.599999987,12.48999972
CACO3,1896,2,189602,7.600000113,0,8.70000013,2.489999944,13.15999971
CACO1,1896,2,189602,0,0,7.100000106,2.519999944,11.85999973
CAIN2,1896,2,189602,58.00000086,0,3.100000046,1.999999955,15.77999965
CAIN3,1896,2,189602,48.60000072,0,1.900000028,1.599999964,14.61999967
CAIN4,1896,2,189602,57.10000085,0,2.00000003,3.309999926,13.5099997
STBR3,1896,2,189602,7.100000106,0,5.900000088,5.34999988,15.56999965
STBR1,1896,2,189602,0,0,6.500000097,4.979999889,16.42999963
STBR2,1896,2,189602,0,0,5.40000008,4.93999989,15.45999965
STDI,1896,2,189602,6.7000001,0,11.60000017,2.829999937,13.76999969
STDR2,1896,2,189602,0,0,18.10000027,7.089999842,14.88999967
STGL3,1896,2,189602,0,0,5.40000008,4.93999989,15.45999965
STGL2,1896,2,189602,0,0,6.500000097,6.989999844,15.20999966
STGL1,1896,2,189602,0,0,23.70000035,4.049999909,13.6399997
STIN,1896,2,189602,0,0,3.300000049,2.769999938,16.30999964
STPO3,1896,2,189602,0,0,10.40000015,3.639999919,14.93999967
STPO2,1896,2,189602,0,32.30000048,23.80000035,-0.769999983,12.43999972
STPO1,1896,2,189602,0,0,26.00000039,4.289999904,14.58999967
STTO-SC,1896,2,189602,0,0,8.600000128,4.289999904,14.94999967
STTO-IH,1896,2,189602,0,0,16.60000025,3.649999918,15.21999966
STTO-BH,1896,2,189602,0,0,7.900000118,4.979999889,15.31999966
STTO-TM2,1896,2,189602,0,0,18.00000027,5.239999883,15.52999965
CAAM,1896,3,189603,0,0,187.7000028,3.029999932,16.19999964
CAAN2,1896,3,189603,40.70000061,0,42.80000064,0.959999979,15.66999965
CAAN1,1896,3,189603,48.80000073,0,44.90000067,2.509999944,15.92999964
CACO2,1896,3,189603,5.500000082,0,71.20000106,2.259999949,15.06999966
CACO3,1896,3,189603,40.70000061,0,56.00000083,3.529999921,15.48999965
CACO1,1896,3,189603,9.700000145,0,62.70000093,2.629999941,14.15999968
CAIN2,1896,3,189603,104.5000016,0,0,3.069999931,18.0299996
CAIN3,1896,3,189603,61.00000091,0,27.0000004,2.139999952,15.45999965
CAIN4,1896,3,189603,41.80000062,0,54.30000081,4.4599999,15.78999965
STBR3,1896,3,189603,0,0,84.40000126,5.229999883,15.53999965
STBR1,1896,3,189603,0,0,65.60000098,4.749999894,16.77999962
STBR2,1896,3,189603,0,0,101.5000015,4.089999909,14.99999966
STDI,1896,3,189603,0,0,150.4000022,2.989999933,15.15999966
STDR2,1896,3,189603,0,0,258.2000038,6.649999851,16.04999964
STGL3,1896,3,189603,0,0,101.5000015,4.089999909,14.99999966
STGL2,1896,3,189603,0,0,89.90000134,6.079999864,13.5399997
STGL1,1896,3,189603,0,0,204.300003,3.839999914,13.13999971
STIN,1896,3,189603,34.00000051,0,47.60000071,2.869999936,15.96999964
STPO3,1896,3,189603,0,0,162.9000024,3.439999923,14.70999967
STPO2,1896,3,189603,0,0,300.5000045,-0.819999982,12.20999973
STPO1,1896,3,189603,0,0,349.1000052,3.649999918,13.83999969
STTO-SC,1896,3,189603,0,0,143.6000021,4.109999908,14.99999966
STTO-IH,1896,3,189603,0,0,236.6000035,3.469999922,15.33999966
STTO-BH,1896,3,189603,0,0,105.1000016,5.34999988,15.21999966
STTO-TM2,1896,3,189603,0,0,273.6000041,4.829999892,15.26999966
CAAM,1896,4,189604,40.70000061,0,28.50000042,1.839999959,17.34999961
CAAN2,1896,4,189604,57.50000086,0,42.70000064,0.559999987,16.61999963
CAAN1,1896,4,189604,107.9000016,0,0,2.269999949,17.13999962
CACO2,1896,4,189604,21.10000031,0,86.40000129,1.579999965,13.87999969
CACO3,1896,4,189604,45.80000068,0,71.20000106,3.029999932,16.34999963
CACO1,1896,4,189604,55.60000083,0,42.80000064,1.529999966,13.98999969
CAIN2,1896,4,189604,130.2000019,0,0,3.719999917,19.89999956
CAIN3,1896,4,189604,60.1000009,0,41.80000062,1.019999977,15.86999965
CAIN4,1896,4,189604,101.3000015,0,15.90000024,4.429999901,14.62999967
STBR3,1896,4,189604,0,0,155.6000023,4.809999892,15.42999966
STBR1,1896,4,189604,0,0,105.9000016,4.369999902,16.04999964
STBR2,1896,4,189604,0,0,165.4000025,2.989999933,12.40999972
STDI,1896,4,189604,0,0,183.3000027,2.489999944,14.27999968
STDR2,1896,4,189604,0,0,271.600004,5.949999867,15.66999965
STGL3,1896,4,189604,0,0,165.4000025,2.989999933,12.40999972
STGL2,1896,4,189604,0,0,173.0000026,4.789999893,12.87999971
STGL1,1896,4,189604,0,0,299.6000045,3.629999919,9.499999788
STIN,1896,4,189604,24.30000036,0,76.50000114,1.089999976,15.20999966
STPO3,1896,4,189604,0,0,251.7000038,3.389999924,14.01999969
STPO2,1896,4,189604,0,0,402.400006,-0.769999983,10.33999977
STPO1,1896,4,189604,0,0,381.8000057,2.929999935,12.59999972
STTO-SC,1896,4,189604,0,0,238.9000036,3.349999925,14.41999968
STTO-IH,1896,4,189604,0,0,293.0000044,3.729999917,14.04999969
STTO-BH,1896,4,189604,0,0,154.8000023,3.14999993,15.85999965
STTO-TM2,1896,4,189604,0,0,303.2000045,4.259999905,14.76999967
CAAM,1896,5,189605,139.7000021,0,4.900000073,5.959999867,23.98999946
CAAN2,1896,5,189605,140.8000021,0,12.30000018,3.59999992,23.11999948
CAAN1,1896,5,189605,149.5000022,0,11.20000017,6.019999865,24.83999944
CACO2,1896,5,189605,127.4000019,0,23.70000035,6.069999864,19.52999956
CACO3,1896,5,189605,143.8000021,0,15.30000023,7.249999838,21.79999951
CACO1,1896,5,189605,134.300002,0,14.40000021,6.529999854,20.89999953
CAIN2,1896,5,189605,170.7000025,0,0,9.049999798,25.41999943
CAIN3,1896,5,189605,146.4000022,0,8.300000124,4.289999904,22.78999949
CAIN4,1896,5,189605,152.9000023,0,6.300000094,7.739999827,22.08999951
STBR3,1896,5,189605,88.30000132,0,34.00000051,7.399999835,21.15999953
STBR1,1896,5,189605,100.2000015,0,33.8000005,8.49999981,22.13999951
STBR2,1896,5,189605,13.1000002,0,37.90000056,6.559999853,18.98999958
STDI,1896,5,189605,64.20000096,0,54.80000082,6.429999856,20.74999954
STDR2,1896,5,189605,0,0,99.00000148,9.239999793,21.20999953
STGL3,1896,5,189605,13.1000002,0,37.90000056,6.559999853,18.98999958
STGL2,1896,5,189605,24.90000037,0,35.60000053,7.929999823,17.30999961
STGL1,1896,5,189605,36.80000055,0,81.70000122,7.709999828,15.94999964
STIN,1896,5,189605,136.700002,0,10.90000016,4.079999909,21.57999952
STPO3,1896,5,189605,0,0,73.30000109,6.399999857,20.43999954
STPO2,1896,5,189605,0,0,156.5000023,2.869999936,15.87999965
STPO1,1896,5,189605,0,0,157.7000023,6.219999861,18.21999959
STTO-SC,1896,5,189605,0,0,54.50000081,6.559999853,20.36999954
STTO-IH,1896,5,189605,0,0,83.10000124,6.879999846,19.75999956
STTO-BH,1896,5,189605,41.60000062,0,32.00000048,7.259999838,21.91999951
STTO-TM2,1896,5,189605,0,0,110.0000016,7.769999826,20.48999954
CAAM,1896,6,189606,169.8000025,0,0,13.3199997,31.67999929
CAAN2,1896,6,189606,185.8000028,0,1.900000028,10.82999976,32.74999927
CAAN1,1896,6,189606,186.3000028,0,0.300000004,10.68999976,32.51999927
CACO2,1896,6,189606,184.0000027,0,4.800000072,14.66999967,29.65999934
CACO3,1896,6,189606,192.1000029,0,3.600000054,15.82999965,31.80999929
CACO1,1896,6,189606,176.1000026,0,3.400000051,14.50999968,29.00999935
CAIN2,1896,6,189606,197.6000029,0,3.600000054,15.90999964,35.7999992
CAIN3,1896,6,189606,185.3000028,0,0.900000013,10.70999976,31.5399993
CAIN4,1896,6,189606,190.6000028,0,0.900000013,15.24999966,30.52999932
STBR3,1896,6,189606,178.5000027,0,0.100000001,11.82999974,29.91999933
STBR1,1896,6,189606,178.6000027,0,0.600000009,13.85999969,31.64999929
STBR2,1896,6,189606,177.7000026,0,1.200000018,13.14999971,28.85999935
STDI,1896,6,189606,184.1000027,0,3.300000049,15.74999965,30.80999931
STDR2,1896,6,189606,165.6000025,0,1.400000021,14.76999967,31.68999929
STGL3,1896,6,189606,177.7000026,0,1.200000018,13.14999971,28.85999935
STGL2,1896,6,189606,166.6000025,0,0.600000009,13.6199997,24.03999946
STGL1,1896,6,189606,168.9000025,0,0.300000004,13.69999969,25.51999943
STIN,1896,6,189606,175.9000026,0,1.400000021,9.39999979,30.37999932
STPO3,1896,6,189606,56.10000084,0,0.900000013,11.93999973,30.33999932
STPO2,1896,6,189606,116.8000017,0,3.000000045,9.189999795,26.07999942
STPO1,1896,6,189606,92.00000137,0,1.900000028,13.18999971,28.63999936
STTO-SC,1896,6,189606,0,0,1.600000024,12.27999973,30.96999931
STTO-IH,1896,6,189606,118.8000018,0,2.200000033,12.75999971,29.80999933
STTO-BH,1896,6,189606,188.1000028,0,1.400000021,14.47999968,32.42999928
STTO-TM2,1896,6,189606,148.8000022,0,1.600000024,13.3899997,30.65999931
CAAM,1896,7,189607,180.0000027,0,2.200000033,16.37999963,32.28999928
CAAN2,1896,7,189607,190.3000028,0,1.300000019,13.4799997,32.87999927
CAAN1,1896,7,189607,195.9000029,0,1.400000021,14.11999968,33.97999924
CACO2,1896,7,189607,184.6000028,0,7.300000109,17.46999961,30.52999932
CACO3,1896,7,189607,198.000003,0,2.300000034,19.00999958,32.74999927
CACO1,1896,7,189607,184.8000028,0,3.300000049,18.47999959,30.36999932
CAIN2,1896,7,189607,200.900003,0,2.400000036,18.39999959,35.7099992
CAIN3,1896,7,189607,191.7000029,0,0.900000013,13.5499997,32.46999927
CAIN4,1896,7,189607,197.4000029,0,2.500000037,18.62999958,32.07999928
STBR3,1896,7,189607,195.7000029,0,0.300000004,14.49999968,32.80999927
STBR1,1896,7,189607,196.4000029,0,1.900000028,17.03999962,35.51999921
STBR2,1896,7,189607,193.6000029,0,1.400000021,15.35999966,33.52999925
STDI,1896,7,189607,192.0000029,0,3.100000046,19.18999957,32.57999927
STDR2,1896,7,189607,200.700003,0,3.500000052,18.87999958,35.08999922
STGL3,1896,7,189607,193.6000029,0,1.400000021,15.35999966,33.52999925
STGL2,1896,7,189607,181.4000027,0,0.70000001,15.87999965,27.27999939
STGL1,1896,7,189607,184.2000027,0,0.600000009,17.32999961,30.82999931
STIN,1896,7,189607,188.6000028,0,1.600000024,12.47999972,32.39999928
STPO3,1896,7,189607,200.900003,0,0.900000013,15.51999965,33.40999925
STPO2,1896,7,189607,176.6000026,0,1.800000027,12.49999972,29.62999934
STPO1,1896,7,189607,186.0000028,0,5.000000075,15.77999965,32.37999928
STTO-SC,1896,7,189607,131.000002,0,1.100000016,15.32999966,33.43999925
STTO-IH,1896,7,189607,185.6000028,0,2.500000037,16.19999964,33.06999926
STTO-BH,1896,7,189607,202.800003,0,1.000000015,18.54999959,34.69999922
STTO-TM2,1896,7,189607,198.500003,0,4.100000061,17.22999961,34.66999923
CAAM,1896,8,189608,160.3000024,0,2.900000043,15.96999964,32.03999928
CAAN2,1896,8,189608,163.0000024,0,8.800000131,12.83999971,32.94999926
CAAN1,1896,8,189608,165.7000025,0,9.800000146,12.66999972,33.32999926
CACO2,1896,8,189608,168.9000025,0,3.500000052,16.69999963,29.44999934
CACO3,1896,8,189608,176.8000026,0,2.200000033,17.9199996,31.1699993
CACO1,1896,8,189608,162.2000024,0,6.300000094,17.57999961,29.83999933
CAIN2,1896,8,189608,177.6000026,0,4.00000006,17.09999962,34.52999923
CAIN3,1896,8,189608,164.7000025,0,7.500000112,13.04999971,31.66999929
CAIN4,1896,8,189608,170.7000025,0,9.700000145,18.72999958,31.3899993
STBR3,1896,8,189608,156.4000023,0,10.80000016,12.53999972,30.57999932
STBR1,1896,8,189608,161.1000024,0,7.300000109,14.93999967,32.27999928
STBR2,1896,8,189608,157.0000023,0,7.600000113,12.72999972,30.26999932
STDI,1896,8,189608,171.6000026,0,3.400000051,17.8799996,31.65999929
STDR2,1896,8,189608,164.6000025,0,7.700000115,15.86999965,31.66999929
STGL3,1896,8,189608,157.0000023,0,7.600000113,12.72999972,30.26999932
STGL2,1896,8,189608,138.4000021,0,16.60000025,14.23999968,24.48999945
STGL1,1896,8,189608,156.2000023,0,5.600000083,17.38999961,28.41999936
STIN,1896,8,189608,156.2000023,0,7.100000106,10.68999976,29.66999934
STPO3,1896,8,189608,162.5000024,0,8.400000125,13.2899997,30.43999932
STPO2,1896,8,189608,137.7000021,0,10.50000016,10.32999977,27.22999939
STPO1,1896,8,189608,150.9000022,0,10.80000016,13.4199997,29.45999934
STTO-SC,1896,8,189608,160.0000024,0,8.70000013,13.3999997,30.81999931
STTO-IH,1896,8,189608,155.4000023,0,4.600000069,13.3799997,30.89999931
STTO-BH,1896,8,189608,170.8000025,0,4.600000069,16.79999962,32.66999927
STTO-TM2,1896,8,189608,164.8000025,0,5.700000085,14.75999967,30.64999931
CAAM,1896,9,189609,117.2000017,0,3.800000057,12.93999971,28.20999937
CAAN2,1896,9,189609,122.2000018,0,6.800000101,9.449999789,28.27999937
CAAN1,1896,9,189609,124.5000019,0,6.800000101,9.629999785,28.29999937
CACO2,1896,9,189609,122.0000018,0,11.80000018,12.30999972,25.87999942
CACO3,1896,9,189609,133.300002,0,6.400000095,13.88999969,28.08999937
CACO1,1896,9,189609,121.0000018,0,7.200000107,13.81999969,25.93999942
CAIN2,1896,9,189609,142.9000021,0,0,14.31999968,30.74999931
CAIN3,1896,9,189609,123.0000018,0,7.000000104,9.999999776,27.29999939
CAIN4,1896,9,189609,128.6000019,0,6.800000101,13.5699997,26.55999941
STBR3,1896,9,189609,115.0000017,0,10.00000015,11.83999974,27.30999939
STBR1,1896,9,189609,109.4000016,0,16.10000024,12.97999971,28.73999936
STBR2,1896,9,189609,108.8000016,0,13.80000021,11.00999975,26.35999941
STDI,1896,9,189609,132.800002,0,4.300000064,13.72999969,27.46999939
STDR2,1896,9,189609,88.90000132,0,39.70000059,14.55999967,28.11999937
STGL3,1896,9,189609,108.8000016,0,13.80000021,11.00999975,26.35999941
STGL2,1896,9,189609,109.2000016,0,10.80000016,13.3199997,22.4699995
STGL1,1896,9,189609,111.3000017,0,13.4000002,15.63999965,25.44999943
STIN,1896,9,189609,116.4000017,0,8.000000119,9.219999794,25.99999942
STPO3,1896,9,189609,111.5000017,0,14.00000021,11.25999975,26.53999941
STPO2,1896,9,189609,58.40000087,0,48.90000073,8.48999981,23.27999948
STPO1,1896,9,189609,73.00000109,0,46.50000069,11.42999974,25.58999943
STTO-SC,1896,9,189609,110.8000017,0,13.1000002,11.61999974,26.6899994
STTO-IH,1896,9,189609,93.20000139,0,24.70000037,11.90999973,26.51999941
STTO-BH,1896,9,189609,120.7000018,0,10.60000016,14.05999969,28.85999935
STTO-TM2,1896,9,189609,82.50000123,0,43.60000065,13.2699997,26.9399994
CAAM,1896,10,189610,33.10000049,0,57.40000086,10.70999976,23.62999947
CAAN2,1896,10,189610,59.90000089,0,36.20000054,7.14999984,24.83999944
CAAN1,1896,10,189610,64.50000096,0,33.7000005,8.099999819,24.90999944
CACO2,1896,10,189610,63.70000095,0,38.10000057,9.82999978,22.2599995
CACO3,1896,10,189610,69.20000103,0,36.40000054,10.92999976,23.74999947
CACO1,1896,10,189610,67.200001,0,29.00000043,11.21999975,21.17999953
CAIN2,1896,10,189610,73.10000109,0,35.20000052,10.74999976,25.83999942
CAIN3,1896,10,189610,61.10000091,0,36.50000054,7.679999828,24.40999945
CAIN4,1896,10,189610,66.40000099,0,37.00000055,12.54999972,23.14999948
STBR3,1896,10,189610,51.10000076,0,32.00000048,10.23999977,25.11999944
STBR1,1896,10,189610,54.80000082,0,27.40000041,10.38999977,26.53999941
STBR2,1896,10,189610,49.70000074,0,32.20000048,9.219999794,24.37999946
STDI,1896,10,189610,65.60000098,0,36.60000055,10.39999977,23.82999947
STDR2,1896,10,189610,47.40000071,0,36.60000055,11.68999974,26.7799994
STGL3,1896,10,189610,49.70000074,0,32.20000048,9.219999794,24.37999946
STGL2,1896,10,189610,47.90000071,0,36.80000055,12.16999973,21.54999952
STGL1,1896,10,189610,42.00000063,0,41.80000062,12.09999973,23.62999947
STIN,1896,10,189610,54.80000082,0,33.90000051,7.459999833,23.48999947
STPO3,1896,10,189610,46.00000069,0,36.60000055,8.249999816,24.07999946
STPO2,1896,10,189610,5.800000086,0,61.50000092,4.90999989,20.91999953
STPO1,1896,10,189610,23.10000034,0,54.30000081,9.39999979,23.64999947
STTO-SC,1896,10,189610,46.9000007,0,35.70000053,8.909999801,24.53999945
STTO-IH,1896,10,189610,32.70000049,0,44.00000066,8.599999808,24.25999946
STTO-BH,1896,10,189610,52.50000078,0,37.50000056,9.979999777,25.12999944
STTO-TM2,1896,10,189610,46.9000007,0,35.30000053,10.35999977,26.21999941
CAAM,1896,11,189611,0,0,56.40000084,5.34999988,16.76999963
CAAN2,1896,11,189611,45.30000068,0,7.900000118,2.819999937,16.35999963
CAAN1,1896,11,189611,52.60000078,0,2.100000031,2.799999937,17.58999961
CACO2,1896,11,189611,0,0,61.00000091,4.219999906,14.40999968
CACO3,1896,11,189611,16.80000025,0,45.00000067,4.949999889,15.94999964
CACO1,1896,11,189611,37.60000056,0,20.60000031,5.569999876,14.87999967
CAIN2,1896,11,189611,66.20000099,0,0,5.779999871,17.49999961
CAIN3,1896,11,189611,53.6000008,0,3.800000057,3.429999923,17.01999962
CAIN4,1896,11,189611,57.10000085,0,4.800000072,7.279999837,16.91999962
STBR3,1896,11,189611,0,0,152.8000023,5.839999869,14.87999967
STBR1,1896,11,189611,0,0,110.6000016,4.849999892,15.40999966
STBR2,1896,11,189611,0,0,147.8000022,4.92999989,11.81999974
STDI,1896,11,189611,0,0,132.800002,4.689999895,15.69999965
STDR2,1896,11,189611,0,0,267.500004,6.619999852,15.15999966
STGL3,1896,11,189611,0,0,147.8000022,4.92999989,11.81999974
STGL2,1896,11,189611,0,0,129.1000019,7.809999825,12.95999971
STGL1,1896,11,189611,0,0,369.5000055,5.079999886,11.63999974
STIN,1896,11,189611,4.200000063,0,43.20000064,2.66999994,17.34999961
STPO3,1896,11,189611,0,0,234.7000035,3.56999992,14.44999968
STPO2,1896,11,189611,0,0,425.5000063,0.799999982,10.46999977
STPO1,1896,11,189611,0,0,427.1000064,4.369999902,11.73999974
STTO-SC,1896,11,189611,0,0,198.400003,4.429999901,14.12999968
STTO-IH,1896,11,189611,0,0,304.0000045,4.569999898,14.35999968
STTO-BH,1896,11,189611,0,0,121.5000018,5.339999881,16.54999963
STTO-TM2,1896,11,189611,0,0,283.3000042,5.36999988,16.13999964
CAAM,1896,12,189612,0,0,62.10000093,5.319999881,14.11999968
CAAN2,1896,12,189612,25.50000038,0,17.60000026,3.359999925,13.64999969
CAAN1,1896,12,189612,37.40000056,0,2.800000042,2.109999953,15.42999966
CACO2,1896,12,189612,3.800000057,0,41.40000062,4.02999991,11.32999975
CACO3,1896,12,189612,17.60000026,0,31.00000046,4.799999893,13.2799997
CACO1,1896,12,189612,6.100000091,0,39.20000058,5.259999882,10.95999976
CAIN2,1896,12,189612,33.8000005,0,18.30000027,2.719999939,15.73999965
CAIN3,1896,12,189612,38.90000058,0,5.700000085,3.389999924,14.63999967
CAIN4,1896,12,189612,26.8000004,0,21.40000032,7.229999838,13.4599997
STBR3,1896,12,189612,0,0,124.3000019,5.919999868,14.15999968
STBR1,1896,12,189612,0,0,72.50000108,5.039999887,13.95999969
STBR2,1896,12,189612,0,0,149.1000022,5.80999987,12.92999971
STDI,1896,12,189612,0,0,81.90000122,4.92999989,13.14999971
STDR2,1896,12,189612,0,0,182.7000027,7.349999836,14.43999968
STGL3,1896,12,189612,0,0,149.1000022,5.80999987,12.92999971
STGL2,1896,12,189612,0,0,124.8000019,7.669999829,13.2899997
STGL1,1896,12,189612,0,0,292.2000044,5.539999876,10.91999976
STIN,1896,12,189612,0,0,45.70000068,1.689999962,16.49999963
STPO3,1896,12,189612,0,0,108.3000016,3.379999924,14.71999967
STPO2,1896,12,189612,0,0,221.3000033,0.649999985,10.68999976
STPO1,1896,12,189612,0,0,263.2000039,4.579999898,12.51999972
STTO-SC,1896,12,189612,0,0,94.0000014,4.069999909,14.18999968
STTO-IH,1896,12,189612,0,0,122.4000018,4.279999904,14.44999968
STTO-BH,1896,12,189612,0,0,68.10000101,4.539999899,15.23999966
STTO-TM2,1896,12,189612,0,0,187.9000028,6.359999858,15.08999966
CAAM,1897,1,189701,0,0,155.6000023,4.559999898,13.92999969
CAAN2,1897,1,189701,0,0,66.10000098,2.829999937,13.77999969
CAAN1,1897,1,189701,0,0,66.40000099,2.079999954,15.22999966
CACO2,1897,1,189701,0,0,90.50000135,3.189999929,10.81999976
CACO3,1897,1,189701,0,0,80.90000121,4.449999901,12.73999972
CACO1,1897,1,189701,0,0,74.1000011,4.199999906,11.54999974
CAIN2,1897,1,189701,0,0,73.6000011,2.799999937,15.98999964
CAIN3,1897,1,189701,0,0,56.20000084,3.239999928,15.09999966
CAIN4,1897,1,189701,0,0,64.30000096,6.639999852,13.67999969
STBR3,1897,1,189701,0,0,109.6000016,6.649999851,13.83999969
STBR1,1897,1,189701,0,0,92.90000138,5.249999883,13.11999971
STBR2,1897,1,189701,0,0,105.2000016,5.109999886,11.62999974
STDI,1897,1,189701,0,0,100.5000015,5.029999888,12.88999971
STDR2,1897,1,189701,0,0,130.1000019,7.16999984,13.16999971
STGL3,1897,1,189701,0,0,105.2000016,5.109999886,11.62999974
STGL2,1897,1,189701,0,0,73.8000011,7.479999833,12.39999972
STGL1,1897,1,189701,0,0,126.0000019,5.499999877,9.939999778
STIN,1897,1,189701,0,0,63.70000095,2.549999943,15.78999965
STPO3,1897,1,189701,0,0,110.7000016,4.01999991,13.5899997
STPO2,1897,1,189701,0,10.10000015,119.9000018,1.089999976,9.889999779
STPO1,1897,1,189701,0,0,143.4000021,4.529999899,11.42999974
STTO-SC,1897,1,189701,0,0,103.4000015,4.319999903,13.00999971
STTO-IH,1897,1,189701,0,0,93.40000139,4.559999898,12.84999971
STTO-BH,1897,1,189701,0,0,84.80000126,5.179999884,14.49999968
STTO-TM2,1897,1,189701,0,0,134.200002,6.229999861,13.90999969
CAAM,1897,2,189702,0,0,227.9000034,3.089999931,15.07999966
CAAN2,1897,2,189702,0,0,67.200001,0.289999994,14.27999968
CAAN1,1897,2,189702,0,0,56.80000085,0.479999989,17.9199996
CACO2,1897,2,189702,0,0,133.200002,1.249999972,12.19999973
CACO3,1897,2,189702,0,0,95.20000142,1.719999962,14.33999968
CACO1,1897,2,189702,0,0,134.300002,2.659999941,12.35999972
CAIN2,1897,2,189702,16.40000024,0,28.10000042,1.519999966,17.9799996
CAIN3,1897,2,189702,0,0,62.90000094,1.159999974,16.08999964
CAIN4,1897,2,189702,0,0,53.7000008,3.209999928,14.38999968
STBR3,1897,2,189702,0,0,175.1000026,4.679999895,17.32999961
STBR1,1897,2,189702,0,0,147.9000022,4.409999901,17.52999961
STBR2,1897,2,189702,0,0,209.4000031,4.509999899,15.49999965
STDI,1897,2,189702,0,0,209.2000031,2.189999951,12.87999971
STDR2,1897,2,189702,0,0,331.6000049,5.749999871,17.31999961
STGL3,1897,2,189702,0,0,209.4000031,4.509999899,15.49999965
STGL2,1897,2,189702,0,0,144.6000022,6.139999863,15.72999965
STGL1,1897,2,189702,0,18.90000028,528.2000079,2.759999938,13.98999969
STIN,1897,2,189702,0,0,77.40000115,1.299999971,17.9299996
STPO3,1897,2,189702,0,0,274.7000041,3.159999929,16.40999963
STPO2,1897,2,189702,0,248.9000037,435.9000065,-1.199999973,12.62999972
STPO1,1897,2,189702,0,0,444.1000066,3.799999915,15.07999966
STTO-SC,1897,2,189702,0,0,248.0000037,3.319999926,16.24999964
STTO-IH,1897,2,189702,0,0,354.3000053,3.189999929,16.56999963
STTO-BH,1897,2,189702,0,0,162.6000024,3.409999924,16.50999963
STTO-TM2,1897,2,189702,0,0,340.5000051,3.409999924,17.40999961
CAAM,1897,3,189703,0,0,118.5000018,3.499999922,16.75999963
CAAN2,1897,3,189703,0,0,65.50000098,1.519999966,15.96999964
CAAN1,1897,3,189703,1.200000018,0,60.1000009,3.429999923,17.14999962
CACO2,1897,3,189703,0,0,95.60000142,2.829999937,14.94999967
CACO3,1897,3,189703,0,0,87.3000013,3.699999917,16.05999964
CACO1,1897,3,189703,0,0,81.60000122,3.069999931,14.66999967
CAIN2,1897,3,189703,50.30000075,0,29.50000044,3.519999921,18.92999958
CAIN3,1897,3,189703,0,0,56.20000084,2.509999944,16.24999964
CAIN4,1897,3,189703,0,0,70.60000105,4.91999989,16.32999963
STBR3,1897,3,189703,0,0,133.300002,6.539999854,15.93999964
STBR1,1897,3,189703,0,0,56.90000085,6.449999856,16.64999963
STBR2,1897,3,189703,0,0,144.4000022,5.059999887,13.80999969
STDI,1897,3,189703,0,0,151.0000023,3.57999992,14.67999967
STDR2,1897,3,189703,0,0,218.5000033,8.9499998,16.02999964
STGL3,1897,3,189703,0,0,144.4000022,5.059999887,13.80999969
STGL2,1897,3,189703,0,0,145.3000022,7.129999841,13.5099997
STGL1,1897,3,189703,0,0,294.8000044,5.009999888,11.28999975
STIN,1897,3,189703,0,0,66.10000098,3.469999922,16.81999962
STPO3,1897,3,189703,0,0,186.8000028,4.959999889,15.68999965
STPO2,1897,3,189703,0,358.5000053,323.6000048,0.789999982,11.48999974
STPO1,1897,3,189703,0,0,328.2000049,4.989999888,13.2999997
STTO-SC,1897,3,189703,0,0,158.0000024,5.179999884,15.57999965
