"Date.Time","Unit","temp","bench","block","hour","minute","Date"
2022-03-23 08:25:00,"C",12,2,12,8,25,2022-03-23
2022-03-23 09:25:00,"C",19.5,2,12,9,25,2022-03-23
2022-03-23 10:25:00,"C",24.5,2,12,10,25,2022-03-23
2022-03-23 11:25:00,"C",27,2,12,11,25,2022-03-23
2022-03-23 12:25:00,"C",30,2,12,12,25,2022-03-23
2022-03-23 13:25:00,"C",32,2,12,13,25,2022-03-23
2022-03-23 14:25:00,"C",33.5,2,12,14,25,2022-03-23
2022-03-23 15:25:00,"C",34,2,12,15,25,2022-03-23
2022-03-23 16:25:00,"C",33,2,12,16,25,2022-03-23
2022-03-23 17:25:00,"C",31.5,2,12,17,25,2022-03-23
2022-03-23 18:25:00,"C",29,2,12,18,25,2022-03-23
2022-03-23 19:25:00,"C",24.5,2,12,19,25,2022-03-23
2022-03-23 20:25:00,"C",21.5,2,12,20,25,2022-03-23
2022-03-23 21:25:00,"C",19,2,12,21,25,2022-03-23
2022-03-23 22:25:00,"C",16.5,2,12,22,25,2022-03-23
2022-03-23 23:25:00,"C",15,2,12,23,25,2022-03-23
2022-03-24 00:25:00,"C",13.5,2,12,0,25,2022-03-24
2022-03-24 01:25:00,"C",12.5,2,12,1,25,2022-03-24
2022-03-24 02:25:00,"C",11.5,2,12,2,25,2022-03-24
2022-03-24 03:25:00,"C",11,2,12,3,25,2022-03-24
2022-03-24 04:25:00,"C",10,2,12,4,25,2022-03-24
2022-03-24 05:25:00,"C",9.5,2,12,5,25,2022-03-24
2022-03-24 06:25:00,"C",9,2,12,6,25,2022-03-24
2022-03-24 07:25:00,"C",8.5,2,12,7,25,2022-03-24
2022-03-24 08:25:00,"C",10.5,2,12,8,25,2022-03-24
2022-03-24 09:25:00,"C",18.5,2,12,9,25,2022-03-24
2022-03-24 10:25:00,"C",24,2,12,10,25,2022-03-24
2022-03-24 11:25:00,"C",27,2,12,11,25,2022-03-24
2022-03-24 12:25:00,"C",29,2,12,12,25,2022-03-24
2022-03-24 13:25:00,"C",32,2,12,13,25,2022-03-24
2022-03-24 14:25:00,"C",34,2,12,14,25,2022-03-24
2022-03-24 15:25:00,"C",34,2,12,15,25,2022-03-24
2022-03-24 16:25:00,"C",33,2,12,16,25,2022-03-24
2022-03-24 17:25:00,"C",31,2,12,17,25,2022-03-24
2022-03-24 18:25:00,"C",28.5,2,12,18,25,2022-03-24
2022-03-24 19:25:00,"C",23.5,2,12,19,25,2022-03-24
2022-03-24 20:25:00,"C",19.5,2,12,20,25,2022-03-24
2022-03-24 21:25:00,"C",16.5,2,12,21,25,2022-03-24
2022-03-24 22:25:00,"C",14,2,12,22,25,2022-03-24
2022-03-24 23:25:00,"C",12.5,2,12,23,25,2022-03-24
2022-03-25 00:25:00,"C",11,2,12,0,25,2022-03-25
2022-03-25 01:25:00,"C",10,2,12,1,25,2022-03-25
2022-03-25 02:25:00,"C",9.5,2,12,2,25,2022-03-25
2022-03-25 03:25:00,"C",8.5,2,12,3,25,2022-03-25
2022-03-25 04:25:00,"C",8.5,2,12,4,25,2022-03-25
2022-03-25 05:25:00,"C",8,2,12,5,25,2022-03-25
2022-03-25 06:25:00,"C",7.5,2,12,6,25,2022-03-25
2022-03-25 07:25:00,"C",7.5,2,12,7,25,2022-03-25
2022-03-25 08:25:00,"C",8.5,2,12,8,25,2022-03-25
2022-03-25 09:25:00,"C",16,2,12,9,25,2022-03-25
2022-03-25 10:25:00,"C",21.5,2,12,10,25,2022-03-25
2022-03-25 11:25:00,"C",25,2,12,11,25,2022-03-25
2022-03-25 12:25:00,"C",27.5,2,12,12,25,2022-03-25
2022-03-25 13:25:00,"C",30,2,12,13,25,2022-03-25
2022-03-25 14:25:00,"C",31.5,2,12,14,25,2022-03-25
2022-03-25 15:25:00,"C",32.5,2,12,15,25,2022-03-25
2022-03-25 16:25:00,"C",30.5,2,12,16,25,2022-03-25
2022-03-25 17:25:00,"C",29,2,12,17,25,2022-03-25
2022-03-25 18:25:00,"C",26.5,2,12,18,25,2022-03-25
2022-03-25 19:25:00,"C",22.5,2,12,19,25,2022-03-25
2022-03-25 20:25:00,"C",18.5,2,12,20,25,2022-03-25
2022-03-25 21:25:00,"C",16,2,12,21,25,2022-03-25
2022-03-25 22:25:00,"C",14,2,12,22,25,2022-03-25
2022-03-25 23:25:00,"C",12.5,2,12,23,25,2022-03-25
2022-03-26 00:25:00,"C",11.5,2,12,0,25,2022-03-26
2022-03-26 01:25:00,"C",10.5,2,12,1,25,2022-03-26
2022-03-26 02:25:00,"C",10,2,12,2,25,2022-03-26
2022-03-26 03:25:00,"C",9.5,2,12,3,25,2022-03-26
2022-03-26 04:25:00,"C",9,2,12,4,25,2022-03-26
2022-03-26 05:25:00,"C",8,2,12,5,25,2022-03-26
2022-03-26 06:25:00,"C",7.5,2,12,6,25,2022-03-26
2022-03-26 07:25:00,"C",7,2,12,7,25,2022-03-26
2022-03-26 08:25:00,"C",8,2,12,8,25,2022-03-26
2022-03-26 09:25:00,"C",16,2,12,9,25,2022-03-26
2022-03-26 10:25:00,"C",21.5,2,12,10,25,2022-03-26
2022-03-26 11:25:00,"C",25.5,2,12,11,25,2022-03-26
2022-03-26 12:25:00,"C",29,2,12,12,25,2022-03-26
2022-03-26 13:25:00,"C",30.5,2,12,13,25,2022-03-26
2022-03-26 14:25:00,"C",32,2,12,14,25,2022-03-26
2022-03-26 15:25:00,"C",32,2,12,15,25,2022-03-26
2022-03-26 16:25:00,"C",31.5,2,12,16,25,2022-03-26
2022-03-26 17:25:00,"C",29.5,2,12,17,25,2022-03-26
2022-03-26 18:25:00,"C",26.5,2,12,18,25,2022-03-26
2022-03-26 19:25:00,"C",21.5,2,12,19,25,2022-03-26
2022-03-26 20:25:00,"C",18,2,12,20,25,2022-03-26
2022-03-26 21:25:00,"C",15.5,2,12,21,25,2022-03-26
2022-03-26 22:25:00,"C",14,2,12,22,25,2022-03-26
2022-03-26 23:25:00,"C",13.5,2,12,23,25,2022-03-26
2022-03-27 00:25:00,"C",12.5,2,12,0,25,2022-03-27
2022-03-27 01:25:00,"C",12,2,12,1,25,2022-03-27
2022-03-27 02:25:00,"C",11.5,2,12,2,25,2022-03-27
2022-03-27 03:25:00,"C",11.5,2,12,3,25,2022-03-27
2022-03-27 04:25:00,"C",11,2,12,4,25,2022-03-27
2022-03-27 05:25:00,"C",11,2,12,5,25,2022-03-27
2022-03-27 06:25:00,"C",10.5,2,12,6,25,2022-03-27
2022-03-27 07:25:00,"C",10.5,2,12,7,25,2022-03-27
2022-03-27 08:25:00,"C",13,2,12,8,25,2022-03-27
2022-03-27 09:25:00,"C",17,2,12,9,25,2022-03-27
2022-03-27 10:25:00,"C",22,2,12,10,25,2022-03-27
2022-03-27 11:25:00,"C",24.5,2,12,11,25,2022-03-27
2022-03-27 12:25:00,"C",26.5,2,12,12,25,2022-03-27
2022-03-27 13:25:00,"C",27,2,12,13,25,2022-03-27
2022-03-27 14:25:00,"C",24.5,2,12,14,25,2022-03-27
2022-03-27 15:25:00,"C",23,2,12,15,25,2022-03-27
2022-03-27 16:25:00,"C",21,2,12,16,25,2022-03-27
2022-03-27 17:25:00,"C",20.5,2,12,17,25,2022-03-27
2022-03-27 18:25:00,"C",19,2,12,18,25,2022-03-27
2022-03-27 19:25:00,"C",16.5,2,12,19,25,2022-03-27
2022-03-27 20:25:00,"C",15.5,2,12,20,25,2022-03-27
2022-03-27 21:25:00,"C",15,2,12,21,25,2022-03-27
2022-03-27 22:25:00,"C",13.5,2,12,22,25,2022-03-27
2022-03-27 23:25:00,"C",12.5,2,12,23,25,2022-03-27
2022-03-28 00:25:00,"C",12,2,12,0,25,2022-03-28
2022-03-28 01:25:00,"C",12,2,12,1,25,2022-03-28
2022-03-28 02:25:00,"C",12,2,12,2,25,2022-03-28
2022-03-28 03:25:00,"C",12,2,12,3,25,2022-03-28
2022-03-28 04:25:00,"C",11.5,2,12,4,25,2022-03-28
2022-03-28 05:25:00,"C",11.5,2,12,5,25,2022-03-28
2022-03-28 06:25:00,"C",11.5,2,12,6,25,2022-03-28
2022-03-28 07:25:00,"C",11.5,2,12,7,25,2022-03-28
2022-03-28 08:25:00,"C",13,2,12,8,25,2022-03-28
2022-03-28 09:25:00,"C",14.5,2,12,9,25,2022-03-28
2022-03-28 10:25:00,"C",15.5,2,12,10,25,2022-03-28
2022-03-28 11:25:00,"C",15,2,12,11,25,2022-03-28
2022-03-28 12:25:00,"C",19,2,12,12,25,2022-03-28
2022-03-28 13:25:00,"C",17.5,2,12,13,25,2022-03-28
2022-03-28 14:25:00,"C",19.5,2,12,14,25,2022-03-28
2022-03-28 15:25:00,"C",17,2,12,15,25,2022-03-28
2022-03-28 16:25:00,"C",18,2,12,16,25,2022-03-28
2022-03-28 17:25:00,"C",15.5,2,12,17,25,2022-03-28
2022-03-28 18:25:00,"C",14,2,12,18,25,2022-03-28
2022-03-28 19:25:00,"C",13.5,2,12,19,25,2022-03-28
2022-03-28 20:25:00,"C",12,2,12,20,25,2022-03-28
2022-03-28 21:25:00,"C",11,2,12,21,25,2022-03-28
2022-03-28 22:25:00,"C",10,2,12,22,25,2022-03-28
2022-03-28 23:25:00,"C",9.5,2,12,23,25,2022-03-28
2022-03-29 00:25:00,"C",9.5,2,12,0,25,2022-03-29
2022-03-29 01:25:00,"C",9,2,12,1,25,2022-03-29
2022-03-29 02:25:00,"C",8.5,2,12,2,25,2022-03-29
2022-03-29 03:25:00,"C",8,2,12,3,25,2022-03-29
2022-03-29 04:25:00,"C",8,2,12,4,25,2022-03-29
2022-03-29 05:25:00,"C",7.5,2,12,5,25,2022-03-29
2022-03-29 06:25:00,"C",7,2,12,6,25,2022-03-29
2022-03-29 07:25:00,"C",7,2,12,7,25,2022-03-29
2022-03-29 08:25:00,"C",8.5,2,12,8,25,2022-03-29
2022-03-29 09:25:00,"C",16,2,12,9,25,2022-03-29
2022-03-29 10:25:00,"C",21.5,2,12,10,25,2022-03-29
2022-03-29 11:25:00,"C",24,2,12,11,25,2022-03-29
2022-03-29 12:25:00,"C",26,2,12,12,25,2022-03-29
2022-03-29 13:25:00,"C",27,2,12,13,25,2022-03-29
2022-03-29 14:25:00,"C",28.5,2,12,14,25,2022-03-29
2022-03-29 15:25:00,"C",28,2,12,15,25,2022-03-29
2022-03-29 16:25:00,"C",27.5,2,12,16,25,2022-03-29
2022-03-29 17:25:00,"C",25.5,2,12,17,25,2022-03-29
2022-03-29 18:25:00,"C",23,2,12,18,25,2022-03-29
2022-03-29 19:25:00,"C",18.5,2,12,19,25,2022-03-29
2022-03-29 20:25:00,"C",16,2,12,20,25,2022-03-29
2022-03-29 21:25:00,"C",14.5,2,12,21,25,2022-03-29
2022-03-29 22:25:00,"C",13,2,12,22,25,2022-03-29
2022-03-29 23:25:00,"C",12.5,2,12,23,25,2022-03-29
2022-03-30 00:25:00,"C",11.5,2,12,0,25,2022-03-30
2022-03-30 01:25:00,"C",11,2,12,1,25,2022-03-30
2022-03-30 02:25:00,"C",10,2,12,2,25,2022-03-30
2022-03-30 03:25:00,"C",10,2,12,3,25,2022-03-30
2022-03-30 04:25:00,"C",9.5,2,12,4,25,2022-03-30
2022-03-30 05:25:00,"C",9.5,2,12,5,25,2022-03-30
2022-03-30 06:25:00,"C",9,2,12,6,25,2022-03-30
2022-03-30 07:25:00,"C",9.5,2,12,7,25,2022-03-30
2022-03-30 08:25:00,"C",11.5,2,12,8,25,2022-03-30
2022-03-30 09:25:00,"C",14.5,2,12,9,25,2022-03-30
2022-03-30 10:25:00,"C",18.5,2,12,10,25,2022-03-30
2022-03-30 11:25:00,"C",18.5,2,12,11,25,2022-03-30
2022-03-30 12:25:00,"C",18,2,12,12,25,2022-03-30
2022-03-30 13:25:00,"C",18.5,2,12,13,25,2022-03-30
2022-03-30 14:25:00,"C",22.5,2,12,14,25,2022-03-30
2022-03-30 15:25:00,"C",20,2,12,15,25,2022-03-30
2022-03-30 16:25:00,"C",21,2,12,16,25,2022-03-30
2022-03-30 17:25:00,"C",19.5,2,12,17,25,2022-03-30
2022-03-30 18:25:00,"C",17.5,2,12,18,25,2022-03-30
2022-03-30 19:25:00,"C",15.5,2,12,19,25,2022-03-30
2022-03-30 20:25:00,"C",14,2,12,20,25,2022-03-30
2022-03-30 21:25:00,"C",12.5,2,12,21,25,2022-03-30
2022-03-30 22:25:00,"C",11.5,2,12,22,25,2022-03-30
2022-03-30 23:25:00,"C",11.5,2,12,23,25,2022-03-30
2022-03-31 00:25:00,"C",11.5,2,12,0,25,2022-03-31
2022-03-31 01:25:00,"C",12,2,12,1,25,2022-03-31
2022-03-31 02:25:00,"C",12,2,12,2,25,2022-03-31
2022-03-31 03:25:00,"C",11,2,12,3,25,2022-03-31
2022-03-31 04:25:00,"C",10,2,12,4,25,2022-03-31
2022-03-31 05:25:00,"C",9.5,2,12,5,25,2022-03-31
2022-03-31 06:25:00,"C",8.5,2,12,6,25,2022-03-31
2022-03-31 07:25:00,"C",8.5,2,12,7,25,2022-03-31
2022-03-31 08:25:00,"C",11,2,12,8,25,2022-03-31
2022-03-31 09:25:00,"C",16,2,12,9,25,2022-03-31
2022-03-31 10:25:00,"C",19.5,2,12,10,25,2022-03-31
2022-03-31 11:25:00,"C",22,2,12,11,25,2022-03-31
2022-03-31 12:25:00,"C",24,2,12,12,25,2022-03-31
2022-03-31 13:25:00,"C",25.5,2,12,13,25,2022-03-31
2022-03-31 14:25:00,"C",27,2,12,14,25,2022-03-31
2022-03-31 15:25:00,"C",27.5,2,12,15,25,2022-03-31
2022-03-31 16:25:00,"C",27.5,2,12,16,25,2022-03-31
2022-03-31 17:25:00,"C",26,2,12,17,25,2022-03-31
2022-03-31 18:25:00,"C",24.5,2,12,18,25,2022-03-31
2022-03-31 19:25:00,"C",20.5,2,12,19,25,2022-03-31
2022-03-31 20:25:00,"C",17.5,2,12,20,25,2022-03-31
2022-03-31 21:25:00,"C",15,2,12,21,25,2022-03-31
2022-03-31 22:25:00,"C",13.5,2,12,22,25,2022-03-31
2022-03-31 23:25:00,"C",12,2,12,23,25,2022-03-31
2022-04-01 00:25:00,"C",11,2,12,0,25,2022-04-01
2022-04-01 01:25:00,"C",10.5,2,12,1,25,2022-04-01
2022-04-01 02:25:00,"C",9.5,2,12,2,25,2022-04-01
2022-04-01 03:25:00,"C",9,2,12,3,25,2022-04-01
2022-04-01 04:25:00,"C",9,2,12,4,25,2022-04-01
2022-04-01 05:25:00,"C",9,2,12,5,25,2022-04-01
2022-04-01 06:25:00,"C",8,2,12,6,25,2022-04-01
2022-04-01 07:25:00,"C",8,2,12,7,25,2022-04-01
2022-04-01 08:25:00,"C",9.5,2,12,8,25,2022-04-01
2022-04-01 09:25:00,"C",19,2,12,9,25,2022-04-01
2022-04-01 10:25:00,"C",23,2,12,10,25,2022-04-01
2022-04-01 11:25:00,"C",26,2,12,11,25,2022-04-01
2022-04-01 12:25:00,"C",27.5,2,12,12,25,2022-04-01
2022-04-01 13:25:00,"C",28,2,12,13,25,2022-04-01
2022-04-01 14:25:00,"C",29,2,12,14,25,2022-04-01
2022-04-01 15:25:00,"C",30,2,12,15,25,2022-04-01
2022-04-01 16:25:00,"C",30.5,2,12,16,25,2022-04-01
2022-04-01 17:25:00,"C",29.5,2,12,17,25,2022-04-01
2022-04-01 18:25:00,"C",27,2,12,18,25,2022-04-01
2022-04-01 19:25:00,"C",22.5,2,12,19,25,2022-04-01
2022-04-01 20:25:00,"C",19.5,2,12,20,25,2022-04-01
2022-04-01 21:25:00,"C",17,2,12,21,25,2022-04-01
2022-04-01 22:25:00,"C",15,2,12,22,25,2022-04-01
2022-04-01 23:25:00,"C",13.5,2,12,23,25,2022-04-01
2022-04-02 00:25:00,"C",12.5,2,12,0,25,2022-04-02
2022-04-02 01:25:00,"C",11.5,2,12,1,25,2022-04-02
2022-04-02 02:25:00,"C",11,2,12,2,25,2022-04-02
2022-04-02 03:25:00,"C",10.5,2,12,3,25,2022-04-02
2022-04-02 04:25:00,"C",10,2,12,4,25,2022-04-02
2022-04-02 05:25:00,"C",9.5,2,12,5,25,2022-04-02
2022-04-02 06:25:00,"C",9,2,12,6,25,2022-04-02
2022-04-02 07:25:00,"C",9,2,12,7,25,2022-04-02
2022-04-02 08:25:00,"C",11,2,12,8,25,2022-04-02
2022-04-02 09:25:00,"C",19,2,12,9,25,2022-04-02
2022-04-02 10:25:00,"C",22.5,2,12,10,25,2022-04-02
2022-04-02 11:25:00,"C",25.5,2,12,11,25,2022-04-02
2022-04-02 12:25:00,"C",28,2,12,12,25,2022-04-02
2022-04-02 13:25:00,"C",28.5,2,12,13,25,2022-04-02
2022-04-02 14:25:00,"C",29,2,12,14,25,2022-04-02
2022-04-02 15:25:00,"C",30,2,12,15,25,2022-04-02
2022-04-02 16:25:00,"C",29.5,2,12,16,25,2022-04-02
2022-04-02 17:25:00,"C",28,2,12,17,25,2022-04-02
2022-04-02 18:25:00,"C",26,2,12,18,25,2022-04-02
2022-04-02 19:25:00,"C",22.5,2,12,19,25,2022-04-02
2022-04-02 20:25:00,"C",19,2,12,20,25,2022-04-02
2022-04-02 21:25:00,"C",16.5,2,12,21,25,2022-04-02
2022-04-02 22:25:00,"C",15,2,12,22,25,2022-04-02
2022-04-02 23:25:00,"C",13.5,2,12,23,25,2022-04-02
2022-04-03 00:25:00,"C",13,2,12,0,25,2022-04-03
2022-04-03 01:25:00,"C",12,2,12,1,25,2022-04-03
2022-04-03 02:25:00,"C",11.5,2,12,2,25,2022-04-03
2022-04-03 03:25:00,"C",11.5,2,12,3,25,2022-04-03
2022-04-03 04:25:00,"C",10.5,2,12,4,25,2022-04-03
2022-04-03 05:25:00,"C",10,2,12,5,25,2022-04-03
2022-04-03 06:25:00,"C",9,2,12,6,25,2022-04-03
2022-04-03 07:25:00,"C",8.5,2,12,7,25,2022-04-03
2022-04-03 08:25:00,"C",10.5,2,12,8,25,2022-04-03
2022-04-03 09:25:00,"C",20.5,2,12,9,25,2022-04-03
2022-04-03 10:25:00,"C",25,2,12,10,25,2022-04-03
2022-04-03 11:25:00,"C",30,2,12,11,25,2022-04-03
2022-04-03 12:25:00,"C",32.5,2,12,12,25,2022-04-03
2022-04-03 13:25:00,"C",33.5,2,12,13,25,2022-04-03
2022-04-03 14:25:00,"C",34.5,2,12,14,25,2022-04-03
2022-04-03 15:25:00,"C",34,2,12,15,25,2022-04-03
2022-04-03 16:25:00,"C",32.5,2,12,16,25,2022-04-03
2022-04-03 17:25:00,"C",29.5,2,12,17,25,2022-04-03
2022-04-03 18:25:00,"C",26.5,2,12,18,25,2022-04-03
2022-04-03 19:25:00,"C",23,2,12,19,25,2022-04-03
2022-04-03 20:25:00,"C",19,2,12,20,25,2022-04-03
2022-04-03 21:25:00,"C",17,2,12,21,25,2022-04-03
2022-04-03 22:25:00,"C",16,2,12,22,25,2022-04-03
2022-04-03 23:25:00,"C",14.5,2,12,23,25,2022-04-03
2022-04-04 00:25:00,"C",13,2,12,0,25,2022-04-04
2022-04-04 01:25:00,"C",11.5,2,12,1,25,2022-04-04
2022-04-04 02:25:00,"C",10.5,2,12,2,25,2022-04-04
2022-04-04 03:25:00,"C",10,2,12,3,25,2022-04-04
2022-04-04 04:25:00,"C",9.5,2,12,4,25,2022-04-04
2022-04-04 05:25:00,"C",9.5,2,12,5,25,2022-04-04
2022-04-04 06:25:00,"C",9.5,2,12,6,25,2022-04-04
2022-04-04 07:25:00,"C",10,2,12,7,25,2022-04-04
2022-04-04 08:25:00,"C",11.5,2,12,8,25,2022-04-04
2022-04-04 09:25:00,"C",14.5,2,12,9,25,2022-04-04
2022-04-04 10:25:00,"C",18.5,2,12,10,25,2022-04-04
2022-04-04 11:25:00,"C",24,2,12,11,25,2022-04-04
2022-04-04 12:25:00,"C",28,2,12,12,25,2022-04-04
2022-04-04 13:25:00,"C",27.5,2,12,13,25,2022-04-04
2022-04-04 14:25:00,"C",29.5,2,12,14,25,2022-04-04
2022-04-04 15:25:00,"C",27.5,2,12,15,25,2022-04-04
2022-04-04 16:25:00,"C",27,2,12,16,25,2022-04-04
2022-04-04 17:25:00,"C",27.5,2,12,17,25,2022-04-04
2022-04-04 18:25:00,"C",26,2,12,18,25,2022-04-04
2022-04-04 19:25:00,"C",22,2,12,19,25,2022-04-04
2022-04-04 20:25:00,"C",18.5,2,12,20,25,2022-04-04
2022-04-04 21:25:00,"C",17.5,2,12,21,25,2022-04-04
2022-04-04 22:25:00,"C",16,2,12,22,25,2022-04-04
2022-04-04 23:25:00,"C",14.5,2,12,23,25,2022-04-04
2022-04-05 00:25:00,"C",13,2,12,0,25,2022-04-05
2022-04-05 01:25:00,"C",12.5,2,12,1,25,2022-04-05
2022-04-05 02:25:00,"C",12,2,12,2,25,2022-04-05
2022-04-05 03:25:00,"C",11.5,2,12,3,25,2022-04-05
2022-04-05 04:25:00,"C",11,2,12,4,25,2022-04-05
2022-04-05 05:25:00,"C",10,2,12,5,25,2022-04-05
2022-04-05 06:25:00,"C",9.5,2,12,6,25,2022-04-05
2022-04-05 07:25:00,"C",9,2,12,7,25,2022-04-05
2022-04-05 08:25:00,"C",10.5,2,12,8,25,2022-04-05
2022-04-05 09:25:00,"C",17.5,2,12,9,25,2022-04-05
2022-04-05 10:25:00,"C",21,2,12,10,25,2022-04-05
2022-04-05 11:25:00,"C",24,2,12,11,25,2022-04-05
2022-04-05 12:25:00,"C",25.5,2,12,12,25,2022-04-05
2022-04-05 13:25:00,"C",26.5,2,12,13,25,2022-04-05
2022-04-05 14:25:00,"C",27,2,12,14,25,2022-04-05
2022-04-05 15:25:00,"C",27.5,2,12,15,25,2022-04-05
2022-04-05 16:25:00,"C",27,2,12,16,25,2022-04-05
2022-04-05 17:25:00,"C",26.5,2,12,17,25,2022-04-05
2022-04-05 18:25:00,"C",24.5,2,12,18,25,2022-04-05
2022-04-05 19:25:00,"C",20.5,2,12,19,25,2022-04-05
2022-04-05 20:25:00,"C",17.5,2,12,20,25,2022-04-05
2022-04-05 21:25:00,"C",15,2,12,21,25,2022-04-05
2022-04-05 22:25:00,"C",13.5,2,12,22,25,2022-04-05
2022-04-05 23:25:00,"C",12.5,2,12,23,25,2022-04-05
2022-04-06 00:25:00,"C",12,2,12,0,25,2022-04-06
2022-04-06 01:25:00,"C",12,2,12,1,25,2022-04-06
2022-04-06 02:25:00,"C",12.5,2,12,2,25,2022-04-06
2022-04-06 03:25:00,"C",13.5,2,12,3,25,2022-04-06
2022-04-06 04:25:00,"C",14,2,12,4,25,2022-04-06
2022-04-06 05:25:00,"C",13.5,2,12,5,25,2022-04-06
2022-04-06 06:25:00,"C",13.5,2,12,6,25,2022-04-06
2022-04-06 07:25:00,"C",13.5,2,12,7,25,2022-04-06
2022-04-06 08:25:00,"C",15.5,2,12,8,25,2022-04-06
2022-04-06 09:25:00,"C",21.5,2,12,9,25,2022-04-06
2022-04-06 10:25:00,"C",24.5,2,12,10,25,2022-04-06
2022-04-06 11:25:00,"C",28,2,12,11,25,2022-04-06
2022-04-06 12:25:00,"C",30.5,2,12,12,25,2022-04-06
2022-04-06 13:25:00,"C",31,2,12,13,25,2022-04-06
2022-04-06 14:25:00,"C",32.5,2,12,14,25,2022-04-06
2022-04-06 15:25:00,"C",33,2,12,15,25,2022-04-06
2022-04-06 16:25:00,"C",33,2,12,16,25,2022-04-06
2022-04-06 17:25:00,"C",32.5,2,12,17,25,2022-04-06
2022-04-06 18:25:00,"C",30,2,12,18,25,2022-04-06
2022-04-06 19:25:00,"C",26,2,12,19,25,2022-04-06
2022-04-06 20:25:00,"C",22,2,12,20,25,2022-04-06
2022-04-06 21:25:00,"C",19.5,2,12,21,25,2022-04-06
2022-04-06 22:25:00,"C",17.5,2,12,22,25,2022-04-06
2022-04-06 23:25:00,"C",15.5,2,12,23,25,2022-04-06
2022-04-07 00:25:00,"C",14.5,2,12,0,25,2022-04-07
2022-04-07 01:25:00,"C",13.5,2,12,1,25,2022-04-07
2022-04-07 02:25:00,"C",13,2,12,2,25,2022-04-07
2022-04-07 03:25:00,"C",12.5,2,12,3,25,2022-04-07
2022-04-07 04:25:00,"C",11.5,2,12,4,25,2022-04-07
2022-04-07 05:25:00,"C",10.5,2,12,5,25,2022-04-07
2022-04-07 06:25:00,"C",10,2,12,6,25,2022-04-07
2022-04-07 07:25:00,"C",10,2,12,7,25,2022-04-07
2022-04-07 08:25:00,"C",12.5,2,12,8,25,2022-04-07
2022-04-07 09:25:00,"C",21,2,12,9,25,2022-04-07
2022-04-07 10:25:00,"C",26.5,2,12,10,25,2022-04-07
2022-04-07 11:25:00,"C",31.5,2,12,11,25,2022-04-07
2022-04-07 12:25:00,"C",34,2,12,12,25,2022-04-07
2022-04-07 13:25:00,"C",34,2,12,13,25,2022-04-07
2022-04-07 14:25:00,"C",35,2,12,14,25,2022-04-07
2022-04-07 15:25:00,"C",36.5,2,12,15,25,2022-04-07
2022-04-07 16:25:00,"C",36,2,12,16,25,2022-04-07
2022-04-07 17:25:00,"C",34,2,12,17,25,2022-04-07
2022-04-07 18:25:00,"C",31,2,12,18,25,2022-04-07
2022-04-07 19:25:00,"C",27,2,12,19,25,2022-04-07
2022-04-07 20:25:00,"C",23.5,2,12,20,25,2022-04-07
2022-04-07 21:25:00,"C",21,2,12,21,25,2022-04-07
2022-04-07 22:25:00,"C",19.5,2,12,22,25,2022-04-07
2022-04-07 23:25:00,"C",18.5,2,12,23,25,2022-04-07
2022-04-08 00:25:00,"C",17,2,12,0,25,2022-04-08
2022-04-08 01:25:00,"C",15.5,2,12,1,25,2022-04-08
2022-04-08 02:25:00,"C",15,2,12,2,25,2022-04-08
2022-04-08 03:25:00,"C",14,2,12,3,25,2022-04-08
2022-04-08 04:25:00,"C",13,2,12,4,25,2022-04-08
2022-04-08 05:25:00,"C",12.5,2,12,5,25,2022-04-08
2022-04-08 06:25:00,"C",11.5,2,12,6,25,2022-04-08
2022-04-08 07:25:00,"C",11.5,2,12,7,25,2022-04-08
2022-04-08 08:25:00,"C",14,2,12,8,25,2022-04-08
2022-04-08 09:25:00,"C",22.5,2,12,9,25,2022-04-08
2022-04-08 10:25:00,"C",27.5,2,12,10,25,2022-04-08
2022-04-08 11:25:00,"C",31.5,2,12,11,25,2022-04-08
2022-04-08 12:25:00,"C",34.5,2,12,12,25,2022-04-08
2022-04-08 13:25:00,"C",36,2,12,13,25,2022-04-08
2022-04-08 14:25:00,"C",37,2,12,14,25,2022-04-08
2022-04-08 15:25:00,"C",38,2,12,15,25,2022-04-08
2022-04-08 16:25:00,"C",36,2,12,16,25,2022-04-08
2022-04-08 17:25:00,"C",34.5,2,12,17,25,2022-04-08
2022-04-08 18:25:00,"C",32.5,2,12,18,25,2022-04-08
2022-04-08 19:25:00,"C",28,2,12,19,25,2022-04-08
2022-04-08 20:25:00,"C",24,2,12,20,25,2022-04-08
2022-04-08 21:25:00,"C",21,2,12,21,25,2022-04-08
2022-04-08 22:25:00,"C",19.5,2,12,22,25,2022-04-08
2022-04-08 23:25:00,"C",18.5,2,12,23,25,2022-04-08
2022-04-09 00:25:00,"C",17,2,12,0,25,2022-04-09
2022-04-09 01:25:00,"C",16,2,12,1,25,2022-04-09
2022-04-09 02:25:00,"C",15.5,2,12,2,25,2022-04-09
2022-04-09 03:25:00,"C",16,2,12,3,25,2022-04-09
2022-04-09 04:25:00,"C",15.5,2,12,4,25,2022-04-09
2022-04-09 05:25:00,"C",15,2,12,5,25,2022-04-09
2022-04-09 06:25:00,"C",14.5,2,12,6,25,2022-04-09
2022-04-09 07:25:00,"C",14,2,12,7,25,2022-04-09
2022-04-09 08:25:00,"C",15,2,12,8,25,2022-04-09
2022-04-09 09:25:00,"C",20.5,2,12,9,25,2022-04-09
