"","JDay","Tmax","Tmin","Year","Month","Day","Hour","Temp","Sunrise","Sunset","Daylength","d.hours"
"1",1,15.4166666666667,0.666666666666667,2022,1,1,0,3.45833333333333,7.23777334945567,16.7622266505443,9.52445330108867,0
"2",1,15.4166666666667,0.666666666666667,2022,1,1,1,3.125,7.23777334945567,16.7622266505443,9.52445330108867,0
"3",1,15.4166666666667,0.666666666666667,2022,1,1,2,3.33333333333333,7.23777334945567,16.7622266505443,9.52445330108867,0
"4",1,15.4166666666667,0.666666666666667,2022,1,1,3,3.16666666666667,7.23777334945567,16.7622266505443,9.52445330108867,0
"5",1,15.4166666666667,0.666666666666667,2022,1,1,4,3.08333333333333,7.23777334945567,16.7622266505443,9.52445330108867,0
"6",1,15.4166666666667,0.666666666666667,2022,1,1,5,2.91666666666667,7.23777334945567,16.7622266505443,9.52445330108867,0
"7",1,15.4166666666667,0.666666666666667,2022,1,1,6,3,7.23777334945567,16.7622266505443,9.52445330108867,0
"8",1,15.4166666666667,0.666666666666667,2022,1,1,7,2.91666666666667,7.23777334945567,16.7622266505443,9.52445330108867,0.762226650544335
"9",1,15.4166666666667,0.666666666666667,2022,1,1,8,3.08333333333333,7.23777334945567,16.7622266505443,9.52445330108867,1
"10",1,15.4166666666667,0.666666666666667,2022,1,1,9,7.04166666666667,7.23777334945567,16.7622266505443,9.52445330108867,1
"11",1,15.4166666666667,0.666666666666667,2022,1,1,10,10.375,7.23777334945567,16.7622266505443,9.52445330108867,1
"12",1,15.4166666666667,0.666666666666667,2022,1,1,11,13.375,7.23777334945567,16.7622266505443,9.52445330108867,1
"13",1,15.4166666666667,0.666666666666667,2022,1,1,12,14.75,7.23777334945567,16.7622266505443,9.52445330108867,1
"14",1,15.4166666666667,0.666666666666667,2022,1,1,13,15.4166666666667,7.23777334945567,16.7622266505443,9.52445330108867,1
"15",1,15.4166666666667,0.666666666666667,2022,1,1,14,14.625,7.23777334945567,16.7622266505443,9.52445330108867,1
"16",1,15.4166666666667,0.666666666666667,2022,1,1,15,13.75,7.23777334945567,16.7622266505443,9.52445330108867,1
"17",1,15.4166666666667,0.666666666666667,2022,1,1,16,12.2083333333333,7.23777334945567,16.7622266505443,9.52445330108867,0.762226650544335
"18",1,15.4166666666667,0.666666666666667,2022,1,1,17,8.45833333333333,7.23777334945567,16.7622266505443,9.52445330108867,0
"19",1,15.4166666666667,0.666666666666667,2022,1,1,18,5.41666666666667,7.23777334945567,16.7622266505443,9.52445330108867,0
"20",1,15.4166666666667,0.666666666666667,2022,1,1,19,3.79166666666667,7.23777334945567,16.7622266505443,9.52445330108867,0
"21",1,15.4166666666667,0.666666666666667,2022,1,1,20,2.70833333333333,7.23777334945567,16.7622266505443,9.52445330108867,0
"22",1,15.4166666666667,0.666666666666667,2022,1,1,21,2.16666666666667,7.23777334945567,16.7622266505443,9.52445330108867,0
"23",1,15.4166666666667,0.666666666666667,2022,1,1,22,1.45833333333333,7.23777334945567,16.7622266505443,9.52445330108867,0
"24",1,15.4166666666667,0.666666666666667,2022,1,1,23,0.666666666666667,7.23777334945567,16.7622266505443,9.52445330108867,0
"25",2,17.625,-0.708333333333333,2022,1,2,0,-0.0416666666666667,7.2325863420777,16.7674136579223,9.53482731584461,0
"26",2,17.625,-0.708333333333333,2022,1,2,1,-0.5,7.2325863420777,16.7674136579223,9.53482731584461,0
"27",2,17.625,-0.708333333333333,2022,1,2,2,-0.583333333333333,7.2325863420777,16.7674136579223,9.53482731584461,0
"28",2,17.625,-0.708333333333333,2022,1,2,3,-0.666666666666667,7.2325863420777,16.7674136579223,9.53482731584461,0
"29",2,17.625,-0.708333333333333,2022,1,2,4,-0.708333333333333,7.2325863420777,16.7674136579223,9.53482731584461,0
