"","DATE","Tmax","Tmin","Year","Month","Day","JDay","Hour","Temp"
"1",2021-10-28 00:00:00,21.7,11.1,2021,10,28,301,0,11.1
"11",2021-10-28 01:00:00,21.7,11.1,2021,10,28,301,1,11.1
"21",2021-10-28 02:00:00,21.7,11.1,2021,10,28,301,2,11.1
"31",2021-10-28 03:00:00,21.7,11.1,2021,10,28,301,3,11.1
"41",2021-10-28 04:00:00,21.7,11.1,2021,10,28,301,4,11.1
"51",2021-10-28 05:00:00,21.7,11.1,2021,10,28,301,5,11.1
"61",2021-10-28 06:00:00,21.7,11.1,2021,10,28,301,6,11.1
"71",2021-10-28 07:00:00,21.7,11.1,2021,10,28,301,7,11.9484437842878
"81",2021-10-28 08:00:00,21.7,11.1,2021,10,28,301,8,14.1623665351014
"91",2021-10-28 09:00:00,21.7,11.1,2021,10,28,301,9,16.2379385314298
"101",2021-10-28 10:00:00,21.7,11.1,2021,10,28,301,10,18.0813901515152
"111",2021-10-28 11:00:00,21.7,11.1,2021,10,28,301,11,19.609438444224
"121",2021-10-28 12:00:00,21.7,11.1,2021,10,28,301,12,20.7530496633463
"131",2021-10-28 13:00:00,21.7,11.1,2021,10,28,301,13,21.4605580552273
"141",2021-10-28 14:00:00,21.7,11.1,2021,10,28,301,14,21.7
"151",2021-10-28 15:00:00,21.7,11.1,2021,10,28,301,15,21.4605580552273
"161",2021-10-28 16:00:00,21.7,11.1,2021,10,28,301,16,20.7530496633463
"171",2021-10-28 17:00:00,21.7,11.1,2021,10,28,301,17,19.609438444224
"181",2021-10-28 18:00:00,21.7,11.1,2021,10,28,301,18,16.4276578867948
"191",2021-10-28 19:00:00,21.7,11.1,2021,10,28,301,19,13.8056196283629
"201",2021-10-28 20:00:00,21.7,11.1,2021,10,28,301,20,12.0412405288637
"211",2021-10-28 21:00:00,21.7,11.1,2021,10,28,301,21,10.7096635079185
"221",2021-10-28 22:00:00,21.7,11.1,2021,10,28,301,22,9.63983871969316
"231",2021-10-28 23:00:00,21.7,11.1,2021,10,28,301,23,8.74557324244259
"2",2022-01-21 00:00:00,18.9,4.4,2022,1,21,21,0,7.75644603728267
"12",2022-01-21 01:00:00,18.9,4.4,2022,1,21,21,1,7.04820397596136
"22",2022-01-21 02:00:00,18.9,4.4,2022,1,21,21,2,6.4177537355119
"32",2022-01-21 03:00:00,18.9,4.4,2022,1,21,21,3,5.84968505469822
"42",2022-01-21 04:00:00,18.9,4.4,2022,1,21,21,4,5.33275687205462
"52",2022-01-21 05:00:00,18.9,4.4,2022,1,21,21,5,4.8585170046519
"62",2022-01-21 06:00:00,18.9,4.4,2022,1,21,21,6,4.42044965234606
"72",2022-01-21 07:00:00,18.9,4.4,2022,1,21,21,7,4.01342563776892
"82",2022-01-21 08:00:00,18.9,4.4,2022,1,21,21,8,7.49342656320334
"92",2022-01-21 09:00:00,18.9,4.4,2022,1,21,21,9,10.5887071942506
"102",2022-01-21 10:00:00,18.9,4.4,2022,1,21,21,10,13.3693270474616
"112",2022-01-21 11:00:00,18.9,4.4,2022,1,21,21,11,15.6939073213492
"122",2022-01-21 12:00:00,18.9,4.4,2022,1,21,21,12,17.4442562491733
"132",2022-01-21 13:00:00,18.9,4.4,2022,1,21,21,13,18.531378482176
"142",2022-01-21 14:00:00,18.9,4.4,2022,1,21,21,14,18.9
"152",2022-01-21 15:00:00,18.9,4.4,2022,1,21,21,15,18.531378482176
"162",2022-01-21 16:00:00,18.9,4.4,2022,1,21,21,16,17.4442562491733
"172",2022-01-21 17:00:00,18.9,4.4,2022,1,21,21,17,15.711008863036
"182",2022-01-21 18:00:00,18.9,4.4,2022,1,21,21,18,14.5527724797107
"192",2022-01-21 19:00:00,18.9,4.4,2022,1,21,21,19,13.8652641073407
"202",2022-01-21 20:00:00,18.9,4.4,2022,1,21,21,20,13.3746352420305
"212",2022-01-21 21:00:00,18.9,4.4,2022,1,21,21,21,12.9928747554075
"222",2022-01-21 22:00:00,18.9,4.4,2022,1,21,21,22,12.6803344659439
"232",2022-01-21 23:00:00,18.9,4.4,2022,1,21,21,23,12.4157240266392
"3",2022-01-22 00:00:00,18.9,11.1,2022,1,22,22,0,12.0893780472324
"13",2022-01-22 01:00:00,18.9,11.1,2022,1,22,22,1,11.882289074266
"23",2022-01-22 02:00:00,18.9,11.1,2022,1,22,22,2,11.6969301299427
"33",2022-01-22 03:00:00,18.9,11.1,2022,1,22,22,3,11.5291708914478
"43",2022-01-22 04:00:00,18.9,11.1,2022,1,22,22,4,11.3759571073824
"53",2022-01-22 05:00:00,18.9,11.1,2022,1,22,22,5,11.2349664864354
"63",2022-01-22 06:00:00,18.9,11.1,2022,1,22,22,6,11.1043920127726
"73",2022-01-22 07:00:00,18.9,11.1,2022,1,22,22,7,10.9827999477507
"83",2022-01-22 08:00:00,18.9,11.1,2022,1,22,22,8,12.7842675463942
"93",2022-01-22 09:00:00,18.9,11.1,2022,1,22,22,9,14.4446892893056
"103",2022-01-22 10:00:00,18.9,11.1,2022,1,22,22,10,15.9357147539498
"113",2022-01-22 11:00:00,18.9,11.1,2022,1,22,22,11,17.1818289544295
"123",2022-01-22 12:00:00,18.9,11.1,2022,1,22,22,12,18.1199207645389
"133",2022-01-22 13:00:00,18.9,11.1,2022,1,22,22,13,18.7024792654569
"143",2022-01-22 14:00:00,18.9,11.1,2022,1,22,22,14,18.9
"153",2022-01-22 15:00:00,18.9,11.1,2022,1,22,22,15,18.7024792654569
"163",2022-01-22 16:00:00,18.9,11.1,2022,1,22,22,16,18.1199207645389
"173",2022-01-22 17:00:00,18.9,11.1,2022,1,22,22,17,17.0235823721013
"183",2022-01-22 18:00:00,18.9,11.1,2022,1,22,22,18,13.1539579961582
"193",2022-01-22 19:00:00,18.9,11.1,2022,1,22,22,19,10.8662299394859
"203",2022-01-22 20:00:00,18.9,11.1,2022,1,22,22,20,9.23625018941508
"213",2022-01-22 21:00:00,18.9,11.1,2022,1,22,22,21,7.96906511139943
"223",2022-01-22 22:00:00,18.9,11.1,2022,1,22,22,22,6.93221724827909
"233",2022-01-22 23:00:00,18.9,11.1,2022,1,22,22,23,6.05471066665525
"4",2022-01-23 00:00:00,21.1,1.7,2022,1,23,23,0,4.98206596170843
"14",2022-01-23 01:00:00,21.1,1.7,2022,1,23,23,1,4.2936617573529
"24",2022-01-23 02:00:00,21.1,1.7,2022,1,23,23,2,3.67759611089204
"34",2022-01-23 03:00:00,21.1,1.7,2022,1,23,23,3,3.12010142381606
"44",2022-01-23 04:00:00,21.1,1.7,2022,1,23,23,4,2.61100123107573
"54",2022-01-23 05:00:00,21.1,1.7,2022,1,23,23,5,2.14256055306059
"64",2022-01-23 06:00:00,21.1,1.7,2022,1,23,23,6,1.70876240207161
"74",2022-01-23 07:00:00,21.1,1.7,2022,1,23,23,7,1.30483389622284
"84",2022-01-23 08:00:00,21.1,1.7,2022,1,23,23,8,5.94035294232468
"94",2022-01-23 09:00:00,21.1,1.7,2022,1,23,23,9,10.0583690490421
"104",2022-01-23 10:00:00,21.1,1.7,2022,1,23,23,10,13.7547497329899
"114",2022-01-23 11:00:00,21.1,1.7,2022,1,23,23,11,16.8430321778879
"124",2022-01-23 12:00:00,21.1,1.7,2022,1,23,23,12,19.1674289009574
"134",2022-01-23 13:00:00,21.1,1.7,2022,1,23,23,13,20.6106864058206
"144",2022-01-23 14:00:00,21.1,1.7,2022,1,23,23,14,21.1
"154",2022-01-23 15:00:00,21.1,1.7,2022,1,23,23,15,20.6106864058206
"164",2022-01-23 16:00:00,21.1,1.7,2022,1,23,23,16,19.1674289009574
"174",2022-01-23 17:00:00,21.1,1.7,2022,1,23,23,17,16.7752642303028
"184",2022-01-23 18:00:00,21.1,1.7,2022,1,23,23,18,12.6680522039003
"194",2022-01-23 19:00:00,21.1,1.7,2022,1,23,23,19,10.2500059076706
"204",2022-01-23 20:00:00,21.1,1.7,2022,1,23,23,20,8.53003545185811
"214",2022-01-23 21:00:00,21.1,1.7,2022,1,23,23,21,7.19409619637748
"224",2022-01-23 22:00:00,21.1,1.7,2022,1,23,23,22,6.10161392194488
"234",2022-01-23 23:00:00,21.1,1.7,2022,1,23,23,23,5.17738556165585
"5",2022-01-24 00:00:00,19.4,0.6,2022,1,24,24,0,4.04519843647575
"15",2022-01-24 01:00:00,19.4,0.6,2022,1,24,24,1,3.32103760503415
"25",2022-01-24 02:00:00,19.4,0.6,2022,1,24,24,2,2.67308476352791
"35",2022-01-24 03:00:00,19.4,0.6,2022,1,24,24,3,2.08681652036394
"45",2022-01-24 04:00:00,19.4,0.6,2022,1,24,24,4,1.55150237959823
"55",2022-01-24 05:00:00,19.4,0.6,2022,1,24,24,5,1.05898913763687
"65",2022-01-24 06:00:00,19.4,0.6,2022,1,24,24,6,0.602936351989346
"75",2022-01-24 07:00:00,19.4,0.6,2022,1,24,24,7,0.178315830941827
"85",2022-01-24 08:00:00,19.4,0.6,2022,1,24,24,8,4.75981330304727
"95",2022-01-24 09:00:00,19.4,0.6,2022,1,24,24,9,8.73885274557774
"105",2022-01-24 10:00:00,19.4,0.6,2022,1,24,24,10,12.3089992155994
"115",2022-01-24 11:00:00,19.4,0.6,2022,1,24,24,11,15.2908898657857
"125",2022-01-24 12:00:00,19.4,0.6,2022,1,24,24,12,17.53471560513
"135",2022-01-24 13:00:00,19.4,0.6,2022,1,24,24,13,18.9277474526528
"145",2022-01-24 14:00:00,19.4,0.6,2022,1,24,24,14,19.4
"155",2022-01-24 15:00:00,19.4,0.6,2022,1,24,24,15,18.9277474526528
"165",2022-01-24 16:00:00,19.4,0.6,2022,1,24,24,16,17.53471560513
"175",2022-01-24 17:00:00,19.4,0.6,2022,1,24,24,17,15.2735384856342
"185",2022-01-24 18:00:00,19.4,0.6,2022,1,24,24,18,11.6540942273032
"195",2022-01-24 19:00:00,19.4,0.6,2022,1,24,24,19,9.5324793349308
"205",2022-01-24 20:00:00,19.4,0.6,2022,1,24,24,20,8.02595131625975
"215",2022-01-24 21:00:00,19.4,0.6,2022,1,24,24,21,6.85688600679146
"225",2022-01-24 22:00:00,19.4,0.6,2022,1,24,24,22,5.90142720593974
"235",2022-01-24 23:00:00,19.4,0.6,2022,1,24,24,23,5.09344533036286
"6",2022-01-25 00:00:00,17.2,1.1,2022,1,25,25,0,4.10341050337671
"16",2022-01-25 01:00:00,17.2,1.1,2022,1,25,25,1,3.47073257995101
"26",2022-01-25 02:00:00,17.2,1.1,2022,1,25,25,2,2.90473580561009
"36",2022-01-25 03:00:00,17.2,1.1,2022,1,25,25,3,2.3926949977142
"46",2022-01-25 04:00:00,17.2,1.1,2022,1,25,25,4,1.9252124064582
"56",2022-01-25 05:00:00,17.2,1.1,2022,1,25,25,5,1.49515006276946
"66",2022-01-25 06:00:00,17.2,1.1,2022,1,25,25,6,1.0969587206587
"76",2022-01-25 07:00:00,17.2,1.1,2022,1,25,25,7,1.12858795088117
"86",2022-01-25 08:00:00,17.2,1.1,2022,1,25,25,8,4.70647248311673
"96",2022-01-25 09:00:00,17.2,1.1,2022,1,25,25,9,8.10392033860311
"106",2022-01-25 10:00:00,17.2,1.1,2022,1,25,25,10,11.1509526242967
"116",2022-01-25 11:00:00,17.2,1.1,2022,1,25,25,11,13.6951222101689
"126",2022-01-25 12:00:00,17.2,1.1,2022,1,25,25,12,15.6091408644891
"136",2022-01-25 13:00:00,17.2,1.1,2022,1,25,25,13,16.797247655533
"146",2022-01-25 14:00:00,17.2,1.1,2022,1,25,25,14,17.2
"156",2022-01-25 15:00:00,17.2,1.1,2022,1,25,25,15,16.797247655533
"166",2022-01-25 16:00:00,17.2,1.1,2022,1,25,25,16,15.6091408644891
"176",2022-01-25 17:00:00,17.2,1.1,2022,1,25,25,17,13.6951222101689
"186",2022-01-25 18:00:00,17.2,1.1,2022,1,25,25,18,10.6268519721774
"196",2022-01-25 19:00:00,17.2,1.1,2022,1,25,25,19,8.82631799361194
"206",2022-01-25 20:00:00,17.2,1.1,2022,1,25,25,20,7.55005014468756
"216",2022-01-25 21:00:00,17.2,1.1,2022,1,25,25,21,6.56061528595986
"226",2022-01-25 22:00:00,17.2,1.1,2022,1,25,25,22,5.75245266689364
"236",2022-01-25 23:00:00,17.2,1.1,2022,1,25,25,23,5.06931466894437
"7",2022-01-26 00:00:00,20.6,1.7,2022,1,26,26,0,4.23237622597431
"17",2022-01-26 01:00:00,20.6,1.7,2022,1,26,26,1,3.69773116012318
"27",2022-01-26 02:00:00,20.6,1.7,2022,1,26,26,2,3.21952210293887
"37",2022-01-26 03:00:00,20.6,1.7,2022,1,26,26,3,2.78696394562748
"47",2022-01-26 04:00:00,20.6,1.7,2022,1,26,26,4,2.39209532035689
"57",2022-01-26 05:00:00,20.6,1.7,2022,1,26,26,5,2.02887149773323
"67",2022-01-26 06:00:00,20.6,1.7,2022,1,26,26,6,1.69259460790445
"77",2022-01-26 07:00:00,20.6,1.7,2022,1,26,26,7,1.7965086992733
"87",2022-01-26 08:00:00,20.6,1.7,2022,1,26,26,8,5.98625319723386
"97",2022-01-26 09:00:00,20.6,1.7,2022,1,26,26,9,9.96245635104582
"107",2022-01-26 10:00:00,20.6,1.7,2022,1,26,26,10,13.5270235249044
"117",2022-01-26 11:00:00,20.6,1.7,2022,1,26,26,11,16.5023678076806
"127",2022-01-26 12:00:00,20.6,1.7,2022,1,26,26,12,18.7402574015285
"137",2022-01-26 13:00:00,20.6,1.7,2022,1,26,26,13,20.1292005373116
"147",2022-01-26 14:00:00,20.6,1.7,2022,1,26,26,14,20.6
"157",2022-01-26 15:00:00,20.6,1.7,2022,1,26,26,15,20.1292005373116
"167",2022-01-26 16:00:00,20.6,1.7,2022,1,26,26,16,18.7402574015285
"177",2022-01-26 17:00:00,20.6,1.7,2022,1,26,26,17,16.5023678076806
"187",2022-01-26 18:00:00,20.6,1.7,2022,1,26,26,18,14.343430720154
"197",2022-01-26 19:00:00,20.6,1.7,2022,1,26,26,19,13.0832445595623
"207",2022-01-26 20:00:00,20.6,1.7,2022,1,26,26,20,12.1916231930759
"217",2022-01-26 21:00:00,20.6,1.7,2022,1,26,26,21,11.5010691512983
"227",2022-01-26 22:00:00,20.6,1.7,2022,1,26,26,22,10.9373789400767
"237",2022-01-26 23:00:00,20.6,1.7,2022,1,26,26,23,10.461095450091
"8",2022-03-13 00:00:00,23.3,8.3,2022,3,13,72,0,9.62600695514016
"18",2022-03-13 01:00:00,23.3,8.3,2022,3,13,72,1,9.30918638892719
"28",2022-03-13 02:00:00,23.3,8.3,2022,3,13,72,2,9.0258615553889
"38",2022-03-13 03:00:00,23.3,8.3,2022,3,13,72,3,8.76962215151388
"48",2022-03-13 04:00:00,23.3,8.3,2022,3,13,72,4,8.53573840420293
"58",2022-03-13 05:00:00,23.3,8.3,2022,3,13,72,5,8.3206205647738
"68",2022-03-13 06:00:00,23.3,8.3,2022,3,13,72,6,8.12147962498573
"78",2022-03-13 07:00:00,23.3,8.3,2022,3,13,72,7,10.9696143696614
"88",2022-03-13 08:00:00,23.3,8.3,2022,3,13,72,8,13.8326722055654
"98",2022-03-13 09:00:00,23.3,8.3,2022,3,13,72,9,16.4777061293771
"108",2022-03-13 10:00:00,23.3,8.3,2022,3,13,72,10,18.8004842939421
"118",2022-03-13 11:00:00,23.3,8.3,2022,3,13,72,11,20.7094738624061
"128",2022-03-13 12:00:00,23.3,8.3,2022,3,13,72,12,22.129448007949
"138",2022-03-13 13:00:00,23.3,8.3,2022,3,13,72,13,23.004450348776
"148",2022-03-13 14:00:00,23.3,8.3,2022,3,13,72,14,23.3
"158",2022-03-13 15:00:00,23.3,8.3,2022,3,13,72,15,23.004450348776
"168",2022-03-13 16:00:00,23.3,8.3,2022,3,13,72,16,22.129448007949
"178",2022-03-13 17:00:00,23.3,8.3,2022,3,13,72,17,20.7094738624061
"188",2022-03-13 18:00:00,23.3,8.3,2022,3,13,72,18,18.7322017311532
"198",2022-03-13 19:00:00,23.3,8.3,2022,3,13,72,19,16.8388087450201
"208",2022-03-13 20:00:00,23.3,8.3,2022,3,13,72,20,15.6983718573752
"218",2022-03-13 21:00:00,23.3,8.3,2022,3,13,72,21,14.8796744485174
"228",2022-03-13 22:00:00,23.3,8.3,2022,3,13,72,22,14.2405656539506
"238",2022-03-13 23:00:00,23.3,8.3,2022,3,13,72,23,13.7162584533651
"9",2022-05-05 00:00:00,32.2,11.7,2022,5,5,125,0,12.8744265345216
"19",2022-05-05 01:00:00,32.2,11.7,2022,5,5,125,1,12.531137831469
"29",2022-05-05 02:00:00,32.2,11.7,2022,5,5,125,2,12.2278619593474
"39",2022-05-05 03:00:00,32.2,11.7,2022,5,5,125,3,11.9562374792662
"49",2022-05-05 04:00:00,32.2,11.7,2022,5,5,125,4,11.7102776918201
"59",2022-05-05 05:00:00,32.2,11.7,2022,5,5,125,5,11.485548633016
"69",2022-05-05 06:00:00,32.2,11.7,2022,5,5,125,6,15.1216097101802
"79",2022-05-05 07:00:00,32.2,11.7,2022,5,5,125,7,18.5959898066225
"89",2022-05-05 08:00:00,32.2,11.7,2022,5,5,125,8,21.8587860047701
"99",2022-05-05 09:00:00,32.2,11.7,2022,5,5,125,9,24.8098886527376
"109",2022-05-05 10:00:00,32.2,11.7,2022,5,5,125,10,27.3587515316307
"119",2022-05-05 11:00:00,32.2,11.7,2022,5,5,125,11,29.4271700095896
"129",2022-05-05 12:00:00,32.2,11.7,2022,5,5,125,12,30.9516805292217
"139",2022-05-05 13:00:00,32.2,11.7,2022,5,5,125,13,31.8855078069521
"149",2022-05-05 14:00:00,32.2,11.7,2022,5,5,125,14,32.2
"159",2022-05-05 15:00:00,32.2,11.7,2022,5,5,125,15,31.8855078069521
"169",2022-05-05 16:00:00,32.2,11.7,2022,5,5,125,16,30.9516805292217
"179",2022-05-05 17:00:00,32.2,11.7,2022,5,5,125,17,29.4271700095896
"189",2022-05-05 18:00:00,32.2,11.7,2022,5,5,125,18,27.3587515316307
"199",2022-05-05 19:00:00,32.2,11.7,2022,5,5,125,19,24.7902508013289
"209",2022-05-05 20:00:00,32.2,11.7,2022,5,5,125,20,22.5913707960538
"219",2022-05-05 21:00:00,32.2,11.7,2022,5,5,125,21,21.2879498014764
"229",2022-05-05 22:00:00,32.2,11.7,2022,5,5,125,22,20.358297575801
"239",2022-05-05 23:00:00,32.2,11.7,2022,5,5,125,23,19.6351484713385
"10",2022-06-22 00:00:00,40.6,17.2,2022,6,22,173,0,18.6712373010833
"20",2022-06-22 01:00:00,40.6,17.2,2022,6,22,173,1,18.1860542238384
"30",2022-06-22 02:00:00,40.6,17.2,2022,6,22,173,2,17.765389570277
"40",2022-06-22 03:00:00,40.6,17.2,2022,6,22,173,3,17.3940809787449
"50",2022-06-22 04:00:00,40.6,17.2,2022,6,22,173,4,17.0617533640158
"60",2022-06-22 05:00:00,40.6,17.2,2022,6,22,173,5,18.8700700432988
"70",2022-06-22 06:00:00,40.6,17.2,2022,6,22,173,6,22.7173940316046
"80",2022-06-22 07:00:00,40.6,17.2,2022,6,22,173,7,26.4119406341867
"90",2022-06-22 08:00:00,40.6,17.2,2022,6,22,173,8,29.8514073567616
"100",2022-06-22 09:00:00,40.6,17.2,2022,6,22,173,9,32.9405549013657
"110",2022-06-22 10:00:00,40.6,17.2,2022,6,22,173,10,35.5938443553754
"120",2022-06-22 11:00:00,40.6,17.2,2022,6,22,173,11,37.7378057755475
"130",2022-06-22 12:00:00,40.6,17.2,2022,6,22,173,12,39.313072580668
"140",2022-06-22 13:00:00,40.6,17.2,2022,6,22,173,13,40.2760254202022
"150",2022-06-22 14:00:00,40.6,17.2,2022,6,22,173,14,40.6
"160",2022-06-22 15:00:00,40.6,17.2,2022,6,22,173,15,40.2760254202022
"170",2022-06-22 16:00:00,40.6,17.2,2022,6,22,173,16,39.313072580668
"180",2022-06-22 17:00:00,40.6,17.2,2022,6,22,173,17,37.7378057755475
"190",2022-06-22 18:00:00,40.6,17.2,2022,6,22,173,18,35.5938443553754
"200",2022-06-22 19:00:00,40.6,17.2,2022,6,22,173,19,32.9405549013657
"210",2022-06-22 20:00:00,40.6,17.2,2022,6,22,173,20,17.2
"220",2022-06-22 21:00:00,40.6,17.2,2022,6,22,173,21,17.2
"230",2022-06-22 22:00:00,40.6,17.2,2022,6,22,173,22,17.2
"240",2022-06-22 23:00:00,40.6,17.2,2022,6,22,173,23,17.2
"11000",2021-10-29 00:00:00,29.375,11.125,2021,10,29,302,0,12.7083333333333
"21000",2021-10-29 01:00:00,29.375,11.125,2021,10,29,302,1,12.2083333333333
"31000",2021-10-29 02:00:00,29.375,11.125,2021,10,29,302,2,11.75
"41000",2021-10-29 03:00:00,29.375,11.125,2021,10,29,302,3,11.5833333333333
"5473",2021-10-29 04:00:00,29.375,11.125,2021,10,29,302,4,11.375
"6100",2021-10-29 05:00:00,29.375,11.125,2021,10,29,302,5,11.625
"7100",2021-10-29 06:00:00,29.375,11.125,2021,10,29,302,6,11.125
"8100",2021-10-29 07:00:00,29.375,11.125,2021,10,29,302,7,11.1666666666667
"9100",2021-10-29 08:00:00,29.375,11.125,2021,10,29,302,8,11.8333333333333
"10100",2021-10-29 09:00:00,29.375,11.125,2021,10,29,302,9,13.5833333333333
"11100",2021-10-29 10:00:00,29.375,11.125,2021,10,29,302,10,16.0833333333333
"12100",2021-10-29 11:00:00,29.375,11.125,2021,10,29,302,11,19.2083333333333
"13100",2021-10-29 12:00:00,29.375,11.125,2021,10,29,302,12,23.5416666666667
"14100",2021-10-29 13:00:00,29.375,11.125,2021,10,29,302,13,27.2916666666667
"15100",2021-10-29 14:00:00,29.375,11.125,2021,10,29,302,14,29
"16100",2021-10-29 15:00:00,29.375,11.125,2021,10,29,302,15,29.375
"17100",2021-10-29 16:00:00,29.375,11.125,2021,10,29,302,16,28.0833333333333
"18100",2021-10-29 17:00:00,29.375,11.125,2021,10,29,302,17,25.7083333333333
"19100",2021-10-29 18:00:00,29.375,11.125,2021,10,29,302,18,21.2916666666667
"20100",2021-10-29 19:00:00,29.375,11.125,2021,10,29,302,19,18.0416666666667
"21100",2021-10-29 20:00:00,29.375,11.125,2021,10,29,302,20,16.9583333333333
"22100",2021-10-29 21:00:00,29.375,11.125,2021,10,29,302,21,16.5416666666667
"23100",2021-10-29 22:00:00,29.375,11.125,2021,10,29,302,22,16.5833333333333
"24100",2021-10-29 23:00:00,29.375,11.125,2021,10,29,302,23,16.125
"25100",2021-10-30 00:00:00,28.75,13.0416666666667,2021,10,30,303,0,15.5416666666667
"26100",2021-10-30 01:00:00,28.75,13.0416666666667,2021,10,30,303,1,14.75
"27100",2021-10-30 02:00:00,28.75,13.0416666666667,2021,10,30,303,2,14.25
"28100",2021-10-30 03:00:00,28.75,13.0416666666667,2021,10,30,303,3,13.5833333333333
"29100",2021-10-30 04:00:00,28.75,13.0416666666667,2021,10,30,303,4,13.2083333333333
"30100",2021-10-30 05:00:00,28.75,13.0416666666667,2021,10,30,303,5,13.2083333333333
"31100",2021-10-30 06:00:00,28.75,13.0416666666667,2021,10,30,303,6,13.5
"32100",2021-10-30 07:00:00,28.75,13.0416666666667,2021,10,30,303,7,13.5833333333333
"33100",2021-10-30 08:00:00,28.75,13.0416666666667,2021,10,30,303,8,13.9583333333333
"34100",2021-10-30 09:00:00,28.75,13.0416666666667,2021,10,30,303,9,16.1666666666667
"35100",2021-10-30 10:00:00,28.75,13.0416666666667,2021,10,30,303,10,23.2083333333333
"36100",2021-10-30 11:00:00,28.75,13.0416666666667,2021,10,30,303,11,26.4583333333333
"37100",2021-10-30 12:00:00,28.75,13.0416666666667,2021,10,30,303,12,28.75
"38100",2021-10-30 13:00:00,28.75,13.0416666666667,2021,10,30,303,13,28.0416666666667
"39100",2021-10-30 14:00:00,28.75,13.0416666666667,2021,10,30,303,14,24.9166666666667
"40100",2021-10-30 15:00:00,28.75,13.0416666666667,2021,10,30,303,15,23.125
"41100",2021-10-30 16:00:00,28.75,13.0416666666667,2021,10,30,303,16,21.25
"42100",2021-10-30 17:00:00,28.75,13.0416666666667,2021,10,30,303,17,19
"43100",2021-10-30 18:00:00,28.75,13.0416666666667,2021,10,30,303,18,16.5416666666667
"44100",2021-10-30 19:00:00,28.75,13.0416666666667,2021,10,30,303,19,15.125
"45100",2021-10-30 20:00:00,28.75,13.0416666666667,2021,10,30,303,20,14.0833333333333
"46100",2021-10-30 21:00:00,28.75,13.0416666666667,2021,10,30,303,21,13.5
"47100",2021-10-30 22:00:00,28.75,13.0416666666667,2021,10,30,303,22,13.0416666666667
"48100",2021-10-30 23:00:00,28.75,13.0416666666667,2021,10,30,303,23,13.0416666666667
"49100",2021-10-31 00:00:00,28.4583333333333,9.83333333333333,2021,10,31,304,0,12.5416666666667
"50100",2021-10-31 01:00:00,28.4583333333333,9.83333333333333,2021,10,31,304,1,11.5416666666667
"51100",2021-10-31 02:00:00,28.4583333333333,9.83333333333333,2021,10,31,304,2,11.25
"52100",2021-10-31 03:00:00,28.4583333333333,9.83333333333333,2021,10,31,304,3,10.8333333333333
"53100",2021-10-31 04:00:00,28.4583333333333,9.83333333333333,2021,10,31,304,4,10.3333333333333
"5474",2021-10-31 05:00:00,28.4583333333333,9.83333333333333,2021,10,31,304,5,10.3333333333333
"5510",2021-10-31 06:00:00,28.4583333333333,9.83333333333333,2021,10,31,304,6,10.0833333333333
"5610",2021-10-31 07:00:00,28.4583333333333,9.83333333333333,2021,10,31,304,7,9.83333333333333
"5710",2021-10-31 08:00:00,28.4583333333333,9.83333333333333,2021,10,31,304,8,9.91666666666667
"5810",2021-10-31 09:00:00,28.4583333333333,9.83333333333333,2021,10,31,304,9,11.8333333333333
"5910",2021-10-31 10:00:00,28.4583333333333,9.83333333333333,2021,10,31,304,10,21.2916666666667
"6010",2021-10-31 11:00:00,28.4583333333333,9.83333333333333,2021,10,31,304,11,24.5
"6110",2021-10-31 12:00:00,28.4583333333333,9.83333333333333,2021,10,31,304,12,28.4583333333333
"6210",2021-10-31 13:00:00,28.4583333333333,9.83333333333333,2021,10,31,304,13,22.25
"6310",2021-10-31 14:00:00,28.4583333333333,9.83333333333333,2021,10,31,304,14,23.2083333333333
"6410",2021-10-31 15:00:00,28.4583333333333,9.83333333333333,2021,10,31,304,15,21.625
"6510",2021-10-31 16:00:00,28.4583333333333,9.83333333333333,2021,10,31,304,16,22.9583333333333
"6610",2021-10-31 17:00:00,28.4583333333333,9.83333333333333,2021,10,31,304,17,21.6666666666667
"6710",2021-10-31 18:00:00,28.4583333333333,9.83333333333333,2021,10,31,304,18,17.375
"6810",2021-10-31 19:00:00,28.4583333333333,9.83333333333333,2021,10,31,304,19,15.0416666666667
"6910",2021-10-31 20:00:00,28.4583333333333,9.83333333333333,2021,10,31,304,20,14.5416666666667
"7010",2021-10-31 21:00:00,28.4583333333333,9.83333333333333,2021,10,31,304,21,14.0416666666667
"7110",2021-10-31 22:00:00,28.4583333333333,9.83333333333333,2021,10,31,304,22,13.5416666666667
"7210",2021-10-31 23:00:00,28.4583333333333,9.83333333333333,2021,10,31,304,23,13.375
"7310",2021-11-01 00:00:00,19.75,12.7916666666667,2021,11,1,305,0,13.375
"7410",2021-11-01 01:00:00,19.75,12.7916666666667,2021,11,1,305,1,13.2083333333333
"7510",2021-11-01 02:00:00,19.75,12.7916666666667,2021,11,1,305,2,13.125
"7610",2021-11-01 03:00:00,19.75,12.7916666666667,2021,11,1,305,3,12.7916666666667
"7710",2021-11-01 04:00:00,19.75,12.7916666666667,2021,11,1,305,4,12.875
"7810",2021-11-01 05:00:00,19.75,12.7916666666667,2021,11,1,305,5,13.0833333333333
"7910",2021-11-01 06:00:00,19.75,12.7916666666667,2021,11,1,305,6,13.5833333333333
"8010",2021-11-01 07:00:00,19.75,12.7916666666667,2021,11,1,305,7,14
