"","DATE","Tmax","Tmin","Year","Month","Day","JDay","Hour","Temp"
"1158",2021-12-16 05:00:00,13.8333333333333,5,2021,12,16,350,5,6.58333333333333
"1159",2021-12-16 06:00:00,13.8333333333333,5,2021,12,16,350,6,6.83333333333333
"1160",2021-12-16 07:00:00,13.8333333333333,5,2021,12,16,350,7,7
"1161",2021-12-16 08:00:00,13.8333333333333,5,2021,12,16,350,8,7.16666666666667
"1162",2021-12-16 09:00:00,13.8333333333333,5,2021,12,16,350,9,8.16666666666667
"1163",2021-12-16 10:00:00,13.8333333333333,5,2021,12,16,350,10,9.45833333333333
"1164",2021-12-16 11:00:00,13.8333333333333,5,2021,12,16,350,11,11.5
"1165",2021-12-16 12:00:00,13.8333333333333,5,2021,12,16,350,12,13.625
"1166",2021-12-16 13:00:00,13.8333333333333,5,2021,12,16,350,13,13.8333333333333
"1167",2021-12-16 14:00:00,13.8333333333333,5,2021,12,16,350,14,12.9583333333333
"1168",2021-12-16 15:00:00,13.8333333333333,5,2021,12,16,350,15,11.7916666666667
"1169",2021-12-16 16:00:00,13.8333333333333,5,2021,12,16,350,16,10.5
"1170",2021-12-16 17:00:00,13.8333333333333,5,2021,12,16,350,17,8.08333333333333
"1171",2021-12-16 18:00:00,13.8333333333333,5,2021,12,16,350,18,6.79166666666667
"1172",2021-12-16 19:00:00,13.8333333333333,5,2021,12,16,350,19,6.04166666666667
"1173",2021-12-16 20:00:00,13.8333333333333,5,2021,12,16,350,20,5.66666666666667
"1174",2021-12-16 21:00:00,13.8333333333333,5,2021,12,16,350,21,5.58333333333333
"1175",2021-12-16 22:00:00,13.8333333333333,5,2021,12,16,350,22,5.33333333333333
"1176",2021-12-16 23:00:00,13.8333333333333,5,2021,12,16,350,23,5
"1177",2021-12-17 00:00:00,16.7916666666667,1.20833333333333,2021,12,17,351,0,4.54166666666667
"1178",2021-12-17 01:00:00,16.7916666666667,1.20833333333333,2021,12,17,351,1,4
"1179",2021-12-17 02:00:00,16.7916666666667,1.20833333333333,2021,12,17,351,2,3.125
"1180",2021-12-17 03:00:00,16.7916666666667,1.20833333333333,2021,12,17,351,3,2.66666666666667
"1181",2021-12-17 04:00:00,16.7916666666667,1.20833333333333,2021,12,17,351,4,2.54166666666667
"1182",2021-12-17 05:00:00,16.7916666666667,1.20833333333333,2021,12,17,351,5,2.16666666666667
"1183",2021-12-17 06:00:00,16.7916666666667,1.20833333333333,2021,12,17,351,6,1.79166666666667
"1184",2021-12-17 07:00:00,16.7916666666667,1.20833333333333,2021,12,17,351,7,1.20833333333333
"1185",2021-12-17 08:00:00,16.7916666666667,1.20833333333333,2021,12,17,351,8,1.91666666666667
"1186",2021-12-17 09:00:00,16.7916666666667,1.20833333333333,2021,12,17,351,9,7.33333333333333
"1187",2021-12-17 10:00:00,16.7916666666667,1.20833333333333,2021,12,17,351,10,11.625
"1188",2021-12-17 11:00:00,16.7916666666667,1.20833333333333,2021,12,17,351,11,13.8333333333333
"1189",2021-12-17 12:00:00,16.7916666666667,1.20833333333333,2021,12,17,351,12,15.4583333333333
"1190",2021-12-17 13:00:00,16.7916666666667,1.20833333333333,2021,12,17,351,13,16.7916666666667
"1191",2021-12-17 14:00:00,16.7916666666667,1.20833333333333,2021,12,17,351,14,16.2916666666667
"1192",2021-12-17 15:00:00,16.7916666666667,1.20833333333333,2021,12,17,351,15,15.0833333333333
"1193",2021-12-17 16:00:00,16.7916666666667,1.20833333333333,2021,12,17,351,16,12.625
"1194",2021-12-17 17:00:00,16.7916666666667,1.20833333333333,2021,12,17,351,17,8.625
"1195",2021-12-17 18:00:00,16.7916666666667,1.20833333333333,2021,12,17,351,18,6.125
"1196",2021-12-17 19:00:00,16.7916666666667,1.20833333333333,2021,12,17,351,19,5.04166666666667
"1197",2021-12-17 20:00:00,16.7916666666667,1.20833333333333,2021,12,17,351,20,4.20833333333333
"1198",2021-12-17 21:00:00,16.7916666666667,1.20833333333333,2021,12,17,351,21,3.70833333333333
"1199",2021-12-17 22:00:00,16.7916666666667,1.20833333333333,2021,12,17,351,22,3.125
"1200",2021-12-17 23:00:00,16.7916666666667,1.20833333333333,2021,12,17,351,23,2.375
"1201",2021-12-18 00:00:00,8.58333333333333,1.45833333333333,2021,12,18,352,0,1.75
"1202",2021-12-18 01:00:00,8.58333333333333,1.45833333333333,2021,12,18,352,1,1.45833333333333
"1203",2021-12-18 02:00:00,8.58333333333333,1.45833333333333,2021,12,18,352,2,1.5
"1204",2021-12-18 03:00:00,8.58333333333333,1.45833333333333,2021,12,18,352,3,1.625
"1205",2021-12-18 04:00:00,8.58333333333333,1.45833333333333,2021,12,18,352,4,1.83333333333333
"1206",2021-12-18 05:00:00,8.58333333333333,1.45833333333333,2021,12,18,352,5,2.375
"1207",2021-12-18 06:00:00,8.58333333333333,1.45833333333333,2021,12,18,352,6,2.625
"1208",2021-12-18 07:00:00,8.58333333333333,1.45833333333333,2021,12,18,352,7,3.625
"1209",2021-12-18 08:00:00,8.58333333333333,1.45833333333333,2021,12,18,352,8,4.08333333333333
"1210",2021-12-18 09:00:00,8.58333333333333,1.45833333333333,2021,12,18,352,9,5.04166666666667
"1211",2021-12-18 10:00:00,8.58333333333333,1.45833333333333,2021,12,18,352,10,6.33333333333333
"1212",2021-12-18 11:00:00,8.58333333333333,1.45833333333333,2021,12,18,352,11,7.45833333333333
"1213",2021-12-18 12:00:00,8.58333333333333,1.45833333333333,2021,12,18,352,12,7.83333333333333
"1214",2021-12-18 13:00:00,8.58333333333333,1.45833333333333,2021,12,18,352,13,8.375
"1215",2021-12-18 14:00:00,8.58333333333333,1.45833333333333,2021,12,18,352,14,8.58333333333333
"1216",2021-12-18 15:00:00,8.58333333333333,1.45833333333333,2021,12,18,352,15,8.375
"1217",2021-12-18 16:00:00,8.58333333333333,1.45833333333333,2021,12,18,352,16,7.45833333333333
"1218",2021-12-18 17:00:00,8.58333333333333,1.45833333333333,2021,12,18,352,17,6.54166666666667
"1219",2021-12-18 18:00:00,8.58333333333333,1.45833333333333,2021,12,18,352,18,5.58333333333333
"1220",2021-12-18 19:00:00,8.58333333333333,1.45833333333333,2021,12,18,352,19,4.5
"1221",2021-12-18 20:00:00,8.58333333333333,1.45833333333333,2021,12,18,352,20,4.625
"1222",2021-12-18 21:00:00,8.58333333333333,1.45833333333333,2021,12,18,352,21,4.625
"1223",2021-12-18 22:00:00,8.58333333333333,1.45833333333333,2021,12,18,352,22,4.625
"1224",2021-12-18 23:00:00,8.58333333333333,1.45833333333333,2021,12,18,352,23,4.70833333333333
"1225",2021-12-19 00:00:00,10.5416666666667,4.625,2021,12,19,353,0,4.625
"1226",2021-12-19 01:00:00,10.5416666666667,4.625,2021,12,19,353,1,4.625
"1227",2021-12-19 02:00:00,10.5416666666667,4.625,2021,12,19,353,2,4.625
"1228",2021-12-19 03:00:00,10.5416666666667,4.625,2021,12,19,353,3,4.625
"1229",2021-12-19 04:00:00,10.5416666666667,4.625,2021,12,19,353,4,4.625
"1230",2021-12-19 05:00:00,10.5416666666667,4.625,2021,12,19,353,5,4.66666666666667
"1231",2021-12-19 06:00:00,10.5416666666667,4.625,2021,12,19,353,6,4.70833333333333
"1232",2021-12-19 07:00:00,10.5416666666667,4.625,2021,12,19,353,7,4.91666666666667
"1233",2021-12-19 08:00:00,10.5416666666667,4.625,2021,12,19,353,8,5.125
"1234",2021-12-19 09:00:00,10.5416666666667,4.625,2021,12,19,353,9,5.79166666666667
"1235",2021-12-19 10:00:00,10.5416666666667,4.625,2021,12,19,353,10,6.5
"1236",2021-12-19 11:00:00,10.5416666666667,4.625,2021,12,19,353,11,7.625
"1237",2021-12-19 12:00:00,10.5416666666667,4.625,2021,12,19,353,12,9.125
"1238",2021-12-19 13:00:00,10.5416666666667,4.625,2021,12,19,353,13,9
"1239",2021-12-19 14:00:00,10.5416666666667,4.625,2021,12,19,353,14,10.1666666666667
"1240",2021-12-19 15:00:00,10.5416666666667,4.625,2021,12,19,353,15,10.5416666666667
"1241",2021-12-19 16:00:00,10.5416666666667,4.625,2021,12,19,353,16,8.83333333333333
"1242",2021-12-19 17:00:00,10.5416666666667,4.625,2021,12,19,353,17,7.58333333333333
"1243",2021-12-19 18:00:00,10.5416666666667,4.625,2021,12,19,353,18,7.08333333333333
"1244",2021-12-19 19:00:00,10.5416666666667,4.625,2021,12,19,353,19,6.875
"1245",2021-12-19 20:00:00,10.5416666666667,4.625,2021,12,19,353,20,6.58333333333333
"1246",2021-12-19 21:00:00,10.5416666666667,4.625,2021,12,19,353,21,6.58333333333333
"1247",2021-12-19 22:00:00,10.5416666666667,4.625,2021,12,19,353,22,6.41666666666667
"1248",2021-12-19 23:00:00,10.5416666666667,4.625,2021,12,19,353,23,6.20833333333333
"1249",2021-12-20 00:00:00,12.2083333333333,4.125,2021,12,20,354,0,6.125
"1250",2021-12-20 01:00:00,12.2083333333333,4.125,2021,12,20,354,1,6.125
"1251",2021-12-20 02:00:00,12.2083333333333,4.125,2021,12,20,354,2,6.04166666666667
"1252",2021-12-20 03:00:00,12.2083333333333,4.125,2021,12,20,354,3,5.70833333333333
"1253",2021-12-20 04:00:00,12.2083333333333,4.125,2021,12,20,354,4,5.58333333333333
"1254",2021-12-20 05:00:00,12.2083333333333,4.125,2021,12,20,354,5,5.41666666666667
"1255",2021-12-20 06:00:00,12.2083333333333,4.125,2021,12,20,354,6,5.16666666666667
"1256",2021-12-20 07:00:00,12.2083333333333,4.125,2021,12,20,354,7,5.16666666666667
"1257",2021-12-20 08:00:00,12.2083333333333,4.125,2021,12,20,354,8,5.5
"1258",2021-12-20 09:00:00,12.2083333333333,4.125,2021,12,20,354,9,6.79166666666667
"1259",2021-12-20 10:00:00,12.2083333333333,4.125,2021,12,20,354,10,10.875
"1260",2021-12-20 11:00:00,12.2083333333333,4.125,2021,12,20,354,11,10.8333333333333
"1261",2021-12-20 12:00:00,12.2083333333333,4.125,2021,12,20,354,12,11.1666666666667
"1262",2021-12-20 13:00:00,12.2083333333333,4.125,2021,12,20,354,13,12.2083333333333
"1263",2021-12-20 14:00:00,12.2083333333333,4.125,2021,12,20,354,14,10.9583333333333
"1264",2021-12-20 15:00:00,12.2083333333333,4.125,2021,12,20,354,15,10.4583333333333
"1265",2021-12-20 16:00:00,12.2083333333333,4.125,2021,12,20,354,16,8.33333333333333
"1266",2021-12-20 17:00:00,12.2083333333333,4.125,2021,12,20,354,17,6.375
"1267",2021-12-20 18:00:00,12.2083333333333,4.125,2021,12,20,354,18,5.20833333333333
"1268",2021-12-20 19:00:00,12.2083333333333,4.125,2021,12,20,354,19,4.66666666666667
"1269",2021-12-20 20:00:00,12.2083333333333,4.125,2021,12,20,354,20,4.16666666666667
"1270",2021-12-20 21:00:00,12.2083333333333,4.125,2021,12,20,354,21,4.125
"1271",2021-12-20 22:00:00,12.2083333333333,4.125,2021,12,20,354,22,4.875
"1272",2021-12-20 23:00:00,12.2083333333333,4.125,2021,12,20,354,23,5.20833333333333
"1273",2021-12-21 00:00:00,13.3333333333333,1.33333333333333,2021,12,21,355,0,4.66666666666667
"1274",2021-12-21 01:00:00,13.3333333333333,1.33333333333333,2021,12,21,355,1,3.58333333333333
"1275",2021-12-21 02:00:00,13.3333333333333,1.33333333333333,2021,12,21,355,2,2.66666666666667
"1276",2021-12-21 03:00:00,13.3333333333333,1.33333333333333,2021,12,21,355,3,1.91666666666667
"1277",2021-12-21 04:00:00,13.3333333333333,1.33333333333333,2021,12,21,355,4,1.33333333333333
"1278",2021-12-21 05:00:00,13.3333333333333,1.33333333333333,2021,12,21,355,5,2.04166666666667
"1279",2021-12-21 06:00:00,13.3333333333333,1.33333333333333,2021,12,21,355,6,3.125
"1280",2021-12-21 07:00:00,13.3333333333333,1.33333333333333,2021,12,21,355,7,3.5
"1281",2021-12-21 08:00:00,13.3333333333333,1.33333333333333,2021,12,21,355,8,3.95833333333333
"1282",2021-12-21 09:00:00,13.3333333333333,1.33333333333333,2021,12,21,355,9,5.5
"1283",2021-12-21 10:00:00,13.3333333333333,1.33333333333333,2021,12,21,355,10,9.29166666666667
"1284",2021-12-21 11:00:00,13.3333333333333,1.33333333333333,2021,12,21,355,11,10.2083333333333
"1285",2021-12-21 12:00:00,13.3333333333333,1.33333333333333,2021,12,21,355,12,13.3333333333333
"1286",2021-12-21 13:00:00,13.3333333333333,1.33333333333333,2021,12,21,355,13,11.0416666666667
"1287",2021-12-21 14:00:00,13.3333333333333,1.33333333333333,2021,12,21,355,14,10.9166666666667
"1288",2021-12-21 15:00:00,13.3333333333333,1.33333333333333,2021,12,21,355,15,9.45833333333333
"1289",2021-12-21 16:00:00,13.3333333333333,1.33333333333333,2021,12,21,355,16,8.125
"1290",2021-12-21 17:00:00,13.3333333333333,1.33333333333333,2021,12,21,355,17,7.125
"1291",2021-12-21 18:00:00,13.3333333333333,1.33333333333333,2021,12,21,355,18,6.54166666666667
"1292",2021-12-21 19:00:00,13.3333333333333,1.33333333333333,2021,12,21,355,19,6.16666666666667
"1293",2021-12-21 20:00:00,13.3333333333333,1.33333333333333,2021,12,21,355,20,5.875
"1294",2021-12-21 21:00:00,13.3333333333333,1.33333333333333,2021,12,21,355,21,5.58333333333333
"1295",2021-12-21 22:00:00,13.3333333333333,1.33333333333333,2021,12,21,355,22,5.58333333333333
"1296",2021-12-21 23:00:00,13.3333333333333,1.33333333333333,2021,12,21,355,23,5.54166666666667
"1297",2021-12-22 00:00:00,11.375,5.54166666666667,2021,12,22,356,0,5.54166666666667
"1298",2021-12-22 01:00:00,11.375,5.54166666666667,2021,12,22,356,1,5.58333333333333
"1299",2021-12-22 02:00:00,11.375,5.54166666666667,2021,12,22,356,2,5.58333333333333
"1300",2021-12-22 03:00:00,11.375,5.54166666666667,2021,12,22,356,3,5.58333333333333
"1301",2021-12-22 04:00:00,11.375,5.54166666666667,2021,12,22,356,4,5.625
"1302",2021-12-22 05:00:00,11.375,5.54166666666667,2021,12,22,356,5,5.66666666666667
"1303",2021-12-22 06:00:00,11.375,5.54166666666667,2021,12,22,356,6,5.66666666666667
"1304",2021-12-22 07:00:00,11.375,5.54166666666667,2021,12,22,356,7,5.75
"1305",2021-12-22 08:00:00,11.375,5.54166666666667,2021,12,22,356,8,6.16666666666667
"1306",2021-12-22 09:00:00,11.375,5.54166666666667,2021,12,22,356,9,7.08333333333333
"1307",2021-12-22 10:00:00,11.375,5.54166666666667,2021,12,22,356,10,8.375
"1308",2021-12-22 11:00:00,11.375,5.54166666666667,2021,12,22,356,11,9.75
"1309",2021-12-22 12:00:00,11.375,5.54166666666667,2021,12,22,356,12,10.0416666666667
"1310",2021-12-22 13:00:00,11.375,5.54166666666667,2021,12,22,356,13,11.0416666666667
"1311",2021-12-22 14:00:00,11.375,5.54166666666667,2021,12,22,356,14,11.375
"1312",2021-12-22 15:00:00,11.375,5.54166666666667,2021,12,22,356,15,10.5833333333333
"1313",2021-12-22 16:00:00,11.375,5.54166666666667,2021,12,22,356,16,9.95833333333333
"1314",2021-12-22 17:00:00,11.375,5.54166666666667,2021,12,22,356,17,8.54166666666667
"1315",2021-12-22 18:00:00,11.375,5.54166666666667,2021,12,22,356,18,8.08333333333333
"1316",2021-12-22 19:00:00,11.375,5.54166666666667,2021,12,22,356,19,7.83333333333333
"1317",2021-12-22 20:00:00,11.375,5.54166666666667,2021,12,22,356,20,7.66666666666667
"1318",2021-12-22 21:00:00,11.375,5.54166666666667,2021,12,22,356,21,7.58333333333333
"1319",2021-12-22 22:00:00,11.375,5.54166666666667,2021,12,22,356,22,7.875
"1320",2021-12-22 23:00:00,11.375,5.54166666666667,2021,12,22,356,23,8.58333333333333
"1321",2021-12-23 00:00:00,17.7083333333333,8.75,2021,12,23,357,0,8.75
"1322",2021-12-23 01:00:00,17.7083333333333,8.75,2021,12,23,357,1,9.08333333333333
"1323",2021-12-23 02:00:00,17.7083333333333,8.75,2021,12,23,357,2,9.29166666666667
"1324",2021-12-23 03:00:00,17.7083333333333,8.75,2021,12,23,357,3,9.5
"1325",2021-12-23 04:00:00,17.7083333333333,8.75,2021,12,23,357,4,9.75
"1326",2021-12-23 05:00:00,17.7083333333333,8.75,2021,12,23,357,5,10.0833333333333
"1327",2021-12-23 06:00:00,17.7083333333333,8.75,2021,12,23,357,6,10.0833333333333
"1328",2021-12-23 07:00:00,17.7083333333333,8.75,2021,12,23,357,7,10.0833333333333
"1329",2021-12-23 08:00:00,17.7083333333333,8.75,2021,12,23,357,8,10.0833333333333
"1330",2021-12-23 09:00:00,17.7083333333333,8.75,2021,12,23,357,9,10.3333333333333
"1331",2021-12-23 10:00:00,17.7083333333333,8.75,2021,12,23,357,10,11.2083333333333
"1332",2021-12-23 11:00:00,17.7083333333333,8.75,2021,12,23,357,11,11.7083333333333
"1333",2021-12-23 12:00:00,17.7083333333333,8.75,2021,12,23,357,12,13.25
"1334",2021-12-23 13:00:00,17.7083333333333,8.75,2021,12,23,357,13,17.2916666666667
"1335",2021-12-23 14:00:00,17.7083333333333,8.75,2021,12,23,357,14,16.9583333333333
"1336",2021-12-23 15:00:00,17.7083333333333,8.75,2021,12,23,357,15,17.3333333333333
"1337",2021-12-23 16:00:00,17.7083333333333,8.75,2021,12,23,357,16,17.7083333333333
"1338",2021-12-23 17:00:00,17.7083333333333,8.75,2021,12,23,357,17,13.6666666666667
"1339",2021-12-23 18:00:00,17.7083333333333,8.75,2021,12,23,357,18,12.125
"1340",2021-12-23 19:00:00,17.7083333333333,8.75,2021,12,23,357,19,11.5833333333333
"1341",2021-12-23 20:00:00,17.7083333333333,8.75,2021,12,23,357,20,11.5833333333333
"1342",2021-12-23 21:00:00,17.7083333333333,8.75,2021,12,23,357,21,10.5833333333333
"1343",2021-12-23 22:00:00,17.7083333333333,8.75,2021,12,23,357,22,10.0833333333333
"1344",2021-12-23 23:00:00,17.7083333333333,8.75,2021,12,23,357,23,9.58333333333333
"1345",2021-12-24 00:00:00,18.0833333333333,8.5,2021,12,24,358,0,9.625
"1346",2021-12-24 01:00:00,18.0833333333333,8.5,2021,12,24,358,1,9.875
"1347",2021-12-24 02:00:00,18.0833333333333,8.5,2021,12,24,358,2,9.875
"1348",2021-12-24 03:00:00,18.0833333333333,8.5,2021,12,24,358,3,9.625
"1349",2021-12-24 04:00:00,18.0833333333333,8.5,2021,12,24,358,4,9.625
"1350",2021-12-24 05:00:00,18.0833333333333,8.5,2021,12,24,358,5,9.70833333333333
"1351",2021-12-24 06:00:00,18.0833333333333,8.5,2021,12,24,358,6,9.79166666666667
"1352",2021-12-24 07:00:00,18.0833333333333,8.5,2021,12,24,358,7,9.875
"1353",2021-12-24 08:00:00,18.0833333333333,8.5,2021,12,24,358,8,9.70833333333333
"1354",2021-12-24 09:00:00,18.0833333333333,8.5,2021,12,24,358,9,13.5
"1355",2021-12-24 10:00:00,18.0833333333333,8.5,2021,12,24,358,10,15.9166666666667
"1356",2021-12-24 11:00:00,18.0833333333333,8.5,2021,12,24,358,11,17.4583333333333
"1357",2021-12-24 12:00:00,18.0833333333333,8.5,2021,12,24,358,12,17.5
"1358",2021-12-24 13:00:00,18.0833333333333,8.5,2021,12,24,358,13,17.9583333333333
"1359",2021-12-24 14:00:00,18.0833333333333,8.5,2021,12,24,358,14,18.0833333333333
"1360",2021-12-24 15:00:00,18.0833333333333,8.5,2021,12,24,358,15,15.75
"1361",2021-12-24 16:00:00,18.0833333333333,8.5,2021,12,24,358,16,12.0833333333333
"1362",2021-12-24 17:00:00,18.0833333333333,8.5,2021,12,24,358,17,11.0416666666667
"1363",2021-12-24 18:00:00,18.0833333333333,8.5,2021,12,24,358,18,9.70833333333333
"1364",2021-12-24 19:00:00,18.0833333333333,8.5,2021,12,24,358,19,9.08333333333333
"1365",2021-12-24 20:00:00,18.0833333333333,8.5,2021,12,24,358,20,8.58333333333333
"1366",2021-12-24 21:00:00,18.0833333333333,8.5,2021,12,24,358,21,9.08333333333333
"1367",2021-12-24 22:00:00,18.0833333333333,8.5,2021,12,24,358,22,8.54166666666667
"1368",2021-12-24 23:00:00,18.0833333333333,8.5,2021,12,24,358,23,8.5
"1369",2021-12-25 00:00:00,12.7083333333333,5.20833333333333,2021,12,25,359,0,8.79166666666667
"1370",2021-12-25 01:00:00,12.7083333333333,5.20833333333333,2021,12,25,359,1,8.91666666666667
"1371",2021-12-25 02:00:00,12.7083333333333,5.20833333333333,2021,12,25,359,2,8.91666666666667
"1372",2021-12-25 03:00:00,12.7083333333333,5.20833333333333,2021,12,25,359,3,8.29166666666667
"1373",2021-12-25 04:00:00,12.7083333333333,5.20833333333333,2021,12,25,359,4,8.08333333333333
"1374",2021-12-25 05:00:00,12.7083333333333,5.20833333333333,2021,12,25,359,5,7.79166666666667
"1375",2021-12-25 06:00:00,12.7083333333333,5.20833333333333,2021,12,25,359,6,7.875
"1376",2021-12-25 07:00:00,12.7083333333333,5.20833333333333,2021,12,25,359,7,8.08333333333333
"1377",2021-12-25 08:00:00,12.7083333333333,5.20833333333333,2021,12,25,359,8,8.33333333333333
"1378",2021-12-25 09:00:00,12.7083333333333,5.20833333333333,2021,12,25,359,9,8.5
"1379",2021-12-25 10:00:00,12.7083333333333,5.20833333333333,2021,12,25,359,10,9.08333333333333
"1380",2021-12-25 11:00:00,12.7083333333333,5.20833333333333,2021,12,25,359,11,10.3333333333333
"1381",2021-12-25 12:00:00,12.7083333333333,5.20833333333333,2021,12,25,359,12,9.95833333333333
"1382",2021-12-25 13:00:00,12.7083333333333,5.20833333333333,2021,12,25,359,13,9.79166666666667
"1383",2021-12-25 14:00:00,12.7083333333333,5.20833333333333,2021,12,25,359,14,12.7083333333333
"1384",2021-12-25 15:00:00,12.7083333333333,5.20833333333333,2021,12,25,359,15,11.25
"1385",2021-12-25 16:00:00,12.7083333333333,5.20833333333333,2021,12,25,359,16,10.0416666666667
"1386",2021-12-25 17:00:00,12.7083333333333,5.20833333333333,2021,12,25,359,17,9.04166666666667
"1387",2021-12-25 18:00:00,12.7083333333333,5.20833333333333,2021,12,25,359,18,8.5
"1388",2021-12-25 19:00:00,12.7083333333333,5.20833333333333,2021,12,25,359,19,7.75
"1389",2021-12-25 20:00:00,12.7083333333333,5.20833333333333,2021,12,25,359,20,7.08333333333333
"1390",2021-12-25 21:00:00,12.7083333333333,5.20833333333333,2021,12,25,359,21,6.16666666666667
"1391",2021-12-25 22:00:00,12.7083333333333,5.20833333333333,2021,12,25,359,22,5.54166666666667
"1392",2021-12-25 23:00:00,12.7083333333333,5.20833333333333,2021,12,25,359,23,5.20833333333333
"1393",2021-12-26 00:00:00,9.91666666666667,4.125,2021,12,26,360,0,5.125
"1394",2021-12-26 01:00:00,9.91666666666667,4.125,2021,12,26,360,1,5.58333333333333
"1395",2021-12-26 02:00:00,9.91666666666667,4.125,2021,12,26,360,2,5.45833333333333
"1396",2021-12-26 03:00:00,9.91666666666667,4.125,2021,12,26,360,3,5.04166666666667
"1397",2021-12-26 04:00:00,9.91666666666667,4.125,2021,12,26,360,4,4.625
"1398",2021-12-26 05:00:00,9.91666666666667,4.125,2021,12,26,360,5,4.125
"1399",2021-12-26 06:00:00,9.91666666666667,4.125,2021,12,26,360,6,4.20833333333333
"1400",2021-12-26 07:00:00,9.91666666666667,4.125,2021,12,26,360,7,4.29166666666667
"1401",2021-12-26 08:00:00,9.91666666666667,4.125,2021,12,26,360,8,5.08333333333333
"1402",2021-12-26 09:00:00,9.91666666666667,4.125,2021,12,26,360,9,7.375
"1403",2021-12-26 10:00:00,9.91666666666667,4.125,2021,12,26,360,10,8.20833333333333
"1404",2021-12-26 11:00:00,9.91666666666667,4.125,2021,12,26,360,11,9.875
"1405",2021-12-26 12:00:00,9.91666666666667,4.125,2021,12,26,360,12,9.79166666666667
"1406",2021-12-26 13:00:00,9.91666666666667,4.125,2021,12,26,360,13,8.875
"1407",2021-12-26 14:00:00,9.91666666666667,4.125,2021,12,26,360,14,9.33333333333333
"1408",2021-12-26 15:00:00,9.91666666666667,4.125,2021,12,26,360,15,9.91666666666667
"1409",2021-12-26 16:00:00,9.91666666666667,4.125,2021,12,26,360,16,8.625
"1410",2021-12-26 17:00:00,9.91666666666667,4.125,2021,12,26,360,17,7.91666666666667
"1411",2021-12-26 18:00:00,9.91666666666667,4.125,2021,12,26,360,18,7.29166666666667
"1412",2021-12-26 19:00:00,9.91666666666667,4.125,2021,12,26,360,19,7.04166666666667
"1413",2021-12-26 20:00:00,9.91666666666667,4.125,2021,12,26,360,20,6.625
"1414",2021-12-26 21:00:00,9.91666666666667,4.125,2021,12,26,360,21,6.58333333333333
"1415",2021-12-26 22:00:00,9.91666666666667,4.125,2021,12,26,360,22,6.91666666666667
"1416",2021-12-26 23:00:00,9.91666666666667,4.125,2021,12,26,360,23,7.04166666666667
"1417",2021-12-27 00:00:00,15.9166666666667,3,2021,12,27,361,0,6.91666666666667
"1418",2021-12-27 01:00:00,15.9166666666667,3,2021,12,27,361,1,6.875
"1419",2021-12-27 02:00:00,15.9166666666667,3,2021,12,27,361,2,7.08333333333333
"1420",2021-12-27 03:00:00,15.9166666666667,3,2021,12,27,361,3,7.08333333333333
"1421",2021-12-27 04:00:00,15.9166666666667,3,2021,12,27,361,4,7.04166666666667
"1422",2021-12-27 05:00:00,15.9166666666667,3,2021,12,27,361,5,7.04166666666667
"1423",2021-12-27 06:00:00,15.9166666666667,3,2021,12,27,361,6,7.08333333333333
"1424",2021-12-27 07:00:00,15.9166666666667,3,2021,12,27,361,7,7.08333333333333
"1425",2021-12-27 08:00:00,15.9166666666667,3,2021,12,27,361,8,7.08333333333333
"1426",2021-12-27 09:00:00,15.9166666666667,3,2021,12,27,361,9,8.04166666666667
"1427",2021-12-27 10:00:00,15.9166666666667,3,2021,12,27,361,10,12.4583333333333
"1428",2021-12-27 11:00:00,15.9166666666667,3,2021,12,27,361,11,13.1666666666667
"1429",2021-12-27 12:00:00,15.9166666666667,3,2021,12,27,361,12,15.9166666666667
"1430",2021-12-27 13:00:00,15.9166666666667,3,2021,12,27,361,13,13.4583333333333
"1431",2021-12-27 14:00:00,15.9166666666667,3,2021,12,27,361,14,15.625
"1432",2021-12-27 15:00:00,15.9166666666667,3,2021,12,27,361,15,14.0833333333333
"1433",2021-12-27 16:00:00,15.9166666666667,3,2021,12,27,361,16,11.4166666666667
"1434",2021-12-27 17:00:00,15.9166666666667,3,2021,12,27,361,17,8.83333333333333
"1435",2021-12-27 18:00:00,15.9166666666667,3,2021,12,27,361,18,7.54166666666667
"1436",2021-12-27 19:00:00,15.9166666666667,3,2021,12,27,361,19,6.875
"1437",2021-12-27 20:00:00,15.9166666666667,3,2021,12,27,361,20,6.58333333333333
"1438",2021-12-27 21:00:00,15.9166666666667,3,2021,12,27,361,21,5.20833333333333
"1439",2021-12-27 22:00:00,15.9166666666667,3,2021,12,27,361,22,3.70833333333333
"1440",2021-12-27 23:00:00,15.9166666666667,3,2021,12,27,361,23,3
"1441",2021-12-28 00:00:00,13.9166666666667,2.66666666666667,2021,12,28,362,0,2.66666666666667
"1442",2021-12-28 01:00:00,13.9166666666667,2.66666666666667,2021,12,28,362,1,3.125
"1443",2021-12-28 02:00:00,13.9166666666667,2.66666666666667,2021,12,28,362,2,3.66666666666667
"1444",2021-12-28 03:00:00,13.9166666666667,2.66666666666667,2021,12,28,362,3,3.875
"1445",2021-12-28 04:00:00,13.9166666666667,2.66666666666667,2021,12,28,362,4,3.75
"1446",2021-12-28 05:00:00,13.9166666666667,2.66666666666667,2021,12,28,362,5,3.95833333333333
"1447",2021-12-28 06:00:00,13.9166666666667,2.66666666666667,2021,12,28,362,6,3.95833333333333
"1448",2021-12-28 07:00:00,13.9166666666667,2.66666666666667,2021,12,28,362,7,3.66666666666667
