1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: 4600000048328721
Is Mission Active?  true
Mission Start:  Thu Oct 28 12:10:00 PDT 2021
Sample Rate:  Every 60 minute(s)
Number of Mission Samples:  2716
Total Samples:  12445
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 �C
Low Temperature Alarm:  -40 �C

Date/Time,Unit,Value
12/8/21 4:10:00 PM,C,11
12/8/21 5:10:00 PM,C,11
12/8/21 6:10:00 PM,C,10.5
12/8/21 7:10:00 PM,C,10.5
12/8/21 8:10:00 PM,C,10.5
12/8/21 9:10:00 PM,C,10.5
12/8/21 10:10:00 PM,C,10.5
12/8/21 11:10:00 PM,C,10.5
12/9/21 12:10:00 AM,C,10.5
12/9/21 1:10:00 AM,C,10.5
12/9/21 2:10:00 AM,C,10.5
12/9/21 3:10:00 AM,C,10.5
12/9/21 4:10:00 AM,C,10.5
12/9/21 5:10:00 AM,C,10
12/9/21 6:10:00 AM,C,10
12/9/21 7:10:00 AM,C,9
12/9/21 8:10:00 AM,C,10
12/9/21 9:10:00 AM,C,12
12/9/21 10:10:00 AM,C,11.5
12/9/21 11:10:00 AM,C,16
12/9/21 12:10:00 PM,C,18.5
12/9/21 1:10:00 PM,C,19.5
12/9/21 2:10:00 PM,C,18.5
12/9/21 3:10:00 PM,C,16
12/9/21 4:10:00 PM,C,14.5
12/9/21 5:10:00 PM,C,11
12/9/21 6:10:00 PM,C,9
12/9/21 7:10:00 PM,C,7.5
12/9/21 8:10:00 PM,C,6.5
12/9/21 9:10:00 PM,C,5.5
12/9/21 10:10:00 PM,C,5
12/9/21 11:10:00 PM,C,5.5
12/10/21 12:10:00 AM,C,5.5
12/10/21 1:10:00 AM,C,5.5
12/10/21 2:10:00 AM,C,5.5
12/10/21 3:10:00 AM,C,5
12/10/21 4:10:00 AM,C,5
12/10/21 5:10:00 AM,C,4.5
12/10/21 6:10:00 AM,C,4
12/10/21 7:10:00 AM,C,3.5
12/10/21 8:10:00 AM,C,3.5
12/10/21 9:10:00 AM,C,9
12/10/21 10:10:00 AM,C,12
12/10/21 11:10:00 AM,C,14.5
12/10/21 12:10:00 PM,C,17
12/10/21 1:10:00 PM,C,17
12/10/21 2:10:00 PM,C,16.5
12/10/21 3:10:00 PM,C,15
12/10/21 4:10:00 PM,C,13.5
12/10/21 5:10:00 PM,C,10
12/10/21 6:10:00 PM,C,8
12/10/21 7:10:00 PM,C,6
12/10/21 8:10:00 PM,C,5
12/10/21 9:10:00 PM,C,4
12/10/21 10:10:00 PM,C,4
12/10/21 11:10:00 PM,C,3.5
12/11/21 12:10:00 AM,C,3
12/11/21 1:10:00 AM,C,3
12/11/21 2:10:00 AM,C,2.5
12/11/21 3:10:00 AM,C,2.5
12/11/21 4:10:00 AM,C,3
12/11/21 5:10:00 AM,C,2.5
12/11/21 6:10:00 AM,C,2.5
12/11/21 7:10:00 AM,C,2
12/11/21 8:10:00 AM,C,2.5
12/11/21 9:10:00 AM,C,8
12/11/21 10:10:00 AM,C,11
12/11/21 11:10:00 AM,C,16.5
12/11/21 12:10:00 PM,C,17.5
12/11/21 1:10:00 PM,C,18
12/11/21 2:10:00 PM,C,17
12/11/21 3:10:00 PM,C,15.5
12/11/21 4:10:00 PM,C,13.5
12/11/21 5:10:00 PM,C,11
12/11/21 6:10:00 PM,C,10
12/11/21 7:10:00 PM,C,9.5
12/11/21 8:10:00 PM,C,9
12/11/21 9:10:00 PM,C,9
12/11/21 10:10:00 PM,C,8.5
12/11/21 11:10:00 PM,C,8.5
12/12/21 12:10:00 AM,C,8.5
12/12/21 1:10:00 AM,C,8.5
12/12/21 2:10:00 AM,C,8
12/12/21 3:10:00 AM,C,7.5
12/12/21 4:10:00 AM,C,7.5
12/12/21 5:10:00 AM,C,7.5
12/12/21 6:10:00 AM,C,7
12/12/21 7:10:00 AM,C,7
12/12/21 8:10:00 AM,C,7
12/12/21 9:10:00 AM,C,7.5
12/12/21 10:10:00 AM,C,9.5
12/12/21 11:10:00 AM,C,10.5
12/12/21 12:10:00 PM,C,11.5
12/12/21 1:10:00 PM,C,11.5
12/12/21 2:10:00 PM,C,11.5
12/12/21 3:10:00 PM,C,10.5
12/12/21 4:10:00 PM,C,10
12/12/21 5:10:00 PM,C,9.5
12/12/21 6:10:00 PM,C,9.5
12/12/21 7:10:00 PM,C,9
12/12/21 8:10:00 PM,C,9
12/12/21 9:10:00 PM,C,8.5
12/12/21 10:10:00 PM,C,8.5
12/12/21 11:10:00 PM,C,8.5
12/13/21 12:10:00 AM,C,9
12/13/21 1:10:00 AM,C,9
12/13/21 2:10:00 AM,C,9
12/13/21 3:10:00 AM,C,9
12/13/21 4:10:00 AM,C,9
12/13/21 5:10:00 AM,C,9
12/13/21 6:10:00 AM,C,9.5
12/13/21 7:10:00 AM,C,9.5
12/13/21 8:10:00 AM,C,9.5
12/13/21 9:10:00 AM,C,9.5
12/13/21 10:10:00 AM,C,10
12/13/21 11:10:00 AM,C,10
12/13/21 12:10:00 PM,C,12.5
12/13/21 1:10:00 PM,C,11.5
12/13/21 2:10:00 PM,C,10.5
12/13/21 3:10:00 PM,C,10
12/13/21 4:10:00 PM,C,9.5
12/13/21 5:10:00 PM,C,9.5
12/13/21 6:10:00 PM,C,10
12/13/21 7:10:00 PM,C,10
12/13/21 8:10:00 PM,C,10
12/13/21 9:10:00 PM,C,9.5
12/13/21 10:10:00 PM,C,8
12/13/21 11:10:00 PM,C,7
12/14/21 12:10:00 AM,C,6.5
12/14/21 1:10:00 AM,C,6.5
12/14/21 2:10:00 AM,C,6
12/14/21 3:10:00 AM,C,6
12/14/21 4:10:00 AM,C,6.5
12/14/21 5:10:00 AM,C,6.5
12/14/21 6:10:00 AM,C,6.5
12/14/21 7:10:00 AM,C,6
12/14/21 8:10:00 AM,C,6
12/14/21 9:10:00 AM,C,8
12/14/21 10:10:00 AM,C,11
12/14/21 11:10:00 AM,C,15.5
12/14/21 12:10:00 PM,C,14.5
12/14/21 1:10:00 PM,C,17
12/14/21 2:10:00 PM,C,17.5
12/14/21 3:10:00 PM,C,15
12/14/21 4:10:00 PM,C,11.5
12/14/21 5:10:00 PM,C,8.5
12/14/21 6:10:00 PM,C,6.5
12/14/21 7:10:00 PM,C,5
12/14/21 8:10:00 PM,C,4.5
12/14/21 9:10:00 PM,C,4
12/14/21 10:10:00 PM,C,3.5
12/14/21 11:10:00 PM,C,3
12/15/21 12:10:00 AM,C,3
12/15/21 1:10:00 AM,C,3
12/15/21 2:10:00 AM,C,3.5
12/15/21 3:10:00 AM,C,4
12/15/21 4:10:00 AM,C,4.5
12/15/21 5:10:00 AM,C,4.5
12/15/21 6:10:00 AM,C,5
12/15/21 7:10:00 AM,C,5.5
12/15/21 8:10:00 AM,C,6
12/15/21 9:10:00 AM,C,9
12/15/21 10:10:00 AM,C,11
12/15/21 11:10:00 AM,C,12.5
12/15/21 12:10:00 PM,C,13
12/15/21 1:10:00 PM,C,12.5
12/15/21 2:10:00 PM,C,11.5
12/15/21 3:10:00 PM,C,11
12/15/21 4:10:00 PM,C,10
12/15/21 5:10:00 PM,C,9
12/15/21 6:10:00 PM,C,8.5
12/15/21 7:10:00 PM,C,8
12/15/21 8:10:00 PM,C,7.5
12/15/21 9:10:00 PM,C,7.5
12/15/21 10:10:00 PM,C,7.5
12/15/21 11:10:00 PM,C,7
12/16/21 12:10:00 AM,C,7
12/16/21 1:10:00 AM,C,6.5
12/16/21 2:10:00 AM,C,6.5
12/16/21 3:10:00 AM,C,7
12/16/21 4:10:00 AM,C,7
12/16/21 5:10:00 AM,C,6.5
12/16/21 6:10:00 AM,C,7
12/16/21 7:10:00 AM,C,7
12/16/21 8:10:00 AM,C,7.5
12/16/21 9:10:00 AM,C,8.5
12/16/21 10:10:00 AM,C,10
12/16/21 11:10:00 AM,C,12
12/16/21 12:10:00 PM,C,14
12/16/21 1:10:00 PM,C,14
12/16/21 2:10:00 PM,C,13
12/16/21 3:10:00 PM,C,11.5
12/16/21 4:10:00 PM,C,10.5
12/16/21 5:10:00 PM,C,8
12/16/21 6:10:00 PM,C,7
12/16/21 7:10:00 PM,C,6
12/16/21 8:10:00 PM,C,5.5
12/16/21 9:10:00 PM,C,5.5
12/16/21 10:10:00 PM,C,5.5
12/16/21 11:10:00 PM,C,5
12/17/21 12:10:00 AM,C,4.5
12/17/21 1:10:00 AM,C,4
12/17/21 2:10:00 AM,C,3.5
12/17/21 3:10:00 AM,C,3
12/17/21 4:10:00 AM,C,2.5
12/17/21 5:10:00 AM,C,2
12/17/21 6:10:00 AM,C,2
12/17/21 7:10:00 AM,C,1.5
12/17/21 8:10:00 AM,C,2
12/17/21 9:10:00 AM,C,7
12/17/21 10:10:00 AM,C,10.5
12/17/21 11:10:00 AM,C,13.5
12/17/21 12:10:00 PM,C,15.5
12/17/21 1:10:00 PM,C,16.5
12/17/21 2:10:00 PM,C,15.5
12/17/21 3:10:00 PM,C,13.5
12/17/21 4:10:00 PM,C,12
12/17/21 5:10:00 PM,C,8.5
12/17/21 6:10:00 PM,C,6
12/17/21 7:10:00 PM,C,5
12/17/21 8:10:00 PM,C,4.5
12/17/21 9:10:00 PM,C,4
12/17/21 10:10:00 PM,C,3
12/17/21 11:10:00 PM,C,2.5
12/18/21 12:10:00 AM,C,2
12/18/21 1:10:00 AM,C,1.5
12/18/21 2:10:00 AM,C,1.5
12/18/21 3:10:00 AM,C,1.5
12/18/21 4:10:00 AM,C,2
12/18/21 5:10:00 AM,C,2.5
12/18/21 6:10:00 AM,C,2.5
12/18/21 7:10:00 AM,C,3.5
12/18/21 8:10:00 AM,C,4
12/18/21 9:10:00 AM,C,5.5
12/18/21 10:10:00 AM,C,6.5
12/18/21 11:10:00 AM,C,7.5
12/18/21 12:10:00 PM,C,8
12/18/21 1:10:00 PM,C,8.5
12/18/21 2:10:00 PM,C,9
12/18/21 3:10:00 PM,C,8.5
12/18/21 4:10:00 PM,C,7.5
12/18/21 5:10:00 PM,C,6.5
12/18/21 6:10:00 PM,C,5.5
12/18/21 7:10:00 PM,C,4.5
12/18/21 8:10:00 PM,C,4.5
12/18/21 9:10:00 PM,C,4.5
12/18/21 10:10:00 PM,C,4.5
12/18/21 11:10:00 PM,C,5
12/19/21 12:10:00 AM,C,4.5
12/19/21 1:10:00 AM,C,4.5
12/19/21 2:10:00 AM,C,4.5
12/19/21 3:10:00 AM,C,4.5
12/19/21 4:10:00 AM,C,4.5
12/19/21 5:10:00 AM,C,5
12/19/21 6:10:00 AM,C,5
12/19/21 7:10:00 AM,C,5
12/19/21 8:10:00 AM,C,5
12/19/21 9:10:00 AM,C,6
12/19/21 10:10:00 AM,C,6.5
12/19/21 11:10:00 AM,C,8
12/19/21 12:10:00 PM,C,9.5
12/19/21 1:10:00 PM,C,9
12/19/21 2:10:00 PM,C,10.5
12/19/21 3:10:00 PM,C,10.5
12/19/21 4:10:00 PM,C,9
12/19/21 5:10:00 PM,C,7.5
12/19/21 6:10:00 PM,C,7
12/19/21 7:10:00 PM,C,7
12/19/21 8:10:00 PM,C,6.5
12/19/21 9:10:00 PM,C,6.5
12/19/21 10:10:00 PM,C,6.5
12/19/21 11:10:00 PM,C,6.5
12/20/21 12:10:00 AM,C,6
12/20/21 1:10:00 AM,C,6
12/20/21 2:10:00 AM,C,6
12/20/21 3:10:00 AM,C,6
12/20/21 4:10:00 AM,C,5.5
12/20/21 5:10:00 AM,C,5.5
12/20/21 6:10:00 AM,C,5.5
12/20/21 7:10:00 AM,C,5.5
12/20/21 8:10:00 AM,C,5.5
12/20/21 9:10:00 AM,C,7
12/20/21 10:10:00 AM,C,10.5
12/20/21 11:10:00 AM,C,11
12/20/21 12:10:00 PM,C,11
12/20/21 1:10:00 PM,C,11.5
12/20/21 2:10:00 PM,C,11
12/20/21 3:10:00 PM,C,10
12/20/21 4:10:00 PM,C,8
12/20/21 5:10:00 PM,C,6.5
12/20/21 6:10:00 PM,C,5.5
12/20/21 7:10:00 PM,C,5
12/20/21 8:10:00 PM,C,4.5
12/20/21 9:10:00 PM,C,4
12/20/21 10:10:00 PM,C,5
12/20/21 11:10:00 PM,C,5.5
12/21/21 12:10:00 AM,C,4.5
12/21/21 1:10:00 AM,C,3.5
12/21/21 2:10:00 AM,C,3
12/21/21 3:10:00 AM,C,2
12/21/21 4:10:00 AM,C,1.5
12/21/21 5:10:00 AM,C,2
12/21/21 6:10:00 AM,C,3
12/21/21 7:10:00 AM,C,3.5
12/21/21 8:10:00 AM,C,4
12/21/21 9:10:00 AM,C,6
12/21/21 10:10:00 AM,C,9.5
12/21/21 11:10:00 AM,C,10.5
12/21/21 12:10:00 PM,C,13.5
12/21/21 1:10:00 PM,C,11.5
12/21/21 2:10:00 PM,C,11
12/21/21 3:10:00 PM,C,9.5
12/21/21 4:10:00 PM,C,8.5
12/21/21 5:10:00 PM,C,7
12/21/21 6:10:00 PM,C,6.5
12/21/21 7:10:00 PM,C,6.5
12/21/21 8:10:00 PM,C,6
12/21/21 9:10:00 PM,C,5.5
12/21/21 10:10:00 PM,C,5.5
12/21/21 11:10:00 PM,C,5.5
12/22/21 12:10:00 AM,C,5.5
12/22/21 1:10:00 AM,C,5.5
12/22/21 2:10:00 AM,C,5.5
12/22/21 3:10:00 AM,C,5.5
12/22/21 4:10:00 AM,C,5.5
12/22/21 5:10:00 AM,C,6
12/22/21 6:10:00 AM,C,6
12/22/21 7:10:00 AM,C,6
12/22/21 8:10:00 AM,C,6.5
12/22/21 9:10:00 AM,C,7
12/22/21 10:10:00 AM,C,8.5
12/22/21 11:10:00 AM,C,10
12/22/21 12:10:00 PM,C,10.5
12/22/21 1:10:00 PM,C,11.5
12/22/21 2:10:00 PM,C,11.5
12/22/21 3:10:00 PM,C,11
12/22/21 4:10:00 PM,C,10
12/22/21 5:10:00 PM,C,8.5
12/22/21 6:10:00 PM,C,8
12/22/21 7:10:00 PM,C,8
12/22/21 8:10:00 PM,C,8
12/22/21 9:10:00 PM,C,7.5
12/22/21 10:10:00 PM,C,8
12/22/21 11:10:00 PM,C,8.5
12/23/21 12:10:00 AM,C,9
12/23/21 1:10:00 AM,C,9
12/23/21 2:10:00 AM,C,9.5
12/23/21 3:10:00 AM,C,9.5
12/23/21 4:10:00 AM,C,10
12/23/21 5:10:00 AM,C,10
12/23/21 6:10:00 AM,C,10
12/23/21 7:10:00 AM,C,10
12/23/21 8:10:00 AM,C,10
12/23/21 9:10:00 AM,C,10.5
12/23/21 10:10:00 AM,C,11.5
12/23/21 11:10:00 AM,C,12
12/23/21 12:10:00 PM,C,13.5
12/23/21 1:10:00 PM,C,18
12/23/21 2:10:00 PM,C,17
12/23/21 3:10:00 PM,C,17
12/23/21 4:10:00 PM,C,17
12/23/21 5:10:00 PM,C,13.5
12/23/21 6:10:00 PM,C,12.5
12/23/21 7:10:00 PM,C,11.5
12/23/21 8:10:00 PM,C,11.5
12/23/21 9:10:00 PM,C,10.5
12/23/21 10:10:00 PM,C,10
12/23/21 11:10:00 PM,C,9.5
12/24/21 12:10:00 AM,C,9.5
12/24/21 1:10:00 AM,C,10
12/24/21 2:10:00 AM,C,10
12/24/21 3:10:00 AM,C,9.5
12/24/21 4:10:00 AM,C,9.5
12/24/21 5:10:00 AM,C,10
12/24/21 6:10:00 AM,C,10
12/24/21 7:10:00 AM,C,10
12/24/21 8:10:00 AM,C,10
12/24/21 9:10:00 AM,C,13.5
12/24/21 10:10:00 AM,C,15
12/24/21 11:10:00 AM,C,17.5
12/24/21 12:10:00 PM,C,18
12/24/21 1:10:00 PM,C,18
12/24/21 2:10:00 PM,C,18
12/24/21 3:10:00 PM,C,15.5
12/24/21 4:10:00 PM,C,12
12/24/21 5:10:00 PM,C,11
12/24/21 6:10:00 PM,C,9.5
12/24/21 7:10:00 PM,C,9
12/24/21 8:10:00 PM,C,8.5
12/24/21 9:10:00 PM,C,9
12/24/21 10:10:00 PM,C,8.5
12/24/21 11:10:00 PM,C,8.5
12/25/21 12:10:00 AM,C,9
12/25/21 1:10:00 AM,C,9
12/25/21 2:10:00 AM,C,9
12/25/21 3:10:00 AM,C,8.5
12/25/21 4:10:00 AM,C,8
12/25/21 5:10:00 AM,C,8
12/25/21 6:10:00 AM,C,8
12/25/21 7:10:00 AM,C,8
12/25/21 8:10:00 AM,C,8.5
12/25/21 9:10:00 AM,C,8.5
12/25/21 10:10:00 AM,C,9.5
12/25/21 11:10:00 AM,C,10.5
12/25/21 12:10:00 PM,C,10
12/25/21 1:10:00 PM,C,10
12/25/21 2:10:00 PM,C,13
12/25/21 3:10:00 PM,C,11.5
12/25/21 4:10:00 PM,C,10.5
12/25/21 5:10:00 PM,C,9
12/25/21 6:10:00 PM,C,8.5
12/25/21 7:10:00 PM,C,8
12/25/21 8:10:00 PM,C,7
12/25/21 9:10:00 PM,C,6
12/25/21 10:10:00 PM,C,5.5
12/25/21 11:10:00 PM,C,5.5
12/26/21 12:10:00 AM,C,5
12/26/21 1:10:00 AM,C,5.5
12/26/21 2:10:00 AM,C,5.5
12/26/21 3:10:00 AM,C,5
12/26/21 4:10:00 AM,C,4.5
12/26/21 5:10:00 AM,C,4
12/26/21 6:10:00 AM,C,4
12/26/21 7:10:00 AM,C,4.5
12/26/21 8:10:00 AM,C,5.5
12/26/21 9:10:00 AM,C,7.5
12/26/21 10:10:00 AM,C,8.5
12/26/21 11:10:00 AM,C,10
12/26/21 12:10:00 PM,C,10
12/26/21 1:10:00 PM,C,9
12/26/21 2:10:00 PM,C,9.5
12/26/21 3:10:00 PM,C,10
12/26/21 4:10:00 PM,C,9
12/26/21 5:10:00 PM,C,8
12/26/21 6:10:00 PM,C,7.5
12/26/21 7:10:00 PM,C,7
12/26/21 8:10:00 PM,C,7
12/26/21 9:10:00 PM,C,6.5
12/26/21 10:10:00 PM,C,7
12/26/21 11:10:00 PM,C,7
12/27/21 12:10:00 AM,C,7
12/27/21 1:10:00 AM,C,7
12/27/21 2:10:00 AM,C,7
12/27/21 3:10:00 AM,C,7
12/27/21 4:10:00 AM,C,7
12/27/21 5:10:00 AM,C,7
12/27/21 6:10:00 AM,C,7
12/27/21 7:10:00 AM,C,7
12/27/21 8:10:00 AM,C,7
12/27/21 9:10:00 AM,C,8.5
12/27/21 10:10:00 AM,C,11.5
12/27/21 11:10:00 AM,C,13.5
12/27/21 12:10:00 PM,C,16.5
12/27/21 1:10:00 PM,C,14.5
12/27/21 2:10:00 PM,C,15
12/27/21 3:10:00 PM,C,13.5
12/27/21 4:10:00 PM,C,11
12/27/21 5:10:00 PM,C,9
12/27/21 6:10:00 PM,C,7.5
12/27/21 7:10:00 PM,C,7
12/27/21 8:10:00 PM,C,6.5
12/27/21 9:10:00 PM,C,5
12/27/21 10:10:00 PM,C,4
12/27/21 11:10:00 PM,C,3
12/28/21 12:10:00 AM,C,3
12/28/21 1:10:00 AM,C,3
12/28/21 2:10:00 AM,C,3.5
12/28/21 3:10:00 AM,C,4
12/28/21 4:10:00 AM,C,4
12/28/21 5:10:00 AM,C,4
12/28/21 6:10:00 AM,C,4
12/28/21 7:10:00 AM,C,4
12/28/21 8:10:00 AM,C,4
12/28/21 9:10:00 AM,C,6
12/28/21 10:10:00 AM,C,9
12/28/21 11:10:00 AM,C,11.5
12/28/21 12:10:00 PM,C,13.5
12/28/21 1:10:00 PM,C,13.5
12/28/21 2:10:00 PM,C,12
12/28/21 3:10:00 PM,C,11
12/28/21 4:10:00 PM,C,10
12/28/21 5:10:00 PM,C,8
12/28/21 6:10:00 PM,C,7
12/28/21 7:10:00 PM,C,7
12/28/21 8:10:00 PM,C,6.5
12/28/21 9:10:00 PM,C,6.5
12/28/21 10:10:00 PM,C,6.5
12/28/21 11:10:00 PM,C,6.5
12/29/21 12:10:00 AM,C,6.5
12/29/21 1:10:00 AM,C,6
12/29/21 2:10:00 AM,C,5.5
12/29/21 3:10:00 AM,C,5.5
12/29/21 4:10:00 AM,C,5.5
12/29/21 5:10:00 AM,C,5.5
12/29/21 6:10:00 AM,C,5.5
12/29/21 7:10:00 AM,C,5.5
12/29/21 8:10:00 AM,C,5.5
12/29/21 9:10:00 AM,C,5.5
12/29/21 10:10:00 AM,C,5
12/29/21 11:10:00 AM,C,5
12/29/21 12:10:00 PM,C,5
12/29/21 1:10:00 PM,C,5.5
12/29/21 2:10:00 PM,C,6
12/29/21 3:10:00 PM,C,6
12/29/21 4:10:00 PM,C,6
12/29/21 5:10:00 PM,C,5.5
12/29/21 6:10:00 PM,C,5.5
12/29/21 7:10:00 PM,C,5.5
12/29/21 8:10:00 PM,C,5
12/29/21 9:10:00 PM,C,5.5
12/29/21 10:10:00 PM,C,5.5
12/29/21 11:10:00 PM,C,5.5
12/30/21 12:10:00 AM,C,5.5
12/30/21 1:10:00 AM,C,5.5
12/30/21 2:10:00 AM,C,5.5
12/30/21 3:10:00 AM,C,5.5
12/30/21 4:10:00 AM,C,5.5
12/30/21 5:10:00 AM,C,5.5
12/30/21 6:10:00 AM,C,5.5
12/30/21 7:10:00 AM,C,5.5
12/30/21 8:10:00 AM,C,5.5
12/30/21 9:10:00 AM,C,8
12/30/21 10:10:00 AM,C,11.5
12/30/21 11:10:00 AM,C,13
12/30/21 12:10:00 PM,C,17.5
12/30/21 1:10:00 PM,C,17
12/30/21 2:10:00 PM,C,17
12/30/21 3:10:00 PM,C,16.5
12/30/21 4:10:00 PM,C,15
12/30/21 5:10:00 PM,C,10.5
12/30/21 6:10:00 PM,C,8
12/30/21 7:10:00 PM,C,7
12/30/21 8:10:00 PM,C,6
12/30/21 9:10:00 PM,C,5
12/30/21 10:10:00 PM,C,4
12/30/21 11:10:00 PM,C,3.5
12/31/21 12:10:00 AM,C,3
12/31/21 1:10:00 AM,C,3
12/31/21 2:10:00 AM,C,3
12/31/21 3:10:00 AM,C,2.5
12/31/21 4:10:00 AM,C,2
12/31/21 5:10:00 AM,C,2.5
12/31/21 6:10:00 AM,C,3
12/31/21 7:10:00 AM,C,2.5
12/31/21 8:10:00 AM,C,3
12/31/21 9:10:00 AM,C,7.5
12/31/21 10:10:00 AM,C,11
12/31/21 11:10:00 AM,C,12.5
12/31/21 12:10:00 PM,C,16.5
12/31/21 1:10:00 PM,C,17
12/31/21 2:10:00 PM,C,16
12/31/21 3:10:00 PM,C,14.5
12/31/21 4:10:00 PM,C,13
12/31/21 5:10:00 PM,C,10
12/31/21 6:10:00 PM,C,7
12/31/21 7:10:00 PM,C,5.5
12/31/21 8:10:00 PM,C,5
12/31/21 9:10:00 PM,C,4
12/31/21 10:10:00 PM,C,3.5
12/31/21 11:10:00 PM,C,3
1/1/22 12:10:00 AM,C,3.5
1/1/22 1:10:00 AM,C,3
1/1/22 2:10:00 AM,C,3.5
1/1/22 3:10:00 AM,C,3
1/1/22 4:10:00 AM,C,3
1/1/22 5:10:00 AM,C,3
1/1/22 6:10:00 AM,C,3
1/1/22 7:10:00 AM,C,3
1/1/22 8:10:00 AM,C,3
1/1/22 9:10:00 AM,C,7.5
1/1/22 10:10:00 AM,C,9.5
1/1/22 11:10:00 AM,C,13
1/1/22 12:10:00 PM,C,15
1/1/22 1:10:00 PM,C,15
1/1/22 2:10:00 PM,C,14
1/1/22 3:10:00 PM,C,12.5
1/1/22 4:10:00 PM,C,11
1/1/22 5:10:00 PM,C,8.5
1/1/22 6:10:00 PM,C,5.5
1/1/22 7:10:00 PM,C,4
1/1/22 8:10:00 PM,C,3
1/1/22 9:10:00 PM,C,2
1/1/22 10:10:00 PM,C,1.5
1/1/22 11:10:00 PM,C,0.5
1/2/22 12:10:00 AM,C,0
1/2/22 1:10:00 AM,C,-0.5
1/2/22 2:10:00 AM,C,-0.5
1/2/22 3:10:00 AM,C,-0.5
1/2/22 4:10:00 AM,C,-1
1/2/22 5:10:00 AM,C,0
1/2/22 6:10:00 AM,C,0
1/2/22 7:10:00 AM,C,0.5
1/2/22 8:10:00 AM,C,1.5
1/2/22 9:10:00 AM,C,5.5
1/2/22 10:10:00 AM,C,8.5
1/2/22 11:10:00 AM,C,12.5
1/2/22 12:10:00 PM,C,16
1/2/22 1:10:00 PM,C,16.5
1/2/22 2:10:00 PM,C,17
1/2/22 3:10:00 PM,C,15
1/2/22 4:10:00 PM,C,12
1/2/22 5:10:00 PM,C,9.5
1/2/22 6:10:00 PM,C,7
1/2/22 7:10:00 PM,C,6
1/2/22 8:10:00 PM,C,5
1/2/22 9:10:00 PM,C,4.5
1/2/22 10:10:00 PM,C,4
1/2/22 11:10:00 PM,C,3
1/3/22 12:10:00 AM,C,3
1/3/22 1:10:00 AM,C,3
1/3/22 2:10:00 AM,C,3
1/3/22 3:10:00 AM,C,3.5
1/3/22 4:10:00 AM,C,3.5
1/3/22 5:10:00 AM,C,3.5
1/3/22 6:10:00 AM,C,4
1/3/22 7:10:00 AM,C,3.5
1/3/22 8:10:00 AM,C,4
1/3/22 9:10:00 AM,C,6.5
1/3/22 10:10:00 AM,C,10
1/3/22 11:10:00 AM,C,11.5
1/3/22 12:10:00 PM,C,12.5
1/3/22 1:10:00 PM,C,12.5
1/3/22 2:10:00 PM,C,13.5
1/3/22 3:10:00 PM,C,13
1/3/22 4:10:00 PM,C,11.5
1/3/22 5:10:00 PM,C,10.5
1/3/22 6:10:00 PM,C,10
1/3/22 7:10:00 PM,C,10
1/3/22 8:10:00 PM,C,10
1/3/22 9:10:00 PM,C,10
1/3/22 10:10:00 PM,C,9.5
1/3/22 11:10:00 PM,C,9.5
1/4/22 12:10:00 AM,C,9
1/4/22 1:10:00 AM,C,9
1/4/22 2:10:00 AM,C,9
1/4/22 3:10:00 AM,C,8.5
1/4/22 4:10:00 AM,C,8.5
1/4/22 5:10:00 AM,C,8.5
1/4/22 6:10:00 AM,C,8.5
1/4/22 7:10:00 AM,C,8.5
1/4/22 8:10:00 AM,C,9
1/4/22 9:10:00 AM,C,10.5
1/4/22 10:10:00 AM,C,14
1/4/22 11:10:00 AM,C,16
1/4/22 12:10:00 PM,C,17.5
1/4/22 1:10:00 PM,C,17.5
1/4/22 2:10:00 PM,C,17.5
1/4/22 3:10:00 PM,C,18
1/4/22 4:10:00 PM,C,16
1/4/22 5:10:00 PM,C,14
1/4/22 6:10:00 PM,C,12.5
1/4/22 7:10:00 PM,C,12
1/4/22 8:10:00 PM,C,11.5
1/4/22 9:10:00 PM,C,11
1/4/22 10:10:00 PM,C,10.5
1/4/22 11:10:00 PM,C,10.5
1/5/22 12:10:00 AM,C,10
1/5/22 1:10:00 AM,C,10
1/5/22 2:10:00 AM,C,9
1/5/22 3:10:00 AM,C,8.5
1/5/22 4:10:00 AM,C,8
1/5/22 5:10:00 AM,C,7.5
1/5/22 6:10:00 AM,C,7.5
1/5/22 7:10:00 AM,C,7.5
1/5/22 8:10:00 AM,C,7.5
1/5/22 9:10:00 AM,C,12.5
1/5/22 10:10:00 AM,C,16.5
1/5/22 11:10:00 AM,C,20.5
1/5/22 12:10:00 PM,C,22.5
1/5/22 1:10:00 PM,C,21.5
1/5/22 2:10:00 PM,C,20
1/5/22 3:10:00 PM,C,19
1/5/22 4:10:00 PM,C,14.5
1/5/22 5:10:00 PM,C,11.5
1/5/22 6:10:00 PM,C,10
1/5/22 7:10:00 PM,C,9.5
1/5/22 8:10:00 PM,C,9
1/5/22 9:10:00 PM,C,9
1/5/22 10:10:00 PM,C,9
1/5/22 11:10:00 PM,C,8.5
1/6/22 12:10:00 AM,C,8.5
1/6/22 1:10:00 AM,C,8.5
1/6/22 2:10:00 AM,C,8
1/6/22 3:10:00 AM,C,8
1/6/22 4:10:00 AM,C,8
1/6/22 5:10:00 AM,C,8
1/6/22 6:10:00 AM,C,8
