1-Wire/iButton Part Number: DS1921G-F5,,
1-Wire/iButton Registration Number: E40000004CA1EE21,,
Is Mission Active?  true,,
Mission Start:  Fri Feb 11 10:25:00 PST 2022,,
Sample Rate:  Every 60 minute(s),,
Number of Mission Samples:  2113,,
Total Samples:  12097,,
Roll Over Enabled?  false,,
Roll Over Occurred?  Roll over has occurred,,
Active Alarms:  None fired,,
Next Clock Alarm At:  Disabled,,
High Temperature Alarm:  85 �C,,
Low Temperature Alarm:  -40 �C,,
,,
Date/Time,Unit,Value
2/11/22 10:25,C,22
2/11/22 11:25,C,27.5
2/11/22 12:25,C,30
2/11/22 13:25,C,32
2/11/22 14:25,C,32
2/11/22 15:25,C,29
2/11/22 16:25,C,27.5
2/11/22 17:25,C,22.5
2/11/22 18:25,C,18
2/11/22 19:25,C,15
2/11/22 20:25,C,13
2/11/22 21:25,C,11.5
2/11/22 22:25,C,10.5
2/11/22 23:25,C,10
2/12/22 0:25,C,9
2/12/22 1:25,C,8.5
2/12/22 2:25,C,8
2/12/22 3:25,C,7.5
2/12/22 4:25,C,7
2/12/22 5:25,C,6.5
2/12/22 6:25,C,6.5
2/12/22 7:25,C,6
2/12/22 8:25,C,8
2/12/22 9:25,C,15.5
2/12/22 10:25,C,21
2/12/22 11:25,C,27
2/12/22 12:25,C,29.5
2/12/22 13:25,C,32
2/12/22 14:25,C,32.5
2/12/22 15:25,C,30
2/12/22 16:25,C,28
2/12/22 17:25,C,23
2/12/22 18:25,C,18.5
2/12/22 19:25,C,15
2/12/22 20:25,C,13
2/12/22 21:25,C,11.5
2/12/22 22:25,C,10.5
2/12/22 23:25,C,9.5
2/13/22 0:25,C,9
2/13/22 1:25,C,8.5
2/13/22 2:25,C,8
2/13/22 3:25,C,8
2/13/22 4:25,C,7.5
2/13/22 5:25,C,7
2/13/22 6:25,C,7
2/13/22 7:25,C,7
2/13/22 8:25,C,9
2/13/22 9:25,C,15.5
2/13/22 10:25,C,22
2/13/22 11:25,C,27.5
2/13/22 12:25,C,30.5
2/13/22 13:25,C,33
2/13/22 14:25,C,32.5
2/13/22 15:25,C,30.5
2/13/22 16:25,C,28.5
2/13/22 17:25,C,22.5
2/13/22 18:25,C,18
2/13/22 19:25,C,15
2/13/22 20:25,C,13.5
2/13/22 21:25,C,12
2/13/22 22:25,C,11
2/13/22 23:25,C,10
2/14/22 0:25,C,9
2/14/22 1:25,C,9
2/14/22 2:25,C,8.5
2/14/22 3:25,C,8
2/14/22 4:25,C,7.5
2/14/22 5:25,C,7
2/14/22 6:25,C,6.5
2/14/22 7:25,C,7
2/14/22 8:25,C,9.5
2/14/22 9:25,C,14.5
2/14/22 10:25,C,19.5
2/14/22 11:25,C,25
2/14/22 12:25,C,27.5
2/14/22 13:25,C,28.5
2/14/22 14:25,C,28
2/14/22 15:25,C,24
2/14/22 16:25,C,18.5
2/14/22 17:25,C,15
2/14/22 18:25,C,13
2/14/22 19:25,C,12.5
2/14/22 20:25,C,11.5
2/14/22 21:25,C,9.5
2/14/22 22:25,C,9
2/14/22 23:25,C,8
2/15/22 0:25,C,7
2/15/22 1:25,C,6
2/15/22 2:25,C,5
2/15/22 3:25,C,4.5
2/15/22 4:25,C,5
2/15/22 5:25,C,6.5
2/15/22 6:25,C,7.5
2/15/22 7:25,C,7.5
2/15/22 8:25,C,8.5
2/15/22 9:25,C,13
2/15/22 10:25,C,15.5
2/15/22 11:25,C,19.5
2/15/22 12:25,C,21
2/15/22 13:25,C,22.5
2/15/22 14:25,C,23
2/15/22 15:25,C,19.5
2/15/22 16:25,C,18.5
2/15/22 17:25,C,15.5
2/15/22 18:25,C,13
2/15/22 19:25,C,11.5
2/15/22 20:25,C,10.5
2/15/22 21:25,C,9.5
2/15/22 22:25,C,9
2/15/22 23:25,C,8.5
2/16/22 0:25,C,8.5
2/16/22 1:25,C,8
2/16/22 2:25,C,8
2/16/22 3:25,C,8
2/16/22 4:25,C,8
2/16/22 5:25,C,8
2/16/22 6:25,C,7.5
2/16/22 7:25,C,7.5
2/16/22 8:25,C,9.5
2/16/22 9:25,C,16
2/16/22 10:25,C,20
2/16/22 11:25,C,24
2/16/22 12:25,C,26
2/16/22 13:25,C,27.5
2/16/22 14:25,C,29
2/16/22 15:25,C,25.5
2/16/22 16:25,C,24
2/16/22 17:25,C,20
2/16/22 18:25,C,17
2/16/22 19:25,C,15
2/16/22 20:25,C,13.5
2/16/22 21:25,C,12.5
2/16/22 22:25,C,11.5
2/16/22 23:25,C,10.5
2/17/22 0:25,C,10
2/17/22 1:25,C,9.5
2/17/22 2:25,C,9.5
2/17/22 3:25,C,9.5
2/17/22 4:25,C,10
2/17/22 5:25,C,9.5
2/17/22 6:25,C,8
2/17/22 7:25,C,7
2/17/22 8:25,C,8.5
2/17/22 9:25,C,15
2/17/22 10:25,C,20
2/17/22 11:25,C,25.5
2/17/22 12:25,C,25.5
2/17/22 13:25,C,28
2/17/22 14:25,C,28.5
2/17/22 15:25,C,26.5
2/17/22 16:25,C,24.5
2/17/22 17:25,C,19.5
2/17/22 18:25,C,15
2/17/22 19:25,C,12
2/17/22 20:25,C,10
2/17/22 21:25,C,9
2/17/22 22:25,C,7.5
2/17/22 23:25,C,6.5
2/18/22 0:25,C,6
2/18/22 1:25,C,5.5
2/18/22 2:25,C,5
2/18/22 3:25,C,4.5
2/18/22 4:25,C,3.5
2/18/22 5:25,C,3.5
2/18/22 6:25,C,4
2/18/22 7:25,C,4
2/18/22 8:25,C,6
2/18/22 9:25,C,13.5
2/18/22 10:25,C,19
2/18/22 11:25,C,25.5
2/18/22 12:25,C,28
2/18/22 13:25,C,29.5
2/18/22 14:25,C,30.5
2/18/22 15:25,C,28
2/18/22 16:25,C,25
2/18/22 17:25,C,19
2/18/22 18:25,C,15.5
2/18/22 19:25,C,12.5
2/18/22 20:25,C,10.5
2/18/22 21:25,C,9
2/18/22 22:25,C,8
2/18/22 23:25,C,7
2/19/22 0:25,C,6.5
2/19/22 1:25,C,6
2/19/22 2:25,C,5
2/19/22 3:25,C,4.5
2/19/22 4:25,C,4
2/19/22 5:25,C,4
2/19/22 6:25,C,4
2/19/22 7:25,C,4
2/19/22 8:25,C,6
2/19/22 9:25,C,13
2/19/22 10:25,C,19.5
2/19/22 11:25,C,26
2/19/22 12:25,C,29
2/19/22 13:25,C,30.5
2/19/22 14:25,C,32
2/19/22 15:25,C,29.5
2/19/22 16:25,C,26.5
2/19/22 17:25,C,22
2/19/22 18:25,C,17.5
2/19/22 19:25,C,14.5
2/19/22 20:25,C,13
2/19/22 21:25,C,12
2/19/22 22:25,C,10
2/19/22 23:25,C,9
2/20/22 0:25,C,7.5
2/20/22 1:25,C,6.5
2/20/22 2:25,C,6
2/20/22 3:25,C,5.5
2/20/22 4:25,C,5.5
2/20/22 5:25,C,5
2/20/22 6:25,C,5
2/20/22 7:25,C,5
2/20/22 8:25,C,8.5
2/20/22 9:25,C,13
2/20/22 10:25,C,16.5
2/20/22 11:25,C,21.5
2/20/22 12:25,C,24
2/20/22 13:25,C,27.5
2/20/22 14:25,C,27
2/20/22 15:25,C,25
2/20/22 16:25,C,21
2/20/22 17:25,C,17.5
2/20/22 18:25,C,14
2/20/22 19:25,C,11.5
2/20/22 20:25,C,10
2/20/22 21:25,C,9
2/20/22 22:25,C,8
2/20/22 23:25,C,7.5
2/21/22 0:25,C,7.5
2/21/22 1:25,C,7
2/21/22 2:25,C,6.5
2/21/22 3:25,C,6
2/21/22 4:25,C,5.5
2/21/22 5:25,C,5.5
2/21/22 6:25,C,5.5
2/21/22 7:25,C,5.5
2/21/22 8:25,C,7
2/21/22 9:25,C,13.5
2/21/22 10:25,C,17
2/21/22 11:25,C,21
2/21/22 12:25,C,24.5
2/21/22 13:25,C,25
2/21/22 14:25,C,27
2/21/22 15:25,C,23
2/21/22 16:25,C,18
2/21/22 17:25,C,15.5
2/21/22 18:25,C,12
2/21/22 19:25,C,11
2/21/22 20:25,C,9.5
2/21/22 21:25,C,8.5
2/21/22 22:25,C,7.5
2/21/22 23:25,C,7.5
2/22/22 0:25,C,6.5
2/22/22 1:25,C,5
2/22/22 2:25,C,4.5
2/22/22 3:25,C,3.5
2/22/22 4:25,C,2.5
2/22/22 5:25,C,2
2/22/22 6:25,C,2
2/22/22 7:25,C,2
2/22/22 8:25,C,3.5
2/22/22 9:25,C,11.5
2/22/22 10:25,C,16
2/22/22 11:25,C,21.5
2/22/22 12:25,C,22
2/22/22 13:25,C,24.5
2/22/22 14:25,C,24
2/22/22 15:25,C,17.5
2/22/22 16:25,C,14.5
2/22/22 17:25,C,10.5
2/22/22 18:25,C,8
2/22/22 19:25,C,6.5
2/22/22 20:25,C,6
2/22/22 21:25,C,4.5
2/22/22 22:25,C,3.5
2/22/22 23:25,C,3
2/23/22 0:25,C,2.5
2/23/22 1:25,C,2
2/23/22 2:25,C,2
2/23/22 3:25,C,1.5
2/23/22 4:25,C,1.5
2/23/22 5:25,C,2
2/23/22 6:25,C,2.5
2/23/22 7:25,C,2
2/23/22 8:25,C,3.5
2/23/22 9:25,C,9
2/23/22 10:25,C,12.5
2/23/22 11:25,C,17
2/23/22 12:25,C,20.5
2/23/22 13:25,C,21
2/23/22 14:25,C,22
2/23/22 15:25,C,19
2/23/22 16:25,C,17.5
2/23/22 17:25,C,13.5
2/23/22 18:25,C,9.5
2/23/22 19:25,C,7
2/23/22 20:25,C,6
2/23/22 21:25,C,5
2/23/22 22:25,C,3.5
2/23/22 23:25,C,2
2/24/22 0:25,C,1.5
2/24/22 1:25,C,0.5
2/24/22 2:25,C,0.5
2/24/22 3:25,C,0
2/24/22 4:25,C,-0.5
2/24/22 5:25,C,-1
2/24/22 6:25,C,-1.5
2/24/22 7:25,C,-1.5
2/24/22 8:25,C,0.5
2/24/22 9:25,C,9.5
2/24/22 10:25,C,15
2/24/22 11:25,C,21
2/24/22 12:25,C,24
2/24/22 13:25,C,25
2/24/22 14:25,C,26.5
2/24/22 15:25,C,23
2/24/22 16:25,C,19.5
2/24/22 17:25,C,15.5
2/24/22 18:25,C,11.5
2/24/22 19:25,C,9
2/24/22 20:25,C,7
2/24/22 21:25,C,5
2/24/22 22:25,C,4.5
2/24/22 23:25,C,3.5
2/25/22 0:25,C,3
2/25/22 1:25,C,3
2/25/22 2:25,C,2.5
2/25/22 3:25,C,2
2/25/22 4:25,C,1.5
2/25/22 5:25,C,1.5
2/25/22 6:25,C,1.5
2/25/22 7:25,C,1
2/25/22 8:25,C,3
2/25/22 9:25,C,11
2/25/22 10:25,C,15.5
2/25/22 11:25,C,21
2/25/22 12:25,C,24.5
2/25/22 13:25,C,25.5
2/25/22 14:25,C,26.5
2/25/22 15:25,C,24.5
2/25/22 16:25,C,21.5
2/25/22 17:25,C,17.5
2/25/22 18:25,C,12.5
2/25/22 19:25,C,9.5
2/25/22 20:25,C,8
2/25/22 21:25,C,6
2/25/22 22:25,C,5.5
2/25/22 23:25,C,4.5
2/26/22 0:25,C,4
2/26/22 1:25,C,3
2/26/22 2:25,C,2.5
2/26/22 3:25,C,2.5
2/26/22 4:25,C,1.5
2/26/22 5:25,C,1
2/26/22 6:25,C,0.5
2/26/22 7:25,C,0.5
2/26/22 8:25,C,4.5
2/26/22 9:25,C,10.5
2/26/22 10:25,C,15
2/26/22 11:25,C,19
2/26/22 12:25,C,18.5
2/26/22 13:25,C,19
2/26/22 14:25,C,20.5
2/26/22 15:25,C,21.5
2/26/22 16:25,C,17.5
2/26/22 17:25,C,15
2/26/22 18:25,C,12.5
2/26/22 19:25,C,11
2/26/22 20:25,C,10.5
2/26/22 21:25,C,10
2/26/22 22:25,C,9.5
2/26/22 23:25,C,9
2/27/22 0:25,C,7.5
2/27/22 1:25,C,7
2/27/22 2:25,C,6.5
2/27/22 3:25,C,6
2/27/22 4:25,C,5.5
2/27/22 5:25,C,5
2/27/22 6:25,C,4
2/27/22 7:25,C,5
2/27/22 8:25,C,7
2/27/22 9:25,C,16
2/27/22 10:25,C,20.5
2/27/22 11:25,C,25
2/27/22 12:25,C,28.5
2/27/22 13:25,C,30.5
2/27/22 14:25,C,31.5
2/27/22 15:25,C,29
2/27/22 16:25,C,26.5
2/27/22 17:25,C,22
2/27/22 18:25,C,17.5
2/27/22 19:25,C,14.5
2/27/22 20:25,C,12.5
2/27/22 21:25,C,11
2/27/22 22:25,C,9.5
2/27/22 23:25,C,8.5
2/28/22 0:25,C,8
2/28/22 1:25,C,7.5
2/28/22 2:25,C,6.5
2/28/22 3:25,C,6
2/28/22 4:25,C,6
2/28/22 5:25,C,5
2/28/22 6:25,C,4.5
2/28/22 7:25,C,4.5
2/28/22 8:25,C,7.5
2/28/22 9:25,C,16
2/28/22 10:25,C,21
2/28/22 11:25,C,26.5
2/28/22 12:25,C,31
2/28/22 13:25,C,32.5
2/28/22 14:25,C,32.5
2/28/22 15:25,C,31.5
2/28/22 16:25,C,28.5
2/28/22 17:25,C,24
2/28/22 18:25,C,20
2/28/22 19:25,C,17
2/28/22 20:25,C,14.5
2/28/22 21:25,C,12.5
2/28/22 22:25,C,11.5
2/28/22 23:25,C,10.5
3/1/22 0:25,C,9.5
3/1/22 1:25,C,8.5
3/1/22 2:25,C,8
3/1/22 3:25,C,7.5
3/1/22 4:25,C,7.5
3/1/22 5:25,C,7.5
3/1/22 6:25,C,7.5
3/1/22 7:25,C,7.5
3/1/22 8:25,C,9.5
3/1/22 9:25,C,17.5
3/1/22 10:25,C,23
3/1/22 11:25,C,28.5
3/1/22 12:25,C,32
3/1/22 13:25,C,34
3/1/22 14:25,C,33.5
3/1/22 15:25,C,31.5
3/1/22 16:25,C,28.5
3/1/22 17:25,C,23.5
3/1/22 18:25,C,20
3/1/22 19:25,C,17
3/1/22 20:25,C,15
3/1/22 21:25,C,13
3/1/22 22:25,C,11.5
3/1/22 23:25,C,10.5
3/2/22 0:25,C,10
3/2/22 1:25,C,9.5
3/2/22 2:25,C,9
3/2/22 3:25,C,8.5
3/2/22 4:25,C,8.5
3/2/22 5:25,C,8
3/2/22 6:25,C,7.5
3/2/22 7:25,C,8.5
3/2/22 8:25,C,11
3/2/22 9:25,C,17.5
3/2/22 10:25,C,22.5
3/2/22 11:25,C,27
3/2/22 12:25,C,28.5
3/2/22 13:25,C,32
3/2/22 14:25,C,32.5
3/2/22 15:25,C,30
3/2/22 16:25,C,27
3/2/22 17:25,C,22.5
3/2/22 18:25,C,18.5
3/2/22 19:25,C,16
3/2/22 20:25,C,14
3/2/22 21:25,C,12.5
3/2/22 22:25,C,11
3/2/22 23:25,C,10.5
3/3/22 0:25,C,10
3/3/22 1:25,C,10
3/3/22 2:25,C,9
3/3/22 3:25,C,9
3/3/22 4:25,C,9
3/3/22 5:25,C,9
3/3/22 6:25,C,9
3/3/22 7:25,C,10
3/3/22 8:25,C,11.5
3/3/22 9:25,C,12
3/3/22 10:25,C,15.5
3/3/22 11:25,C,17
3/3/22 12:25,C,19.5
3/3/22 13:25,C,20
3/3/22 14:25,C,18
3/3/22 15:25,C,16.5
3/3/22 16:25,C,15.5
3/3/22 17:25,C,14
3/3/22 18:25,C,12.5
3/3/22 19:25,C,11.5
3/3/22 20:25,C,11
3/3/22 21:25,C,10.5
3/3/22 22:25,C,10
3/3/22 23:25,C,10
3/4/22 0:25,C,9.5
3/4/22 1:25,C,10
3/4/22 2:25,C,10.5
3/4/22 3:25,C,10.5
3/4/22 4:25,C,10.5
3/4/22 5:25,C,10.5
3/4/22 6:25,C,10.5
3/4/22 7:25,C,11
3/4/22 8:25,C,12.5
3/4/22 9:25,C,21
3/4/22 10:25,C,22.5
3/4/22 11:25,C,25
3/4/22 12:25,C,28
3/4/22 13:25,C,27
3/4/22 14:25,C,28
3/4/22 15:25,C,25.5
3/4/22 16:25,C,20
3/4/22 17:25,C,15
3/4/22 18:25,C,11.5
3/4/22 19:25,C,9.5
3/4/22 20:25,C,8.5
3/4/22 21:25,C,8
3/4/22 22:25,C,8
3/4/22 23:25,C,8
3/5/22 0:25,C,7.5
3/5/22 1:25,C,6.5
3/5/22 2:25,C,5.5
3/5/22 3:25,C,4.5
3/5/22 4:25,C,3.5
3/5/22 5:25,C,3
3/5/22 6:25,C,2.5
3/5/22 7:25,C,3
3/5/22 8:25,C,6.5
3/5/22 9:25,C,9
3/5/22 10:25,C,10.5
3/5/22 11:25,C,14
3/5/22 12:25,C,17
3/5/22 13:25,C,19
3/5/22 14:25,C,22.5
3/5/22 15:25,C,20
3/5/22 16:25,C,19
3/5/22 17:25,C,15
3/5/22 18:25,C,11.5
3/5/22 19:25,C,9
3/5/22 20:25,C,7
3/5/22 21:25,C,6
3/5/22 22:25,C,5
3/5/22 23:25,C,4
3/6/22 0:25,C,3.5
3/6/22 1:25,C,3
3/6/22 2:25,C,3
3/6/22 3:25,C,2.5
3/6/22 4:25,C,3
3/6/22 5:25,C,2.5
3/6/22 6:25,C,2
3/6/22 7:25,C,2
3/6/22 8:25,C,5
3/6/22 9:25,C,13
3/6/22 10:25,C,17
3/6/22 11:25,C,22.5
3/6/22 12:25,C,26
3/6/22 13:25,C,27.5
3/6/22 14:25,C,27.5
3/6/22 15:25,C,25.5
3/6/22 16:25,C,23
3/6/22 17:25,C,18.5
3/6/22 18:25,C,14.5
3/6/22 19:25,C,11.5
3/6/22 20:25,C,9.5
3/6/22 21:25,C,8
3/6/22 22:25,C,6.5
3/6/22 23:25,C,6.5
3/7/22 0:25,C,6
3/7/22 1:25,C,5
3/7/22 2:25,C,4.5
3/7/22 3:25,C,4.5
3/7/22 4:25,C,5.5
3/7/22 5:25,C,6
3/7/22 6:25,C,6
3/7/22 7:25,C,6.5
3/7/22 8:25,C,9.5
3/7/22 9:25,C,17
3/7/22 10:25,C,18.5
3/7/22 11:25,C,22.5
3/7/22 12:25,C,22.5
3/7/22 13:25,C,26
3/7/22 14:25,C,26.5
3/7/22 15:25,C,25
3/7/22 16:25,C,24
3/7/22 17:25,C,20.5
3/7/22 18:25,C,16.5
3/7/22 19:25,C,14
3/7/22 20:25,C,12.5
3/7/22 21:25,C,10.5
3/7/22 22:25,C,9.5
3/7/22 23:25,C,9
3/8/22 0:25,C,8
3/8/22 1:25,C,7.5
3/8/22 2:25,C,7
3/8/22 3:25,C,7
3/8/22 4:25,C,7
3/8/22 5:25,C,6.5
3/8/22 6:25,C,6.5
3/8/22 7:25,C,7
3/8/22 8:25,C,9
3/8/22 9:25,C,17
3/8/22 10:25,C,20.5
3/8/22 11:25,C,25.5
3/8/22 12:25,C,29
3/8/22 13:25,C,31
3/8/22 14:25,C,32.5
3/8/22 15:25,C,30
3/8/22 16:25,C,28
3/8/22 17:25,C,24
3/8/22 18:25,C,19.5
3/8/22 19:25,C,16
3/8/22 20:25,C,13
3/8/22 21:25,C,11
3/8/22 22:25,C,9.5
3/8/22 23:25,C,8.5
3/9/22 0:25,C,8
3/9/22 1:25,C,7.5
3/9/22 2:25,C,8.5
3/9/22 3:25,C,8.5
3/9/22 4:25,C,8.5
3/9/22 5:25,C,7.5
3/9/22 6:25,C,6.5
3/9/22 7:25,C,6.5
3/9/22 8:25,C,11.5
3/9/22 9:25,C,19
3/9/22 10:25,C,23
3/9/22 11:25,C,28
3/9/22 12:25,C,30
3/9/22 13:25,C,32
3/9/22 14:25,C,32
3/9/22 15:25,C,30.5
3/9/22 16:25,C,28
3/9/22 17:25,C,22
3/9/22 18:25,C,17.5
3/9/22 19:25,C,15
3/9/22 20:25,C,12.5
3/9/22 21:25,C,11
3/9/22 22:25,C,10
3/9/22 23:25,C,9
3/10/22 0:25,C,8
3/10/22 1:25,C,9
3/10/22 2:25,C,11
3/10/22 3:25,C,10.5
3/10/22 4:25,C,9.5
3/10/22 5:25,C,9
3/10/22 6:25,C,8.5
3/10/22 7:25,C,7.5
3/10/22 8:25,C,9.5
3/10/22 9:25,C,16
3/10/22 10:25,C,17.5
3/10/22 11:25,C,22.5
3/10/22 12:25,C,24.5
3/10/22 13:25,C,26
3/10/22 14:25,C,26.5
3/10/22 15:25,C,24.5
3/10/22 16:25,C,23
3/10/22 17:25,C,19
3/10/22 18:25,C,15.5
3/10/22 19:25,C,13.5
3/10/22 20:25,C,11.5
3/10/22 21:25,C,10
3/10/22 22:25,C,9.5
3/10/22 23:25,C,8.5
3/11/22 0:25,C,8
3/11/22 1:25,C,8.5
3/11/22 2:25,C,8
3/11/22 3:25,C,8
3/11/22 4:25,C,8
3/11/22 5:25,C,8.5
3/11/22 6:25,C,6.5
3/11/22 7:25,C,5.5
3/11/22 8:25,C,8
3/11/22 9:25,C,18
3/11/22 10:25,C,21.5
3/11/22 11:25,C,26.5
3/11/22 12:25,C,29.5
3/11/22 13:25,C,31
3/11/22 14:25,C,32
3/11/22 15:25,C,30
3/11/22 16:25,C,28
3/11/22 17:25,C,23
3/11/22 18:25,C,18.5
3/11/22 19:25,C,15
3/11/22 20:25,C,13.5
3/11/22 21:25,C,11.5
3/11/22 22:25,C,9.5
3/11/22 23:25,C,8
3/12/22 0:25,C,7
3/12/22 1:25,C,6
3/12/22 2:25,C,5.5
3/12/22 3:25,C,5.5
3/12/22 4:25,C,5
3/12/22 5:25,C,4.5
3/12/22 6:25,C,4
3/12/22 7:25,C,4.5
3/12/22 8:25,C,8
3/12/22 9:25,C,19
3/12/22 10:25,C,23.5
3/12/22 11:25,C,28.5
3/12/22 12:25,C,30.5
3/12/22 13:25,C,31.5
3/12/22 14:25,C,30.5
3/12/22 15:25,C,25
3/12/22 16:25,C,23
3/12/22 17:25,C,19.5
3/12/22 18:25,C,16.5
3/12/22 19:25,C,14
3/12/22 20:25,C,13
3/12/22 21:25,C,12
3/12/22 22:25,C,11.5
3/12/22 23:25,C,11
3/13/22 0:25,C,11
3/13/22 1:25,C,10.5
3/13/22 3:25,C,10.5
3/13/22 4:25,C,10.5
3/13/22 5:25,C,10.5
3/13/22 6:25,C,10.5
3/13/22 7:25,C,10.5
3/13/22 8:25,C,12
3/13/22 9:25,C,14.5
3/13/22 10:25,C,21
